round_shots,300,200,200,500,200,100,100,100,100,100
round_queries,300,600,1800,14500,25000,46300,138900,451100,1357300,20609700
round_k,1,4,14,62,231,694,2255,6786,24928,103048
round_shots,200,200,300,300,200,200,100,100,200,100
round_queries,200,600,2700,8700,24200,98600,179300,571300,4046600,37007500
round_k,1,4,14,60,246,896,2856,10116,50294,185037
round_shots,300,200,200,300,200,200,200,100,100,100
round_queries,300,600,1800,8700,20200,66200,276600,553700,1780700,26109500
round_k,1,4,14,50,165,691,2768,8903,31090,130547
round_shots,300,200,300,300,200,200,200,200,100,100
round_queries,300,600,2700,8700,23000,94200,389400,1467000,2608300,35041900
round_k,1,4,14,57,235,973,3667,13041,41694,175209
round_shots,300,200,300,200,200,200,100,200,100,100
round_queries,300,600,2700,8200,29800,121000,260500,1750200,3601900,41732900
round_k,1,4,20,74,302,1302,4375,18009,64814,208664
round_shots,300,300,300,400,200,100,200,100,100,100
round_queries,300,900,2700,14000,30200,63900,393400,691500,2193900,30947700
round_k,1,4,17,75,319,983,3457,10969,41883,154738
round_shots,300,300,200,300,200,200,100,100,100,100
round_queries,300,900,1800,8700,23000,83000,176500,561500,1894300,28249100
round_k,1,4,14,57,207,882,2807,9471,36206,141245
round_shots,300,300,300,200,200,200,100,100,100,100
round_queries,300,900,2700,8200,27000,109800,241100,811100,2818500,46659900
round_k,1,4,20,67,274,1205,4055,14092,53040,233299
round_shots,300,300,300,200,200,200,100,100,100,100
round_queries,300,900,2700,5800,19400,76600,130900,413300,1335900,19967300
round_k,1,4,14,48,191,654,2066,6679,24707,99836
round_shots,300,300,300,300,200,200,100,100,100,100,100
round_queries,300,900,2700,8700,17800,54200,111700,339900,1153500,3996900,68877700
round_k,1,4,14,44,135,558,1699,5767,19984,77540,344388
round_shots,300,300,300,300,200,200,100,100,100,100,100
round_queries,300,900,2700,8100,16600,61400,131300,424900,1463300,4981100,63927300
round_k,1,4,13,41,153,656,2124,7316,24905,77442,319636
round_shots,300,200,200,200,200,100,200,200,100,100
round_queries,300,600,1800,5400,17800,35900,220200,928600,1939500,28668300
round_k,1,4,13,44,179,550,2321,9697,33888,143341
round_shots,300,200,300,300,200,200,200,100,100,100
round_queries,300,600,2700,8700,23000,93000,387000,805900,2876100,42327100
round_k,1,4,14,57,232,967,4029,14380,49247,211635
round_shots,300,300,300,200,200,100,100,100,100,100
round_queries,300,900,2700,8200,29400,58100,176100,578500,1810500,25454500
round_k,1,4,20,73,290,880,2892,9052,33396,127272
round_shots,200,200,200,300,300,200,200,100,100,100
round_queries,200,600,1800,8700,26700,70200,291800,650100,2264500,33306700
round_k,1,4,14,44,175,729,3250,11322,39794,166533
round_shots,300,200,300,200,200,100,100,100,100,100
round_queries,300,600,2700,5800,20200,39900,122300,389700,1321500,17603100
round_k,1,4,14,50,199,611,1948,6607,21647,88015
round_shots,400,200,200,200,200,200,100,200,200,100
round_queries,400,600,1800,5400,16600,56600,90700,581400,2177400,18387300
round_k,1,4,13,41,141,453,1453,5443,22463,91936
round_shots,300,200,200,400,200,200,100,200,100,100
round_queries,300,600,1800,11600,17800,71000,143900,913800,1739700,26432900
round_k,1,4,14,44,177,719,2284,8698,31706,132164
round_shots,300,200,300,200,200,200,100,100,100,100,100
round_queries,300,600,2700,5400,17800,59800,115300,363700,1219500,3895500,71830500
round_k,1,4,13,44,149,576,1818,6097,19477,78943,359152
round_shots,300,200,300,200,200,200,100,100,100,100
round_queries,300,600,2700,8200,31000,122200,250700,841300,3030500,52566100
round_k,1,4,20,77,305,1253,4206,15152,59562,262830
round_shots,300,200,300,200,200,100,100,100,100,100
round_queries,300,600,2700,5800,21000,42300,130700,407500,1346100,20619900
round_k,1,4,14,52,211,653,2037,6730,24954,103099
round_shots,300,300,200,300,200,200,100,200,100,100,100
round_queries,300,900,1800,8700,17800,55400,113500,727000,1223500,4354100,64215900
round_k,1,4,14,44,138,567,1817,6117,21770,83056,321079
round_shots,300,200,300,300,300,200,100,100,100,100,100
round_queries,300,600,2700,10500,32100,70200,137900,435900,1388500,5001100,62459100
round_k,1,4,17,53,175,689,2179,6942,25005,86526,312295
round_shots,300,200,200,200,200,200,100,100,100,100,100
round_queries,300,600,1800,5400,16600,61800,128900,402500,1383100,5092100,73677500
round_k,1,4,13,41,154,644,2012,6915,25460,84144,368387
round_shots,300,200,200,300,200,200,200,200,100,100
round_queries,300,600,1800,8100,20600,76600,301400,1335400,3006500,52073100
round_k,1,4,13,51,191,753,3338,15032,59451,260365
round_shots,300,300,200,200,300,200,100,100,100,100
round_queries,300,900,1800,5400,24900,68600,134100,420700,1458700,20695500
round_k,1,4,13,41,171,670,2103,7293,27490,103477
round_shots,300,300,200,300,200,200,200,300,100,100
round_queries,300,900,1800,8100,23800,89800,348200,2288700,2837100,43619100
round_k,1,4,13,59,224,870,3814,14185,49953,218095
round_shots,300,200,200,300,200,200,200,200,100,100
round_queries,300,600,1800,8100,18200,68600,291800,1053400,2053500,27599100
round_k,1,4,13,45,171,729,2633,10267,32973,137995
round_shots,300,200,200,200,200,200,100,200,100,100
round_queries,300,600,1800,5400,17800,63400,127300,820600,1783500,26447300
round_k,1,4,13,44,158,636,2051,8917,31444,132236
round_shots,400,200,200,300,300,200,100,100,100,100
round_queries,400,600,1800,8100,35700,95000,196500,612300,2126100,28111100
round_k,1,4,13,59,237,982,3061,10630,33285,140555
round_shots,300,400,300,300,200,100,100,100,200,100
round_queries,300,1200,2700,12300,31400,62100,189900,622900,4348600,37967300
round_k,1,4,20,78,310,949,3114,10871,44262,189836
round_shots,300,200,200,300,200,200,200,100,100,100
round_queries,300,600,1800,8100,17800,64600,272200,544500,1910900,31029100
round_k,1,4,13,44,161,680,2722,9554,36700,155145
round_shots,200,200,300,200,200,200,100,100,100,100,100
round_queries,200,600,2700,5800,18200,72600,133100,403900,1398100,4862700,63618100
round_k,1,4,14,45,181,665,2019,6990,24313,100274,318090
round_shots,300,300,700,200,200,200,200,100,100,100
round_queries,300,900,7700,7000,21800,87000,344200,688500,2392900,39088700
round_k,1,5,17,54,217,860,3442,11964,45288,195443
round_shots,300,200,300,300,200,200,100,100,200,100,100
round_queries,300,600,2700,8100,16600,59000,122100,386300,2466200,3904500,58380300
round_k,1,4,13,41,147,610,1931,6165,19522,69260,291901
round_shots,300,300,300,400,200,200,100,100,100,100
round_queries,300,900,2700,12400,20200,76600,155100,499300,1646500,24707500
round_k,1,4,15,50,191,775,2496,8232,31020,123537
round_shots,400,300,200,200,200,200,200,100,100,100
round_queries,400,900,1800,5400,16200,60600,221000,447900,1528100,17872900
round_k,1,4,13,40,151,552,2239,7640,23964,89364
round_shots,300,300,200,200,200,200,200,200,100,100
round_queries,300,900,1800,5800,19800,79800,279400,1218200,2562300,40745500
round_k,1,4,14,49,199,698,3045,12811,46849,203727
round_shots,300,200,200,200,200,200,200,100,200,100
round_queries,300,600,1800,6600,22200,73800,264600,610500,3803400,27637700
round_k,1,4,16,55,184,661,3052,9508,36276,138188
round_shots,300,200,200,200,200,200,100,100,100,100,100
round_queries,300,600,1800,5400,16600,54200,101700,330100,1121100,3996500,56780500
round_k,1,4,13,41,135,508,1650,5605,19982,78675,283902
round_shots,200,300,300,200,200,200,100,300,200,100
round_queries,200,900,2700,5800,21000,85800,178500,1628700,3630200,21418500
round_k,1,4,14,52,214,892,2714,9075,28702,107092
round_shots,300,300,200,200,200,200,100,100,200,200,100
round_queries,300,900,1800,5400,17400,58600,117300,352100,2136200,8418600,72034100
