round_shots,400,500,200,100,100,100,100
round_queries,400,1500,2200,3700,11100,36900,456300
round_k,1,5,18,55,184,642,2281
round_shots,600,400,300,200,100,100,100
round_queries,600,1200,3300,8200,15300,53500,765500
round_k,1,5,20,76,267,983,3827
round_shots,400,400,200,100,100,100,100
round_queries,400,1200,2200,3900,12700,43300,729900
round_k,1,5,19,63,216,825,3649
round_shots,400,400,200,200,100,200,100
round_queries,400,1200,2200,7400,14900,90600,667100
round_k,1,5,18,74,226,679,3335
round_shots,500,400,100,100,100,100,100
round_queries,500,1200,1100,3500,10700,32500,481100
round_k,1,5,17,53,162,562,2405
round_shots,500,400,200,200,100,200
round_queries,500,1200,2200,7400,16300,443000
round_k,1,5,18,81,299,1107
round_shots,500,400,200,100,100,100,100
round_queries,500,1200,2200,3900,12700,44300,756900
round_k,1,5,19,63,221,872,3784
round_shots,400,400,200,100,100,100,100
round_queries,400,1200,2200,3700,12500,40700,692300
round_k,1,5,18,62,203,778,3461
round_shots,300,500,200,100,100,100,100
round_queries,300,1500,2200,3700,11300,38100,648100
round_k,1,5,18,56,190,735,3240
round_shots,500,500,200,100,200,100,100
round_queries,500,1500,2200,3900,23400,45700,722300
round_k,1,5,19,58,228,884,3611
round_shots,400,500,200,100,100,100,100
round_queries,400,1500,2200,4700,14500,43900,565700
round_k,1,5,23,72,219,836,2828
round_shots,300,500,200,100,100,100,100
round_queries,300,1500,2200,3700,11100,36500,544700
round_k,1,5,18,55,182,695,2723
round_shots,600,400,400,200,100,100,100
round_queries,600,1200,3600,7400,14500,51700,652900
round_k,1,4,18,72,258,899,3264
round_shots,500,300,400,100,100,100,100
round_queries,500,900,3600,3500,10500,34900,495700
round_k,1,4,17,52,174,649,2478
round_shots,700,400,200,200,100,100
round_queries,700,1200,2200,7800,18100,253100
round_k,1,5,19,90,323,1265
round_shots,400,400,200,200,100,100
round_queries,400,1200,2600,9400,18500,227300
round_k,1,6,23,92,312,1136
round_shots,600,500,200,200,100,100,100
round_queries,600,1500,2200,7800,16500,56700,747300
round_k,1,5,19,82,283,1146,3736
round_shots,600,400,400,100,100,100,100
round_queries,600,1200,3600,3500,10500,31900,404700
round_k,1,4,17,52,159,619,2023
round_shots,400,400,200,200,300,100
round_queries,400,1200,2200,7800,44700,226900
round_k,1,5,19,74,298,1134
round_shots,300,400,400,100,100,100,100
round_queries,300,1200,3600,3700,11900,37300,482900
round_k,1,4,18,59,186,624,2414
round_shots,700,500,200,200,100,100
round_queries,700,1500,2200,7400,15100,207500
round_k,1,5,18,75,265,1037
round_shots,400,400,200,100,100,100,100
round_queries,400,1200,2200,3700,11100,35700,413300
round_k,1,5,18,55,178,637,2066
round_shots,500,400,200,300,100,100
round_queries,500,1200,2600,15900,18500,259700
round_k,1,6,26,92,323,1298
round_shots,500,400,200,100,100,100,100
round_queries,500,1200,2200,3700,12300,38500,658100
round_k,1,5,18,61,192,737,3290
round_shots,600,400,200,100,100,100,100
round_queries,600,1200,2200,3700,11300,35900,333300
round_k,1,5,18,56,179,542,1666
round_shots,400,400,300,200,100,100,100
round_queries,400,1200,3300,8200,14100,49900,763700
round_k,1,5,20,70,249,866,3818
round_shots,700,400,200,200,100,100,100
round_queries,700,1200,2200,7800,12300,39700,508100
round_k,1,5,19,61,198,716,2540
round_shots,500,500,200,100,200,100
round_queries,500,1500,2200,3700,22200,213700
round_k,1,5,18,55,262,1068
round_shots,600,500,200,100,200,100
round_queries,600,1500,2200,3700,22600,203900
round_k,1,5,18,56,253,1019
round_shots,800,400,200,100,100,100,100
round_queries,800,1200,2200,3700,11100,38300,619900
round_k,1,5,18,55,191,708,3099
round_shots,300,400,200,100,100,100
round_queries,300,1200,2600,4900,14700,184100
round_k,1,6,24,73,246,920
round_shots,600,500,200,200,200,100
round_queries,600,1500,2200,7400,31800,213700
round_k,1,5,18,79,353,1068
round_shots,600,400,200,200,100,200,100
round_queries,600,1200,2600,11000,19500,128600,716100
round_k,1,6,27,97,321,983,3580
round_shots,700,500,300,200,100,100
round_queries,700,1500,3300,8200,15500,193700
round_k,1,5,20,77,267,968
round_shots,600,500,200,200,100,100
round_queries,600,1500,2200,9400,20500,288700
round_k,1,5,23,102,354,1443
round_shots,200,400,300,200,100,200,100
round_queries,200,1200,2700,5400,10100,62200,603300
round_k,1,4,13,50,155,683,3016
round_shots,300,400,200,100,200,100,100
round_queries,300,1200,2200,3900,25800,50500,703300
round_k,1,5,19,64,252,843,3516
round_shots,300,400,200,100,100,100,100
round_queries,300,1200,2200,3700,11100,40700,646900
round_k,1,5,18,55,203,775,3234
round_shots,500,400,200,100,100,100,100
round_queries,500,1200,2200,3700,11300,40100,678700
round_k,1,5,18,56,200,789,3393
round_shots,400,400,300,200,100,100
round_queries,400,1200,3300,7800,16300,209100
round_k,1,5,19,81,271,1045
round_shots,500,400,200,100,100,100,100
round_queries,500,1200,2200,3700,11100,37900,610700
round_k,1,5,18,55,189,727,3053
round_shots,500,400,200,200,100,100
round_queries,500,1200,2200,7800,14900,216700
round_k,1,5,19,74,273,1083
round_shots,500,400,200,200,100,100
