round_shots,300,100,100,100,100,100,100,100,100
round_queries,300,500,1700,5900,28900,138500,694900,3493700,17642700
round_k,0,2,8,29,144,692,3474,17468,88213
round_shots,300,100,100,100,100,100,100,100,100
round_queries,300,700,3100,15100,67300,333500,1662500,8351900,42357500
round_k,0,3,15,75,336,1667,8312,41759,211787
round_shots,200,100,100,100,100,100,100,100,100,100
round_queries,200,500,1700,7100,25700,112900,536900,2719100,13702300,69053900
round_k,0,2,8,35,128,564,2684,13595,68511,345269
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,500,1900,8500,36900,172100,861900,4338700,21889900
round_k,0,2,9,42,184,860,4309,21693,109449
round_shots,300,100,100,100,100,100,100,100,100
round_queries,300,700,1900,6500,30900,148300,744700,3732100,18942500
round_k,0,3,9,32,154,741,3723,18660,94712
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,500,2500,9700,46500,230700,1160100,5823700,29457900
round_k,0,2,12,48,232,1153,5800,29118,147289
round_shots,200,100,100,100,100,100,100,100,100,100
round_queries,200,500,1700,5900,22100,97700,461900,2327900,11763300,59516100
round_k,0,2,8,29,110,488,2309,11639,58816,297580
round_shots,300,100,100,100,100,100,100,100,100
round_queries,300,500,1900,8300,41500,203900,1020100,5138500,25803700
round_k,0,2,9,41,207,1019,5100,25692,129018
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,500,1900,7700,34500,172300,867700,4371500,22150100
round_k,0,2,9,38,172,861,4338,21857,110750
round_shots,300,100,100,100,100,100,100,100,100,100
round_queries,300,500,1300,4300,21300,97500,477700,2391900,12093500,61298500
round_k,0,2,6,21,106,487,2388,11959,60467,306492
round_shots,300,100,100,100,100,100,100,100,100,100
round_queries,300,500,1900,6100,23500,106100,529700,2663500,13438300,68056300
round_k,0,2,9,30,117,530,2648,13317,67191,340281
round_shots,300,100,100,100,100,100,100,100,100
round_queries,300,700,1900,6100,26700,128300,634300,3199900,16128700
round_k,0,3,9,30,133,641,3171,15999,80643
round_shots,300,100,100,100,100,100,100,100,100
round_queries,300,700,2500,8500,36500,180100,901300,4540500,23013300
round_k,0,3,12,42,182,900,4506,22702,115066
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,500,1900,9500,47500,231700,1165500,5891100,29590100
round_k,0,2,9,47,237,1158,5827,29455,147950
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,700,2900,14100,64500,333700,1671900,8486100,43018500
round_k,0,3,14,70,322,1668,8359,42430,215092
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,700,3100,12500,51900,227100,1143300,5751300,29204300
round_k,0,3,15,62,259,1135,5716,28756,146021
round_shots,300,100,100,100,100,100,100,100,100
round_queries,300,500,2100,12300,54500,267100,1326300,6726500,33991500
round_k,0,2,10,61,272,1335,6631,33632,169957
round_shots,300,100,100,100,100,100,100,100,100
round_queries,300,500,1700,7100,32900,159100,793300,3991500,20200700
round_k,0,2,8,35,164,795,3966,19957,101003
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,500,1700,6100,28500,142100,710700,3573100,18081900
round_k,0,2,8,30,142,710,3553,17865,90409
round_shots,200,100,100,100,100,100,100,100,100,100
round_queries,200,500,1300,4900,23500,97500,484900,2450100,12317900,62039900
round_k,0,2,6,24,117,487,2424,12250,61589,310199
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,500,2300,10700,52100,253700,1260500,6372900,32310300
round_k,0,2,11,53,260,1268,6302,31864,161551
round_shots,300,100,100,100,100,100,100,100,100
round_queries,300,700,2300,11100,52300,259100,1288500,6520100,32908500
round_k,0,3,11,55,261,1295,6442,32600,164542
round_shots,300,100,100,100,100,100,100,100,100
round_queries,300,500,1900,8500,41700,194700,953300,4810700,24364100
round_k,0,2,9,42,208,973,4766,24053,121820
round_shots,300,100,100,100,100,100,100,100,100
round_queries,300,500,1700,7900,35500,167500,824700,4148900,20940700
round_k,0,2,8,39,177,837,4123,20744,104703
