round_shots,600,300,200,100
round_queries,600,1500,3400,21100
round_k,2,8,26,105
round_shots,500,300,200,100,100
round_queries,500,1500,3400,5300,71900
round_k,2,8,26,85,359
round_shots,500,200,200,100
round_queries,500,1000,3400,33900
round_k,2,8,33,169
round_shots,700,300,100,100
round_queries,700,1500,1900,19300
round_k,2,9,30,96
round_shots,800,300,200,100
round_queries,800,1500,3400,24100
round_k,2,8,29,120
round_shots,800,300,200,100
round_queries,800,1500,3800,28500
round_k,2,9,42,142
round_shots,700,300,200,100
round_queries,700,1500,3800,33700
round_k,2,9,39,168
round_shots,600,300,200,100
round_queries,600,1500,3800,33700
round_k,2,9,43,168
round_shots,700,300,200,100
round_queries,700,2100,5800,61700
round_k,3,14,73,308
round_shots,800,400,200,100
round_queries,800,2000,3800,27100
round_k,2,9,29,135
round_shots,900,300,200,100
round_queries,900,1500,3800,19100
round_k,2,9,30,95
round_shots,600,300,200,100
round_queries,600,1500,3800,23900
round_k,2,9,39,119
round_shots,700,200,200,100
round_queries,700,1400,4600,56700
round_k,3,11,48,283
round_shots,700,200,200,200
round_queries,700,1000,3400,40200
round_k,2,8,29,100
round_shots,400,300,100,100
round_queries,400,1500,2300,27300
round_k,2,11,35,136
round_shots,500,300,200,100
round_queries,500,1500,3800,28700
round_k,2,9,32,143
round_shots,400,300,200,200
round_queries,400,1500,3400,44200
round_k,2,8,32,110
round_shots,700,300,200,100
round_queries,700,1500,3400,18500
round_k,2,8,26,92
round_shots,700,200,200,100
round_queries,700,1000,3800,21700
round_k,2,9,30,108
round_shots,400,300,200,100
round_queries,400,1500,3800,26500
round_k,2,9,30,132
round_shots,500,200,200,100
round_queries,500,1000,3400,25100
round_k,2,8,38,125
round_shots,600,300,200,100
round_queries,600,1500,3800,25900
round_k,2,9,29,129
round_shots,900,200,200,100
round_queries,900,1000,3400,20300
round_k,2,8,30,101
round_shots,600,300,200,100
round_queries,600,1500,3800,25900
round_k,2,9,39,129
round_shots,500,300,200,100
round_queries,500,1500,4600,27100
round_k,2,11,41,135
round_shots,500,300,200,100
round_queries,500,1500,3800,24500
round_k,2,9,32,122
round_shots,600,300,200,100
round_queries,600,1500,3800,21300
round_k,2,9,29,106
round_shots,900,200,200,100
round_queries,900,1000,3800,34700
round_k,2,9,43,173
round_shots,500,300,200,100
round_queries,500,1500,3800,31500
round_k,2,9,39,157
round_shots,800,300,400,100
round_queries,800,1500,6800,31300
round_k,2,8,43,156
round_shots,500,300,200,100,100
round_queries,500,1500,3400,5300,63300
round_k,2,8,26,81,316
round_shots,800,300,200,100
round_queries,800,1500,3800,38700
round_k,2,9,35,193
round_shots,700,300,300,100
round_queries,700,2100,11100,60700
round_k,3,18,68,303
round_shots,500,300,200,100
round_queries,500,1500,3800,28900
round_k,2,9,42,144
round_shots,900,300,100,100
round_queries,900,1500,2300,23500
round_k,2,11,35,117
round_shots,600,300,200,100
round_queries,600,1500,3800,21300
round_k,2,9,35,106
round_shots,400,300,100,100
round_queries,400,1500,1900,25700
round_k,2,9,30,128
round_shots,500,300,200,100
round_queries,500,1500,3800,26100
round_k,2,9,39,130
round_shots,500,200,100,100
round_queries,500,1000,2300,32100
round_k,2,11,38,160
round_shots,600,200,100,100
round_queries,600,1400,2500,27700
round_k,3,12,40,138
round_shots,500,300,200,100
round_queries,500,1500,3800,26300
round_k,2,9,38,131
round_shots,500,300,100,100
round_queries,500,1500,1700,29500
round_k,2,8,26,147
round_shots,900,300,200,100
round_queries,900,2100,5000,34100
round_k,3,12,50,170
round_shots,700,300,200,100
round_queries,700,1500,3800,34900
round_k,2,9,49,174
round_shots,500,300,200,100
round_queries,500,1500,3400,18300
round_k,2,8,27,91
round_shots,500,200,200,100
round_queries,500,1000,3800,28900
round_k,2,9,45,144
round_shots,400,300,200,200
round_queries,400,1500,3400,48600
round_k,2,8,27,121
round_shots,700,200,200,200,100
round_queries,700,1000,3400,11000,64500
round_k,2,8,27,82,322
round_shots,400,200,200,100
round_queries,400,1000,3800,30700
round_k,2,9,42,153
round_shots,800,200,200,300
round_queries,800,1000,3800,70500
round_k,2,9,32,117
round_shots,800,300,200,100
round_queries,800,1500,3400,35100
round_k,2,8,41,175
round_shots,600,300,100,100
round_queries,600,1500,1900,19100
round_k,2,9,30,95
round_shots,600,300,200,200
round_queries,600,1500,3800,51800
round_k,2,9,42,129
round_shots,400,200,200,100,100
round_queries,400,1000,3400,6500,66300
round_k,2,8,32,98,331
round_shots,500,200,200,100
round_queries,500,1000,3400,24900
round_k,2,8,32,124
round_shots,600,200,200,100
round_queries,600,1000,3400,25300
round_k,2,8,32,126
round_shots,400,300,200,100
round_queries,400,1500,3400,21700
round_k,2,8,30,108
round_shots,700,300,200,100
round_queries,700,1500,3800,18700
round_k,2,9,29,93
round_shots,600,200,200,100
round_queries,600,1000,3800,28700
round_k,2,9,35,143
round_shots,700,300,200,100
round_queries,700,1500,3800,30700
round_k,2,9,45,153
round_shots,800,300,200,100
round_queries,800,1500,3800,31100
round_k,2,9,45,155
round_shots,500,300,200,100
round_queries,500,1500,3800,19100
round_k,2,9,29,95
round_shots,600,300,200,100
round_queries,600,1500,3400,27900
round_k,2,8,38,139
round_shots,800,300,100,100
round_queries,800,2100,3100,34700
round_k,3,15,51,173
round_shots,700,200,200,100
round_queries,700,1400,5000,38900
round_k,3,12,48,194
round_shots,600,300,200,100
round_queries,600,1500,3400,19100
round_k,2,8,27,95
round_shots,500,300,200,100
round_queries,500,1500,3800,20300
round_k,2,9,33,101
round_shots,600,300,200,100
round_queries,600,1500,3400,31100
round_k,2,8,29,155
round_shots,800,200,200,100
round_queries,800,1000,3800,35300
round_k,2,9,32,176
round_shots,600,300,200,100
round_queries,600,1500,4600,37900
round_k,2,11,61,189
round_shots,700,300,200,100
round_queries,700,1500,3800,22900
round_k,2,9,33,114
round_shots,600,200,200,100
round_queries,600,1000,3800,24100
round_k,2,9,35,120
round_shots,500,300,200,200
round_queries,500,1500,3400,40600
round_k,2,8,33,101
round_shots,900,300,200,100
round_queries,900,2100,4600,25700
round_k,3,11,41,128
round_shots,500,200,200,100
round_queries,500,1000,4600,29900
round_k,2,11,39,149
round_shots,800,300,200,100
round_queries,800,1500,3400,24300
round_k,2,8,30,121
round_shots,800,300,200,100
round_queries,800,1500,3800,21100
round_k,2,9,32,105
round_shots,700,200,200,100
round_queries,700,1000,4600,45900
round_k,2,11,58,229
round_shots,800,200,100,100
round_queries,800,1000,2300,27700
round_k,2,11,37,138
round_shots,700,300,200,100
round_queries,700,1500,3400,30700
round_k,2,8,41,153
round_shots,500,300,200,100
round_queries,500,1500,3400,20500
round_k,2,8,32,102
round_shots,600,300,200,100
round_queries,600,1500,4600,46300
round_k,2,11,53,231
round_shots,800,200,200,100
round_queries,800,1400,4600,31700
round_k,3,11,36,158
round_shots,500,300,200,100
round_queries,500,1500,3400,28300
round_k,2,8,30,141
round_shots,400,300,200,100
round_queries,400,1500,3800,26700
round_k,2,9,38,133
round_shots,700,200,200,100
round_queries,700,1000,3400,39300
round_k,2,8,40,196
round_shots,900,300,200,100
round_queries,900,1500,3400,29500
round_k,2,8,41,147
round_shots,700,300,200,100
round_queries,700,1500,3400,20300
round_k,2,8,27,101
round_shots,900,200,200,100
round_queries,900,1400,4600,30100
round_k,3,11,39,150
round_shots,700,200,100,100
round_queries,700,1400,2300,30300
round_k,3,11,38,151
round_shots,400,300,200,100
round_queries,400,1500,3800,35900
round_k,2,9,35,179
round_shots,400,300,200,200,100
round_queries,400,1500,3800,13000,72300
round_k,2,9,32,120,361
round_shots,500,300,200,100
round_queries,500,1500,3400,20700
round_k,2,8,29,103
round_shots,600,300,200,200
round_queries,600,1500,3400,49000
round_k,2,8,35,122
round_shots,800,300,200,100
round_queries,800,1500,3400,25700
round_k,2,8,26,128
round_shots,600,200,200,100
round_queries,600,1000,3800,24700
round_k,2,9,32,123
round_shots,700,300,200,100
round_queries,700,1500,3800,26300
round_k,2,9,36,131
round_shots,900,300,200,200
round_queries,900,1500,3400,53800
round_k,2,8,33,134
round_shots,700,200,200,100
round_queries,700,1000,3800,41700
round_k,2,9,38,208
round_shots,900,200,200,100
round_queries,900,1000,4600,28700
round_k,2,11,36,143
round_shots,500,300,200,100
round_queries,500,1500,3400,32700
round_k,2,8,33,163
round_shots,400,300,100,100
round_queries,400,1500,1900,25100
round_k,2,9,30,125
round_shots,400,300,200,100
round_queries,400,1500,3800,29700
round_k,2,9,38,148
round_shots,900,300,200,100
round_queries,900,2100,4600,28700
round_k,3,11,36,143
round_shots,500,300,200,100
round_queries,500,1500,3800,37100
round_k,2,9,42,185
round_shots,900,300,200,100
round_queries,900,1500,3800,21500
round_k,2,9,33,107
round_shots,400,300,100,100,100
round_queries,400,1500,1900,6300,71300
round_k,2,9,31,95,356
round_shots,900,300,200,100
round_queries,900,1500,4600,32900
round_k,2,11,36,164
round_shots,500,200,200,100
round_queries,500,1000,3400,22100
round_k,2,8,35,110
round_shots,500,300,200,200,100
round_queries,500,1500,3400,11000,67100
round_k,2,8,27,101,335
round_shots,400,300,200,100
round_queries,400,1500,3400,28700
round_k,2,8,41,143
round_shots,500,300,200,100
round_queries,500,1500,3800,30300
round_k,2,9,32,151
round_shots,800,200,200,100
round_queries,800,1400,4600,30700
round_k,3,11,42,153
round_shots,600,300,100,100
round_queries,600,1500,1700,18700
round_k,2,8,26,93
round_shots,800,300,200,100
round_queries,800,1500,3800,26700
round_k,2,9,35,133
round_shots,700,300,200,100
round_queries,700,1500,3800,22900
round_k,2,9,32,114
round_shots,400,300,200,200,100
round_queries,400,1500,3400,11000,59300
round_k,2,8,27,82,296
round_shots,500,300,200,200
round_queries,500,1500,3800,56200
round_k,2,9,35,140
round_shots,600,300,200,100
round_queries,600,1500,3400,22300
round_k,2,8,27,111
round_shots,400,400,200,100
round_queries,400,2000,3800,21500
round_k,2,9,30,107
round_shots,700,200,200,100
round_queries,700,1400,6200,46900
round_k,3,15,57,234
round_shots,600,300,100,100
round_queries,600,1500,2500,33100
round_k,2,12,46,165
round_shots,700,300,200,100
round_queries,700,1500,3800,23900
round_k,2,9,38,119
round_shots,700,300,100,100
round_queries,700,1500,1900,22700
round_k,2,9,30,113
round_shots,600,300,200,100
round_queries,600,1500,5000,46700
round_k,2,12,60,233
round_shots,400,300,300,100
round_queries,400,1500,5100,47900
round_k,2,8,50,239
round_shots,600,200,200,100
round_queries,600,1000,3400,27700
round_k,2,8,38,138
round_shots,600,300,200,100
round_queries,600,1500,3800,24500
round_k,2,9,32,122
round_shots,700,200,200,100
round_queries,700,1400,4600,30700
round_k,3,11,42,153
round_shots,600,300,200,100
round_queries,600,1500,3800,31300
round_k,2,9,38,156
round_shots,800,200,200,200
round_queries,800,1400,4600,49800
round_k,3,11,41,124
round_shots,500,300,100,100
round_queries,500,1500,1900,28300
round_k,2,9,30,141
round_shots,700,200,200,100
round_queries,700,1000,3400,25300
round_k,2,8,41,126
round_shots,700,200,200,100
round_queries,700,1400,4600,38500
round_k,3,11,39,192
round_shots,600,300,200,100
round_queries,600,1500,3400,28700
round_k,2,8,38,143
round_shots,700,200,300,100
round_queries,700,1000,5700,31700
round_k,2,9,37,158
round_shots,700,200,200,100
round_queries,700,1000,3800,25900
round_k,2,9,32,129
round_shots,400,200,200,100
round_queries,400,1000,3800,20500
round_k,2,9,32,102
round_shots,800,200,200,200,100
round_queries,800,1000,3400,10600,68500
round_k,2,8,26,90,342
round_shots,900,300,200,100
round_queries,900,1500,3800,19100
round_k,2,9,30,95
round_shots,700,300,200,100
round_queries,700,1500,3800,25700
round_k,2,9,39,128
round_shots,500,300,200,100
round_queries,500,1500,3800,28700
round_k,2,9,38,143
round_shots,500,300,200,100,100
round_queries,500,1500,3800,5900,61500
round_k,2,9,29,93,307
round_shots,800,300,200,100
round_queries,800,1500,3800,29700
round_k,2,9,30,148
round_shots,400,300,200,100
round_queries,400,1500,3400,18500
round_k,2,8,27,92
round_shots,700,200,100,100
round_queries,700,1400,2300,21500
round_k,3,11,35,107
round_shots,400,200,200,200
round_queries,400,1000,3400,49000
round_k,2,8,30,122
round_shots,400,300,200,100
round_queries,400,1500,3400,23900
round_k,2,8,30,119
round_shots,500,300,200,100
round_queries,500,1500,3800,26700
round_k,2,9,36,133
round_shots,700,300,200,100
round_queries,700,1500,3800,43500
round_k,2,9,39,217
round_shots,400,300,300,100
round_queries,400,1500,5700,27900
round_k,2,9,29,139
round_shots,600,300,200,100
round_queries,600,1500,3800,29900
round_k,2,9,49,149
round_shots,800,200,100,100
round_queries,800,1400,2300,33700
round_k,3,11,43,168
round_shots,500,300,200,100,100
round_queries,500,1500,3400,5300,63700
round_k,2,8,26,83,318
round_shots,400,200,200,100
round_queries,400,1000,3800,29100
round_k,2,9,38,145
round_shots,500,300,200,100,100
round_queries,500,1500,3800,5900,59100
round_k,2,9,29,98,295
round_shots,500,300,200,100
round_queries,500,1500,3800,22500
round_k,2,9,32,112
round_shots,700,200,100,100
round_queries,700,1000,2300,22100
round_k,2,11,35,110
round_shots,700,200,200,100
round_queries,700,1000,3400,20300
round_k,2,8,32,101
round_shots,700,300,100,100
round_queries,700,2100,3700,51300
round_k,3,18,66,256
round_shots,400,300,200,100
round_queries,400,1500,3800,35700
round_k,2,9,35,178
round_shots,800,300,100,100
round_queries,800,2100,2300,27100
round_k,3,11,38,135
round_shots,700,300,200,100
round_queries,700,1500,3800,25900
round_k,2,9,29,129
round_shots,700,300,300,100
round_queries,700,2100,6900,31100
round_k,3,11,42,155
round_shots,800,200,200,100
round_queries,800,1400,6200,38500
round_k,3,15,46,192
round_shots,400,200,100,100,100
round_queries,400,1000,1700,5300,71900
round_k,2,8,26,102,359
round_shots,800,200,300,100
round_queries,800,1400,6900,29700
round_k,3,11,45,148
round_shots,400,300,200,100
round_queries,400,1500,3800,25300
round_k,2,9,38,126
round_shots,500,300,200,100
round_queries,500,1500,4600,28900
round_k,2,11,42,144
round_shots,500,300,200,100
round_queries,500,1500,3400,24100
round_k,2,8,26,120
round_shots,900,300,100,100
round_queries,900,1500,2500,41500
round_k,2,12,39,207
round_shots,600,300,200,100
round_queries,600,1500,3800,24900
round_k,2,9,35,124
round_shots,600,300,200,100
round_queries,600,1500,3400,26300
round_k,2,8,38,131
round_shots,700,200,200,100
round_queries,700,1000,3400,25100
round_k,2,8,27,125
round_shots,500,300,200,100
round_queries,500,1500,3800,27500
round_k,2,9,42,137
round_shots,400,300,200,100
round_queries,400,1500,3400,18700
round_k,2,8,27,93
round_shots,600,300,200,100
round_queries,600,1500,3800,25100
round_k,2,9,33,125
round_shots,800,200,200,100
round_queries,800,1400,5000,30300
round_k,3,12,45,151
round_shots,700,300,200,100
round_queries,700,1500,3800,28700
round_k,2,9,29,143
round_shots,900,200,200,100
round_queries,900,1400,4600,34500
round_k,3,11,42,172
round_shots,500,300,200,100
round_queries,500,1500,3800,22900
round_k,2,9,32,114
round_shots,700,300,200,100
round_queries,700,1500,3400,19300
round_k,2,8,27,96
round_shots,500,200,200,100,100
round_queries,500,1000,3400,5300,54500
round_k,2,8,26,83,272
round_shots,800,300,100,100
round_queries,800,2100,2900,33900
round_k,3,14,50,169
round_shots,700,200,200,100
round_queries,700,1000,3800,23100
round_k,2,9,29,115
round_shots,400,300,200,100
round_queries,400,1500,3800,28300
round_k,2,9,35,141
round_shots,800,300,200,100
round_queries,800,1500,3800,28500
round_k,2,9,42,142
round_shots,600,300,200,100
round_queries,600,1500,3800,21700
round_k,2,9,29,108
round_shots,700,300,100,100
round_queries,700,1500,1900,35100
round_k,2,9,30,175
round_shots,400,300,200,100
round_queries,400,1500,3400,23300
round_k,2,8,33,116
round_shots,600,300,200,100
round_queries,600,1500,3800,32300
round_k,2,9,39,161
round_shots,500,300,200,100
round_queries,500,1500,3800,36900
round_k,2,9,42,184
round_shots,500,300,100,100
round_queries,500,1500,1900,24500
round_k,2,9,30,122
round_shots,800,300,200,100
round_queries,800,1500,3400,19300
round_k,2,8,27,96
round_shots,700,300,100,100
round_queries,700,1500,1900,26700
round_k,2,9,28,133
round_shots,600,300,200,100
round_queries,600,1500,3800,25100
round_k,2,9,36,125
round_shots,600,200,200,100
round_queries,600,1000,3800,31100
round_k,2,9,32,155
round_shots,700,400,200,100
round_queries,700,2000,5000,36100
round_k,2,12,44,180
round_shots,800,300,200,100
round_queries,800,1500,3400,24700
round_k,2,8,33,123
round_shots,500,300,100,100
round_queries,500,1500,1900,24500
round_k,2,9,30,122
round_shots,700,300,200,100
round_queries,700,1500,3800,25100
round_k,2,9,30,125
round_shots,900,200,100,200
round_queries,900,1000,1900,40200
round_k,2,9,30,100
round_shots,500,300,200,100
round_queries,500,1500,3400,26900
round_k,2,8,30,134
round_shots,400,300,100,200
round_queries,400,1500,2300,48600
round_k,2,11,38,121
round_shots,400,300,200,200,100
round_queries,400,1500,3400,14600,69700
round_k,2,8,36,109,348
round_shots,800,300,200,100
round_queries,800,1500,3800,39700
round_k,2,9,39,198
round_shots,600,300,200,100
round_queries,600,1500,3800,21500
round_k,2,9,29,107
round_shots,800,200,200,100
round_queries,800,1400,5000,37900
round_k,3,12,51,189
round_shots,700,300,300,100
round_queries,700,1500,5100,23500
round_k,2,8,32,117
round_shots,400,200,200,100
round_queries,400,1000,3400,25700
round_k,2,8,33,128
round_shots,900,200,300,100
round_queries,900,1000,5700,26100
round_k,2,9,32,130
round_shots,700,200,200,100
round_queries,700,1400,4600,25700
round_k,3,11,39,128
round_shots,800,200,200,100
round_queries,800,1400,6200,40300
round_k,3,15,53,201
round_shots,500,200,200,100
round_queries,500,1000,3800,33100
round_k,2,9,35,165
round_shots,700,200,200,100
round_queries,700,1000,3400,27300
round_k,2,8,35,136
round_shots,600,300,200,100
round_queries,600,1500,3800,24700
round_k,2,9,33,123
round_shots,400,300,200,100
round_queries,400,1500,3800,30300
round_k,2,9,36,151
round_shots,800,200,100,100
round_queries,800,1400,2300,31300
round_k,3,11,38,156
round_shots,900,300,200,100
round_queries,900,1500,3400,25100
round_k,2,8,38,125
round_shots,600,200,200,100
round_queries,600,1400,4600,44700
round_k,3,11,45,223
round_shots,700,300,300,100,100
round_queries,700,1500,5100,5500,76900
round_k,2,8,27,85,384
round_shots,700,300,200,200
round_queries,700,1500,3800,44600
round_k,2,9,32,111
round_shots,700,300,200,100
round_queries,700,1500,3800,34300
round_k,2,9,45,171
round_shots,700,200,200,100
round_queries,700,1400,6200,38500
round_k,3,15,51,192
round_shots,500,200,200,100
round_queries,500,1000,3400,27300
round_k,2,8,35,136
round_shots,400,200,100,100
round_queries,400,1000,1700,23700
round_k,2,8,26,118
round_shots,500,300,200,100
round_queries,500,1500,3800,18500
round_k,2,9,29,92
round_shots,800,300,200,100
round_queries,800,2100,5000,23900
round_k,3,12,39,119
round_shots,400,300,200,100
round_queries,400,1500,3400,24700
round_k,2,8,33,123
round_shots,500,200,200,100
round_queries,500,1000,3400,24500
round_k,2,8,29,122
round_shots,500,300,200,100
round_queries,500,1500,3400,17300
round_k,2,8,27,86
round_shots,800,300,200,100
round_queries,800,1500,3800,31900
round_k,2,9,38,159
round_shots,500,200,200,200
round_queries,500,1000,3400,44600
round_k,2,8,26,111
round_shots,800,300,200,100
round_queries,800,2100,4600,31100
round_k,3,11,42,155
round_shots,700,300,200,100
round_queries,700,1500,3400,25500
round_k,2,8,33,127
round_shots,800,300,200,100
round_queries,800,2100,4600,32100
round_k,3,11,42,160
round_shots,600,300,100,200
round_queries,600,1500,1900,48600
round_k,2,9,30,121
round_shots,800,200,200,100
round_queries,800,1000,3800,21500
round_k,2,9,29,107
round_shots,800,200,200,100
round_queries,800,1400,5000,52100
round_k,3,12,54,260
round_shots,700,200,200,200
round_queries,700,1000,3400,51000
round_k,2,8,32,127
round_shots,400,200,100,100
round_queries,400,1000,1900,19100
round_k,2,9,30,95
round_shots,400,300,200,100
round_queries,400,1500,3400,24700
round_k,2,8,26,123
round_shots,400,300,200,100
round_queries,400,1500,3800,25300
round_k,2,9,32,126
