round_shots,1600,1200,300,300,200,300,200,200,300,200,200,200,200
round_queries,1600,3600,3300,7500,12200,40500,73400,159400,499500,857800,1879400,4305400,9873000
round_k,0,1,5,12,30,67,183,398,832,2144,4698,10763,24682
round_shots,1100,1100,400,300,300,200,300,300,200,200,200,200,200
round_queries,1100,3300,4400,8100,18900,30600,95700,236100,391800,888200,1915800,4338200,9261000
round_k,0,1,5,13,31,76,159,393,979,2220,4789,10845,23152
round_shots,1200,1300,300,300,200,200,200,200,200,400,200,200,100
round_queries,1200,3900,3300,7500,12200,27000,59000,125400,285000,1257200,1707800,3572200,4010300
round_k,0,1,5,12,30,67,147,313,712,1571,4269,8930,20051
round_shots,1400,1300,400,200,300,300,400,200,200,200,200,200,200
round_queries,1400,3900,4400,5000,15300,37500,122000,156200,330600,747000,1683000,3790200,8006200
round_k,0,1,5,12,25,62,152,390,826,1867,4207,9475,20015
round_shots,1700,1100,300,300,300,200,200,200,200,200,300,300,300,100
round_queries,1700,3300,3300,7500,17700,26600,55000,114600,248600,528200,1689300,4029900,8982900,6011900
round_k,0,1,5,12,29,66,137,286,621,1320,2815,6716,14971,30059
round_shots,2200,1400,300,300,300,300,200,200,200,200,200,200,200
round_queries,2200,4200,3300,7500,18300,43500,73400,164200,347400,783000,1747400,3957000,8541000
round_k,0,1,5,12,30,72,183,410,868,1957,4368,9892,21352
round_shots,1400,1300,400,300,200,200,200,200,300,300,300,200,200
round_queries,1400,3900,4400,7500,12600,27400,55000,117000,403500,1099500,2208300,3568200,8073000
round_k,0,1,5,12,31,68,137,292,672,1832,3680,8920,20182
round_shots,1600,1200,300,300,300,300,200,200,200,200,200,200,200
round_queries,1600,3600,3300,7500,18300,47700,88200,196200,439000,975800,2170200,4995000,11522600
round_k,0,1,5,12,30,79,220,490,1097,2439,5425,12487,28806
round_shots,900,1200,400,400,300,300,200,200,200,200,100,200,200,100
round_queries,900,3600,4400,10800,18300,41700,69800,154600,320200,649400,709700,3020600,6679400,7727300
round_k,0,1,5,13,30,69,174,386,800,1623,3548,7551,16698,38636
round_shots,1400,1400,300,300,300,300,400,200,200,200,200,200,100
round_queries,1400,4200,3300,7500,18300,41100,153200,203800,454600,984200,2239400,5139800,5789900
round_k,0,1,5,12,30,68,191,509,1136,2460,5598,12849,28949
round_shots,600,1300,1200,300,200,200,300,200,200,200,200,200,200
round_queries,600,3900,10800,7500,12200,26600,83700,143400,318200,675800,1548600,3556600,8224200
round_k,0,1,4,12,30,66,139,358,795,1689,3871,8891,20560
round_shots,1000,1200,300,300,200,200,300,200,200,200,200,200,200
round_queries,1000,3600,3300,7500,12600,27400,85500,147000,321000,689800,1576200,3583400,8267400
round_k,0,1,5,12,31,68,142,367,802,1724,3940,8958,20668
round_shots,1100,1300,300,300,200,300,200,200,200,300,200,200,200
round_queries,1100,3900,3300,7500,12600,41700,73000,149000,320200,1040700,1881400,4203800,8521800
round_k,0,1,5,12,31,69,182,372,800,1734,4703,10509,21304
round_shots,1500,1300,400,400,300,200,200,200,200,200,200,200,200
round_queries,1500,3900,4400,10800,23100,38200,84200,186200,421000,882200,2032200,4691800,9886600
round_k,0,1,5,13,38,95,210,465,1052,2205,5080,11729,24716
round_shots,1100,1200,400,400,300,300,200,200,200,200,200,200,200
round_queries,1100,3600,4400,10800,23100,62700,103800,218600,457800,1006600,2161000,4359000,9060600
round_k,0,1,5,13,38,104,259,546,1144,2516,5402,10897,22651
round_shots,1000,1300,300,400,200,200,300,300,200,200,200,200,200,100
round_queries,1000,3900,3300,10000,11800,25800,80100,179100,308200,631000,1352600,2794600,6355400,7192900
round_k,0,1,5,12,29,64,133,298,770,1577,3381,6986,15888,35964
round_shots,1300,1200,400,300,400,500,300,300,300,200,200,200,200
round_queries,1300,3600,4400,7500,23600,62500,91500,188700,405300,666600,1525000,3403800,7730200
round_k,0,1,5,12,29,62,152,314,675,1666,3812,8509,19325
round_shots,1300,1400,400,300,300,200,200,200,200,200,200,200,200,100
round_queries,1300,4200,4400,7500,18300,34200,71000,152200,328600,743000,1595800,3246200,6889000,6943300
round_k,0,1,5,12,30,85,177,380,821,1857,3989,8115,17222,34716
round_shots,1100,1200,400,400,200,300,200,200,200,300,300,200,100
round_queries,1100,3600,4400,10800,12600,38700,69000,141000,307400,980700,2602500,4805800,5549100
round_k,0,1,5,13,31,64,172,352,768,1634,4337,12014,27745
round_shots,2100,1200,400,400,200,200,200,200,200,200,200,300,300,100
round_queries,2100,3600,4400,10800,15000,30200,65400,143800,294600,625000,1340200,4274700,10569900,7509500
round_k,0,1,5,13,37,75,163,359,736,1562,3350,7124,17616,37547
round_shots,1700,1200,400,400,300,200,200,200,200,200,200,200,200,200
round_queries,1700,3600,4400,10800,18300,25000,50600,103000,226200,477000,999800,2054200,4718600,10105800
round_k,0,1,5,13,30,62,126,257,565,1192,2499,5135,11796,25264
round_shots,1000,1300,400,300,300,200,200,200,200,300,200,200,200
round_queries,1000,3900,4400,8100,19500,30600,61800,133800,298600,914100,1582200,3372200,7488200
round_k,0,1,5,13,32,76,154,334,746,1523,3955,8430,18720
round_shots,1200,1200,300,200,300,300,300,300,200,200,300,200,200,100
round_queries,1200,3600,3300,5000,15300,33300,68100,161100,245800,493400,1552500,2663000,5710600,6725100
round_k,0,1,5,12,25,55,113,268,614,1233,2587,6657,14276,33625
round_shots,900,1300,400,400,200,300,200,300,400,200,200,100,200
round_queries,900,3900,4400,10800,15400,46500,74200,231900,686800,800600,1829000,1917500,8239000
round_k,0,1,5,13,38,77,185,386,858,2001,4572,9587,20597
round_shots,1400,1300,300,200,300,300,300,300,200,200,200,300,100
round_queries,1400,3900,3300,5000,15300,33300,84900,197100,323800,677800,1531000,5167500,4611900
round_k,0,1,5,12,25,55,141,328,809,1694,3827,8612,23059
round_shots,1100,1300,400,300,400,400,300,200,200,200,200,200,100
round_queries,1100,3900,4400,8100,26000,65200,114900,201000,410200,927400,2094600,4767400,5501300
round_k,0,1,5,13,32,81,191,502,1025,2318,5236,11918,27506
round_shots,1000,1300,300,400,200,200,300,200,200,200,200,200,200
round_queries,1000,3900,3300,10000,14600,29400,96300,164600,363800,828600,1903000,4376200,9001400
round_k,0,1,5,12,36,73,160,411,909,2071,4757,10940,22503
round_shots,800,1100,300,300,300,200,300,200,200,200,200,200,200,100
round_queries,800,3300,3300,7500,15300,22600,71100,125400,278200,621400,1428200,3219400,7165800,7645300
round_k,0,1,5,12,25,56,118,313,695,1553,3570,8048,17914,38226
round_shots,1100,1400,300,400,300,300,200,200,200,200,200,200,200
round_queries,1100,4200,3900,10800,18300,38100,62600,132600,280600,641400,1478200,3215000,7246600
round_k,0,1,6,13,30,63,156,331,701,1603,3695,8037,18116
round_shots,1200,1200,300,400,200,300,200,200,200,200,300,300,200
round_queries,1200,3600,3300,10000,14200,42900,72200,146600,305000,631800,2051100,4951500,8690600
round_k,0,1,5,12,35,71,180,366,762,1579,3418,8252,21726
round_shots,1500,1100,400,300,300,200,400,300,200,200,200,200,200
round_queries,1500,3300,4400,7500,18300,29400,131600,243300,389800,797400,1667800,3387800,7236200
round_k,0,1,5,12,30,73,164,405,974,1993,4169,8469,18090
round_shots,1400,1200,400,400,200,300,300,300,300,300,300,200
round_queries,1400,3600,4400,10800,15000,45900,125100,323100,758700,1970100,5005500,8623000
round_k,0,1,5,13,37,76,208,538,1264,3283,8342,21557
round_shots,1000,1300,300,300,300,200,200,200,200,200,300,200,200,100
round_queries,1000,3900,3300,7500,18300,29400,66200,145000,294200,608600,1931700,3209400,7000600,7429900
round_k,0,1,5,12,30,73,165,362,735,1521,3219,8023,17501,37149
round_shots,1200,1400,300,300,500,400,300,400,200,100,100,100,300,100
round_queries,1200,4200,3300,7500,29500,59600,90900,254800,329400,358100,746500,1570300,10136700,6986100
round_k,0,1,5,12,29,74,151,318,823,1790,3732,7851,16894,34930
round_shots,1300,1200,400,200,300,300,200,200,200,200,200,200,200
round_queries,1300,3600,4400,5000,15300,41700,72600,160200,345800,784200,1694200,3816600,8440600
