round_shots,1600,500,500,400,400,600,300,300,400,200,200,200,200
round_queries,1600,2500,6500,11600,24400,75000,101100,250500,715600,1011400,2197000,4943000,11193000
round_k,0,2,6,14,30,62,168,417,894,2528,5492,12357,27982
round_shots,2400,500,500,300,300,300,100,300,200,100,200,200,100
round_queries,2400,2500,6500,9300,23700,52500,47500,291900,431800,468700,1913400,4367800,5056300
round_k,0,2,6,15,39,87,237,486,1079,2343,4783,10919,25281
round_shots,1800,600,600,300,300,200,200,200,200,300,200,200,100
round_queries,1800,3000,7800,10500,23100,37800,81400,166200,353800,1206300,2049000,4671000,5163700
round_k,0,2,6,17,38,94,203,415,884,2010,5122,11677,25818
round_shots,1900,600,900,200,400,200,200,300,300,300,300,400,100
round_queries,1900,3000,11700,5800,23600,33800,77000,258900,691500,1534500,3111900,8353200,5443300
round_k,0,2,6,14,29,84,192,431,1152,2557,5186,10441,27216
round_shots,3000,600,500,400,300,300,300,300,200,200,200,200
round_queries,3000,3000,6500,12400,21900,57900,162900,428700,684200,1457400,3207000,7404600
round_k,0,2,6,15,36,96,271,714,1710,3643,8017,18511
round_shots,1800,400,500,700,300,200,300,200,200,200,200,300,200
round_queries,1800,2000,5500,17500,17700,34200,106500,154600,334200,717800,1627000,5468700,8895400
round_k,0,2,5,12,29,85,177,386,835,1794,4067,9114,22238
round_shots,2300,600,500,500,600,400,300,200,200,200,200,300,200
round_queries,2300,3000,5500,11500,29400,50000,98700,135000,311800,640200,1391400,4776300,7919400
round_k,0,2,5,11,24,62,164,337,779,1600,3478,7960,19798
round_shots,2600,600,500,400,400,400,400,200,300,200,200,200,200
round_queries,2600,3000,6500,11600,24400,52400,115600,123800,385500,702600,1495400,3157800,7079400
round_k,0,2,6,14,30,65,144,309,642,1756,3738,7894,17698
round_shots,1800,600,400,500,400,300,300,200,200,200,200,200,200
round_queries,1800,3000,5200,14500,24400,41700,108300,197400,399800,835800,1835400,4152600,8989000
round_k,0,2,6,14,30,69,180,493,999,2089,4588,10381,22472
round_shots,2300,500,600,300,200,300,200,200,300,200,200,200,300
round_queries,2300,2500,6600,7500,13400,41700,65400,134600,412500,694600,1546600,3506600,10982100
round_k,0,2,5,12,33,69,163,336,687,1736,3866,8766,18303
round_shots,1600,500,500,300,300,400,200,300,200,200,200,300,100
round_queries,1600,2500,6500,9300,21900,60400,77800,253500,458600,1005800,2275400,7452300,5985900
round_k,0,2,6,15,36,75,194,422,1146,2514,5688,12420,29929
round_shots,1900,600,500,400,400,400,200,200,300,300,200,200,200
round_queries,1900,3000,5500,10000,21200,50800,55400,119000,405900,988500,1628600,3468600,7885000
round_k,0,2,5,12,26,63,138,297,676,1647,4071,8671,19712
round_shots,2300,600,500,300,300,200,200,200,200,200,200,200,200
round_queries,2300,3000,6500,9300,21900,35400,72200,145400,322600,715000,1563000,3435400,7709000
round_k,0,2,6,15,36,88,180,363,806,1787,3907,8588,19272
round_shots,2600,600,600,300,300,200,200,200,200,200,200,200,200
round_queries,2600,3000,7800,11100,27300,36600,77000,171000,377400,796600,1770200,4052200,9229400
round_k,0,2,6,18,45,91,192,427,943,1991,4425,10130,23073
round_shots,3000,600,500,500,500,1000,300,200,200,200,200,200,200
round_queries,3000,3000,5500,12500,27500,119000,72300,139800,319400,708600,1524600,3253800,6962200
round_k,0,2,5,12,27,59,120,349,798,1771,3811,8134,17405
round_shots,2200,600,400,400,400,400,400,300,200,200,200,300,300
round_queries,2200,3000,4400,10000,21200,42800,95600,165300,287800,654600,1447000,4848300,12571500
round_k,0,2,5,12,26,53,119,275,719,1636,3617,8080,20952
round_shots,1800,600,500,500,300,200,200,300,200,200,200,300,200
round_queries,1800,3000,6500,14500,18300,31400,70200,219300,383400,849000,1911000,5763300,9398600
round_k,0,2,6,14,30,78,175,365,958,2122,4777,9605,23496
round_shots,2300,600,500,300,300,200,300,200,300,300,200,200,100
round_queries,2300,3000,6500,8700,21300,37800,115500,209400,704700,1861500,3005400,6951400,7541100
round_k,0,2,6,14,35,94,192,523,1174,3102,7513,17378,37705
round_shots,2000,600,500,400,400,200,300,200,300,200,200,200,200,100
