round_shots,1300,900,300,300,300,200,200,200,200,200,200,300,200,200
round_queries,1300,2700,2100,4500,9900,16200,34600,75000,157400,333800,756600,2585100,4533000,10481400
round_k,0,1,3,7,16,40,86,187,393,834,1891,4308,11332,26203
round_shots,1400,1000,400,300,300,200,300,300,200,300,300,200,200,100
round_queries,1400,3000,2800,4500,12300,19400,60300,146700,244600,758700,1763100,2403400,5077400,5587300
round_k,0,1,3,7,20,48,100,244,611,1264,2938,6008,12693,27936
round_shots,1300,500,300,300,200,200,200,200,200,200,200,200,300,100
round_queries,1300,1500,2100,4500,7400,16200,34600,76600,168600,381400,849000,1818600,6030300,4918700
round_k,0,1,3,7,18,40,86,191,421,953,2122,4546,10050,24593
round_shots,1100,400,400,400,300,300,300,200,200,200,200,200,300,100
round_queries,1100,1200,2800,6000,9900,23100,52500,87000,193800,441000,1007000,2297800,7875300,5338500
round_k,0,1,3,7,16,38,87,217,484,1102,2517,5744,13125,26692
round_shots,1300,800,300,400,300,200,200,200,200,200,300,200,200,100
round_queries,1300,2400,2100,6000,13500,19400,40200,88600,200200,455400,1532700,2538200,5427800,5688900
round_k,0,1,3,7,22,48,100,221,500,1138,2554,6345,13569,28444
round_shots,1100,800,400,300,300,200,200,200,200,200,300,200,200,200
round_queries,1100,2400,2800,4500,11100,17800,38600,81800,175400,376200,1224300,2116600,4834600,10858600
round_k,0,1,3,7,18,44,96,204,438,940,2040,5291,12086,27146
round_shots,1500,700,300,400,200,300,300,300,300,200,200,200,200
round_queries,1500,2100,2100,6000,6600,20700,52500,141900,345300,619000,1389400,3183000,7366600
round_k,0,1,3,7,16,34,87,236,575,1547,3473,7957,18416
round_shots,1400,500,300,300,300,300,200,200,200,300,200,200,200,100
round_queries,1400,1500,2100,4500,11100,26700,44600,97400,213400,672300,1081800,2359000,5237800,6012100
round_k,0,1,3,7,18,44,111,243,533,1120,2704,5897,13094,30060
round_shots,1500,1000,300,300,200,200,400,400,300,300,200,200,300,100
round_queries,1500,3000,2100,4500,8200,17800,71600,169200,266700,569700,928600,2116600,7230900,6556100
round_k,0,1,3,7,20,44,89,211,444,949,2321,5291,12051,32780
