round_shots,200,200,200,200,100,100,100,100
round_queries,200,600,2200,8200,15100,56100,224900,3953500
round_k,1,5,20,75,280,1124,4703,19767
round_shots,200,200,200,100,100,100,100,100
round_queries,200,600,1800,3500,11500,40300,158300,2938300
round_k,1,4,17,57,201,791,3402,14691
round_shots,200,100,100,100,200,100,100,100
round_queries,200,300,900,2900,19000,49300,196100,2519300
round_k,1,4,14,47,246,980,3097,12596
round_shots,200,200,200,200,200,100,100
round_queries,200,600,2200,10200,43000,109100,2267500
round_k,1,5,25,107,545,2284,11337
round_shots,200,200,200,100,100,100,100,100
round_queries,200,600,2200,4300,13100,42500,146100,2829700
round_k,1,5,21,65,212,730,3122,14148
round_shots,200,200,200,200,100,100,100,100
round_queries,200,600,2200,8200,15100,45500,180100,3057500
round_k,1,5,20,75,227,900,3707,15287
round_shots,200,200,200,100,100,100,100,100
round_queries,200,600,2200,5100,17100,51900,197300,3418300
round_k,1,5,25,85,259,986,4310,17091
round_shots,200,100,200,100,200,100,100,100
round_queries,200,300,1800,3300,20600,31700,95100,1724900
round_k,1,4,16,51,158,475,1876,8624
round_shots,200,200,200,200,100,100,100,100
round_queries,200,600,2200,9400,18300,71900,265900,4558500
round_k,1,5,23,91,359,1329,5629,22792
round_shots,200,100,200,100,100,100,100,100
round_queries,200,300,1800,3500,12100,39100,153300,2676900
round_k,1,4,17,60,195,766,3121,13384
round_shots,200,100,100,100,100,100,100,100
round_queries,200,300,900,2700,9100,30100,116100,2078700
round_k,1,4,13,45,150,580,2109,10393
round_shots,100,200,200,100,100,100,100,100
round_queries,100,600,2200,5300,17900,64100,259100,3647700
round_k,1,5,26,89,320,1295,4154,18238
round_shots,200,100,100,200,100,100,100,100
round_queries,200,300,900,5800,14100,54700,208500,3114300
round_k,1,4,14,70,273,1042,3590,15571
round_shots,100,100,100,100,100,100,100,100
round_queries,100,300,900,2900,9100,28900,89700,1530900
round_k,1,4,14,45,144,448,1680,7654
round_shots,200,200,100,200,200,100,100,100
round_queries,200,600,1300,8600,37800,68900,266300,5199700
round_k,1,6,21,94,344,1331,4865,25998
round_shots,200,200,200,200,100,100,100,100
round_queries,200,600,2200,9800,20500,70700,302900,3262100
round_k,1,5,24,102,353,1514,4898,16310
round_shots,200,200,100,100,200,200,100,100
round_queries,200,600,900,2900,18200,85800,178900,3803300
round_k,1,4,14,45,214,894,3880,19016
round_shots,200,200,100,200,100,100,100,100
round_queries,200,600,1100,7000,16700,57100,199300,4591700
round_k,1,5,17,83,285,996,4608,22958
round_shots,200,200,100,100,100,100,100,100
round_queries,200,600,1100,3300,11300,36300,148900,2119900
round_k,1,5,16,56,181,744,2514,10599
round_shots,200,200,100,200,100,200,100,100
round_queries,200,600,900,5800,11300,75800,153100,2836700
round_k,1,4,14,56,189,765,2966,14183
round_shots,200,100,100,100,200,200,100,100
round_queries,200,300,900,2700,16200,64200,147500,2866900
round_k,1,4,13,40,160,737,2995,14334
round_shots,200,200,200,100,100,100,100,100
round_queries,200,600,2200,3900,13500,45700,172300,3102900
round_k,1,5,19,67,228,861,3939,15514
round_shots,200,100,100,100,100,100,100,100
round_queries,200,300,900,2700,8700,29900,110100,1929700
round_k,1,4,13,43,149,550,2192,9648
round_shots,100,200,200,100,100,200,100,100
round_queries,100,600,2600,4900,15100,112200,236900,3774100
round_k,1,6,24,75,280,1184,4725,18870
round_shots,100,100,200,200,200,100,100
round_queries,100,300,1800,7000,33400,78700,1548700
round_k,1,4,17,83,393,1698,7743
round_shots,200,200,200,200,100,100,100,100
round_queries,200,600,2600,11400,23500,75100,323100,5402700
round_k,1,6,28,117,375,1615,6587,27013
round_shots,200,200,100,100,100,200,100,100
round_queries,200,600,1100,3300,10300,65800,132100,2680300
round_k,1,5,16,51,164,660,2662,13401
round_shots,200,200,100,100,100,200,100,100
round_queries,200,600,1100,3500,12500,91800,214700,4446700
round_k,1,5,17,62,229,1073,4475,22233
round_shots,200,100,100,200,100,100,100,100
round_queries,200,300,900,5400,10700,37300,112900,1793300
round_k,1,4,13,53,186,564,2048,8966
round_shots,200,100,100,100,100,200,100,100
round_queries,200,300,900,2700,9500,68600,162700,2716700
round_k,1,4,13,47,171,813,3164,13583
round_shots,200,100,100,100,200,100,100,100
round_queries,200,300,900,2900,19000,38100,115300,2418500
round_k,1,4,14,47,190,576,2423,12092
round_shots,200,100,100,100,100,100,100,100
round_queries,200,300,900,2700,9100,28900,111300,1789100
round_k,1,4,13,45,144,556,2462,8945
round_shots,200,100,100,100,100,100,100,100
round_queries,200,300,900,2900,9500,34300,127300,1697500
round_k,1,4,14,47,171,636,2045,8487
round_shots,200,100,200,100,100,100,100,100
round_queries,200,300,1800,3500,12100,42500,146100,2531700
round_k,1,4,17,60,212,730,2964,12658
round_shots,200,200,200,100,100,100,100,100
round_queries,200,600,2200,4700,15700,49300,196100,3989700
round_k,1,5,23,78,246,980,4282,19948
round_shots,200,100,200,200,200,200,100,100
round_queries,200,300,1800,7800,27400,108600,173100,2647300
round_k,1,4,19,68,271,865,3553,13236
round_shots,200,100,200,100,100,100,100,100
round_queries,200,300,1800,2900,9500,34300,133500,2290900
round_k,1,4,14,47,171,667,2835,11454
round_shots,200,200,200,100,200,100,100,100
round_queries,200,600,2600,6100,38200,74900,291100,5642700
round_k,1,6,30,95,374,1455,6204,28213
round_shots,200,200,200,100,100,100,100,100
round_queries,200,600,2200,4500,14300,55500,177900,2876900
round_k,1,5,22,71,277,889,3170,14384
round_shots,200,200,200,100,100,100,100,100
round_queries,200,600,2200,3700,12300,39700,155700,2112900
round_k,1,5,18,61,198,778,2753,10564
