round_shots,100,100,100,100,100,100,100
round_queries,300,1300,6300,28700,145500,752300
round_k,0.1,1,6,31,143,727,3761
round_shots,200,100,100,100,100,100,100
round_queries,300,1100,5300,23500,119500,611900
round_k,0.1,1,5,26,117,597,3059
round_shots,100,200,100,100,100,100,100
round_queries,600,1500,6100,27100,139100,723700
round_k,0.1,1,7,30,135,695,3618
round_shots,100,100,100,100,100,100,100
round_queries,300,1300,5100,23700,116900,601900
round_k,0.1,1,6,25,118,584,3009
round_shots,100,100,100,100,100,100,100
round_queries,300,1300,6100,30900,155500,801100
round_k,0.1,1,6,30,154,777,4005
round_shots,300,200,100,100,100,100,100
round_queries,600,1500,7300,36100,182900,937700
round_k,0.1,1,7,36,180,914,4688
round_shots,100,100,100,100,100,100,100
round_queries,300,1100,5100,23500,120500,620500
round_k,0.1,1,5,25,117,602,3102
round_shots,300,100,100,100,100,100,100
round_queries,300,1100,4700,20900,105500,542100
round_k,0.1,1,5,23,104,527,2710
round_shots,200,100,100,100,100,100,100
round_queries,300,1300,5300,25100,129500,662500
round_k,0.1,1,6,26,125,647,3312
round_shots,100,100,100,100,100,100,100
round_queries,300,1100,4900,22500,110500,578300
round_k,0.1,1,5,24,112,552,2891
round_shots,200,100,100,100,100,100,100
round_queries,300,1100,4900,22500,109500,562900
round_k,0.1,1,5,24,112,547,2814
round_shots,200,100,100,100,100,100,100
round_queries,300,1300,5100,23900,120700,628100
round_k,0.1,1,6,25,119,603,3140
round_shots,100,200,100,100,100,100,100
round_queries,600,1700,7500,36300,181900,930100
round_k,0.1,1,8,37,181,909,4650
round_shots,300,100,100,100,100,100,100
round_queries,300,1300,5700,24500,120500,621500
round_k,0.1,1,6,28,122,602,3107
round_shots,200,100,100,100,100,100,100
round_queries,300,1300,5300,23700,115700,594100
round_k,0.1,1,6,26,118,578,2970
round_shots,100,100,100,100,100,100,100
round_queries,300,1300,5100,24500,120700,627900
round_k,0.1,1,6,25,122,603,3139
round_shots,300,100,100,100,100,100,100
round_queries,300,1300,5700,24500,120700,630300
round_k,0.1,1,6,28,122,603,3151
round_shots,100,100,100,100,100,100,100
round_queries,300,1300,5900,27300,139300,723700
round_k,0.1,1,6,29,136,696,3618
round_shots,200,100,100,100,100,100,100
round_queries,300,1100,5100,24700,125500,644100
round_k,0.1,1,5,25,123,627,3220
round_shots,100,200,100,100,100,100,100
round_queries,600,1300,5100,25100,127100,655300
round_k,0.1,1,6,25,125,635,3276
round_shots,100,100,100,100,100,100,100
round_queries,300,1500,6300,29700,151700,789500
round_k,0.1,1,7,31,148,758,3947
round_shots,200,100,100,100,100,100,100
round_queries,300,1300,5900,27100,135300,698700
round_k,0.1,1,6,29,135,676,3493
round_shots,100,100,100,100,100,100,100
round_queries,300,1300,6300,30900,157900,815700
