round_shots,200,100,100,100,100,100
round_queries,300,1500,7300,33300,175300
round_k,0.1,1,7,36,166,876
round_queries,300,1100,4900,24900,123700,651700
round_k,0.1,1,5,24,124,618,3258
round_shots,100,100,100,100,100,100,100
round_queries,300,1100,4700,21900,111100,582300
round_k,0.1,1,5,23,109,555,2911
round_shots,200,100,100,100,100,100
round_queries,500,2300,9300,47100,241100
round_k,0.1,2,11,46,235,1205
round_shots,100,100,100,100,100,100,100
round_queries,300,700,3300,15100,73300,379700
round_k,0.1,1,3,16,75,366,1898
round_shots,100,100,100,100,100,100,100
round_queries,300,1100,4900,24100,127100,662700
round_k,0.1,1,5,24,120,635,3313
round_shots,200,100,100,100,100,100,100
round_queries,300,1100,4100,19300,94500,487500
round_k,0.1,1,5,20,96,472,2437
round_shots,200,100,100,100,100,100
round_queries,500,1900,8100,38500,193300
round_k,0.1,2,9,40,192,966
round_shots,100,100,100,100,100,100,100
round_queries,300,700,2700,11900,59300,309100
round_k,0.1,1,3,13,59,296,1545
round_shots,200,100,100,100,100,100,100
round_queries,300,1100,3700,17100,87900,452300
round_k,0.1,1,5,18,85,439,2261
round_shots,100,100,100,100,100,100,100
round_queries,300,1100,4500,22700,112300,590900
round_k,0.1,1,5,22,113,561,2954
round_shots,200,100,100,100,100,100,100
round_queries,300,700,2500,11100,57100,300900
round_k,0.1,1,3,12,55,285,1504
round_shots,200,100,100,100,100,100,100
round_queries,300,700,2300,10700,51500,267100
round_k,0.1,1,3,11,53,257,1335
round_shots,200,100,100,100,100,100
round_queries,500,1900,8100,38900,201500
round_k,0.1,2,9,40,194,1007
round_shots,200,100,100,100,100,100
round_queries,700,1900,8500,41900,214500
round_k,0.1,3,9,42,209,1072
round_shots,200,100,100,100,100,100,100
round_queries,300,1100,5500,28500,145900,758700
round_k,0.1,1,5,27,142,729,3793
round_shots,100,100,100,100,100,100,100
round_queries,300,1100,4500,20300,103500,534300
round_k,0.1,1,5,22,101,517,2671
round_shots,200,100,100,100,100,100,100
round_queries,300,1100,4100,18900,96300,495700
round_k,0.1,1,5,20,94,481,2478
round_shots,200,100,100,100,100,100,100
round_queries,300,700,2700,11900,58500,304100
round_k,0.1,1,3,13,59,292,1520
round_shots,100,100,100,100,100,100,100
round_queries,300,700,2300,10100,49300,257700
round_k,0.1,1,3,11,50,246,1288
round_shots,100,100,100,100,100,100,100
round_queries,300,1100,4500,21900,109300,568300
round_k,0.1,1,5,22,109,546,2841
round_shots,100,100,100,100,100,100,100
round_queries,300,700,2300,11700,61100,314100
round_k,0.1,1,3,11,58,305,1570
round_shots,100,100,100,100,100,100,100
round_queries,300,1100,4100,20700,104500,547500
round_k,0.1,1,5,20,103,522,2737
round_shots,200,100,100,100,100,100,100
round_queries,300,1100,4500,22700,116300,604300
round_k,0.1,1,5,22,113,581,3021
round_shots,200,100,100,100,100,100,100
round_queries,300,1100,5500,25900,131500,694900
round_k,0.1,1,5,27,129,657,3474
round_shots,100,100,100,100,100,100,100
round_queries,300,1100,4100,20300,99300,513100
round_k,0.1,1,5,20,101,496,2565
round_shots,200,100,100,100,100,100,100
round_queries,300,1100,4500,22700,113300,583500
round_k,0.1,1,5,22,113,566,2917
round_shots,200,100,100,100,100,100
round_queries,300,1500,6300,31100,156700
round_k,0.1,1,7,31,155,783
round_shots,100,100,100,100,100,100,100
round_queries,300,700,2900,12900,66300,335900
round_k,0.1,1,3,14,64,331,1679
round_shots,200,100,100,100,100,100,100
round_queries,300,1100,4100,20300,99300,522300
round_k,0.1,1,5,20,101,496,2611
round_shots,200,100,100,100,100,100,100
round_queries,300,1100,4100,18900,98900,516700
round_k,0.1,1,5,20,94,494,2583
round_shots,200,100,100,100,100,100,100
round_queries,300,1100,5500,26300,135300,703500
round_k,0.1,1,5,27,131,676,3517
round_shots,200,100,100,100,100,100,100
round_queries,300,700,2300,10500,50300,253500
round_k,0.1,1,3,11,52,251,1267
round_shots,200,100,100,100,100,100,100
round_queries,300,1100,4500,23100,115300,598700
round_k,0.1,1,5,22,115,576,2993
round_shots,200,100,100,100,100,100,100
round_queries,300,1100,3700,19300,94900,493500
round_k,0.1,1,5,18,96,474,2467
round_shots,100,100,100,100,100,100,100
round_queries,300,1100,4500,21500,112700,590900
round_k,0.1,1,5,22,107,563,2954
round_shots,100,100,100,100,100,100,100
round_queries,300,1100,4900,23300,118500,618300
round_k,0.1,1,5,24,116,592,3091
round_shots,100,100,100,100,100,100,100
round_queries,300,1100,5100,25900,130700,670100
round_k,0.1,1,5,25,129,653,3350
round_shots,100,100,100,100,100,100,100
round_queries,300,1100,4500,21500,110100,570100
round_k,0.1,1,5,22,107,550,2850
round_shots,200,100,100,100,100,100
round_queries,300,1500,6700,33700,175500
round_k,0.1,1,7,33,168,877
round_shots,100,100,100,100,100,100,100
round_queries,300,1500,5900,27100,133500,685700
round_k,0.1,1,7,29,135,667,3428
round_shots,200,100,100,100,100,100,100
round_queries,300,1100,4500,20700,105900,557100
round_k,0.1,1,5,22,103,529,2785
round_shots,100,100,100,100,100,100,100
round_queries,300,1100,4100,20700,107100,555700
round_k,0.1,1,5,20,103,535,2778
round_shots,200,100,100,100,100,100
round_queries,300,1500,6700,32300,161900
round_k,0.1,1,7,33,161,809
round_shots,200,100,100,100,100,100,100
round_queries,300,700,1900,8500,41100,210100
round_k,0.1,1,3,9,42,205,1050
round_shots,200,100,100,100,100,100,100
round_queries,300,1100,4500,20300,101500,523500
round_k,0.1,1,5,22,101,507,2617
round_shots,100,100,100,100,100,100,100
round_queries,300,1100,4100,20300,100300,520100
round_k,0.1,1,5,20,101,501,2600
round_shots,100,100,100,100,100,100,100
round_queries,300,1100,4100,19300,98900,511900
round_k,0.1,1,5,20,96,494,2559
round_shots,200,100,100,100,100,100
round_queries,500,2300,10100,50100,259700
round_k,0.1,2,11,50,250,1298
round_shots,100,100,100,100,100,100,100
round_queries,300,1100,5500,25500,128100,668300
round_k,0.1,1,5,27,127,640,3341
round_shots,100,100,100,100,100,100,100
round_queries,300,1100,4500,20700,101100,521500
round_k,0.1,1,5,22,103,505,2607
round_shots,100,100,100,100,100,100,100
round_queries,300,700,3300,15900,81500,424900
round_k,0.1,1,3,16,79,407,2124
round_shots,200,100,100,100,100,100,100
round_queries,300,1100,4500,20700,104100,539300
round_k,0.1,1,5,22,103,520,2696
round_shots,200,100,100,100,100,100,100
round_queries,300,700,3300,15500,74500,389300
round_k,0.1,1,3,16,77,372,1946
round_shots,200,100,100,100,100,100,100
round_queries,300,1100,4900,23700,121500,641900
round_k,0.1,1,5,24,118,607,3209
round_shots,100,100,100,100,100,100,100
round_queries,300,700,1900,8100,38500,195300
round_k,0.1,1,3,9,40,192,976
round_shots,100,100,100,100,100,100,100
round_queries,300,1100,4900,24500,124900,648300
round_k,0.1,1,5,24,122,624,3241
round_shots,100,100,100,100,100,100,100
round_queries,300,1500,5900,27900,140100,721300
round_k,0.1,1,7,29,139,700,3606
round_shots,200,100,100,100,100,100,100
round_queries,300,1100,4100,18900,94100,485700
round_k,0.1,1,5,20,94,470,2428
round_shots,200,100,100,100,100,100,100
round_queries,300,1100,4100,20700,101100,525300
round_k,0.1,1,5,20,103,505,2626
round_shots,100,100,100,100,100,100,100
round_queries,300,1100,3700,16300,82500,427500
round_k,0.1,1,5,18,81,412,2137
round_shots,200,100,100,100,100,100,100
round_queries,300,1100,4500,21500,112900,579700
round_k,0.1,1,5,22,107,564,2898
round_shots,100,100,100,100,100,100,100
round_queries,300,1100,4100,18900,90500,470100
round_k,0.1,1,5,20,94,452,2350
round_shots,200,100,100,100,100,100,100
round_queries,300,1500,6300,29300,146700,763900
round_k,0.1,1,7,31,146,733,3819
round_shots,100,100,100,100,100,100,100
round_queries,300,1100,4100,20700,105900,550100
round_k,0.1,1,5,20,103,529,2750
round_shots,200,100,100,100,100,100,100
round_queries,300,700,2300,9700,48500,248100
round_k,0.1,1,3,11,48,242,1240
round_shots,200,100,100,100,100,100
round_queries,300,1500,6700,31500,159900
round_k,0.1,1,7,33,157,799
round_shots,100,100,100,100,100,100,100
round_queries,300,1100,4500,21900,112300,577500
round_k,0.1,1,5,22,109,561,2887
round_shots,200,100,100,100,100,100,100
round_queries,300,1100,4100,19700,98900,517500
round_k,0.1,1,5,20,98,494,2587
round_shots,200,100,100,100,100,100
round_queries,300,1500,6300,31100,155500
round_k,0.1,1,7,31,155,777
round_shots,100,100,100,100,100,100,100
round_queries,300,1100,3700,18500,92900,477500
round_k,0.1,1,5,18,92,464,2387
round_shots,100,100,100,100,100,100
round_queries,300,1500,7700,39300,198500
round_k,0.1,1,7,38,196,992
round_shots,200,100,100,100,100,100,100
round_queries,300,1100,4100,18900,96700,504100
round_k,0.1,1,5,20,94,483,2520
round_shots,200,100,100,100,100,100,100
round_queries,300,1100,5100,26300,134500,695300
round_k,0.1,1,5,25,131,672,3476
round_shots,100,100,100,100,100,100
round_queries,300,1500,5900,30700,154500
round_k,0.1,1,7,29,153,772
round_shots,200,100,100,100,100,100
round_queries,500,1900,9300,45500,234100
round_k,0.1,2,9,46,227,1170
round_shots,200,100,100,100,100,100
round_queries,300,1500,6700,33300,168100
round_k,0.1,1,7,33,166,840
round_shots,100,100,100,100,100,100
round_queries,300,1500,6300,30300,153300
round_k,0.1,1,7,31,151,766
round_shots,200,100,100,100,100,100
round_queries,300,1500,7300,34500,178300
round_k,0.1,1,7,36,172,891
round_shots,200,100,100,100,100,100
round_queries,500,2300,11100,55900,295300
round_k,0.1,2,11,55,279,1476
round_shots,100,100,100,100,100,100
round_queries,500,1900,8500,42900,217100
round_k,0.1,2,9,42,214,1085
round_shots,100,100,100,100,100,100,100
round_queries,300,1100,4100,18900,95900,498900
round_k,0.1,1,5,20,94,479,2494
round_shots,100,100,100,100,100,100,100
round_queries,300,1100,4100,18300,89300,467500
round_k,0.1,1,5,20,91,446,2337
