round_shots,500,400,400,300,300,300,200
round_queries,1200,3600,6300,15900,39900,66600
round_k,0.1,1,4,10,26,66,166
round_shots,500,500,400,300,200,200,200,100
round_queries,1500,3600,6300,10600,24200,57800,68700
round_k,0.1,1,4,10,26,60,144,343
round_shots,500,400,300,400,300,200,200,100
round_queries,1200,2700,8400,14100,25400,57800,68700
round_k,0.1,1,4,10,23,63,144,343
round_shots,500,600,300,300,300,300,200,100
round_queries,1800,2700,6300,14100,39900,66600,71100
round_k,0.1,1,4,10,23,66,166,355
round_shots,600,600,300,300,300,200,200,100
round_queries,1800,2700,6300,14100,25400,57800,64300
round_k,0.1,1,4,10,23,63,144,321
round_shots,500,400,400,400,300,200,200,100
round_queries,1200,3600,8400,14100,25400,60200,62500
round_k,0.1,1,4,10,23,63,150,312
round_shots,500,400,300,300,200,300,300,100
round_queries,1200,2700,6300,9400,30900,75300,61900
round_k,0.1,1,4,10,23,51,125,309
round_shots,600,500,400,300,300,300,300
round_queries,1500,3600,6300,15900,41700,96300
round_k,0.1,1,4,10,26,69,160
round_shots,700,500,300,300,300,200,200,100
round_queries,1500,2700,6300,14100,25400,55400,59300
round_k,0.1,1,4,10,23,63,138,296
round_shots,500,500,300,300,300,200,200,100
round_queries,1500,2700,6300,14100,25400,55400,62500
round_k,0.1,1,4,10,23,63,138,312
round_shots,600,400,300,300,300,200,200,100
round_queries,1200,2700,6300,14100,25400,55400,62500
round_k,0.1,1,4,10,23,63,138,312
round_shots,500,500,300,600,300,200,200
round_queries,1500,2700,13800,21300,33000,70200
round_k,0.1,1,4,11,35,82,175
round_shots,600,500,300,300,300,200,200,100
round_queries,1500,2700,6300,14100,24200,55400,63100
round_k,0.1,1,4,10,23,60,138,315
round_shots,500,400,400,400,300,200,200,100
round_queries,1200,3600,8400,14100,24200,54200,61300
round_k,0.1,1,4,10,23,60,135,306
round_shots,500,500,400,300,300,200,200,100
round_queries,1500,3600,6300,14100,25400,59000,69300
round_k,0.1,1,4,10,23,63,147,346
round_shots,500,400,300,300,200,200,200,200
round_queries,1200,2700,6300,10600,23000,46600,100200
round_k,0.1,1,4,10,26,57,116,250
round_shots,700,400,300,300,300,200,200,200
round_queries,1200,2700,6300,14100,24200,49000,102600
round_k,0.1,1,4,10,23,60,122,256
round_shots,500,600,200,300,200,200,200,100
round_queries,1800,1800,6300,10600,23000,46600,51900
round_k,0.1,1,4,10,26,57,116,259
round_shots,500,400,500,600,300,200,200
round_queries,1200,4500,13800,21300,36600,79000
round_k,0.1,1,4,11,35,91,197
round_shots,700,400,400,300,300,200,200,100
round_queries,1200,3600,6300,14100,25400,55400,63100
round_k,0.1,1,4,10,23,63,138,315
round_shots,400,400,300,600,300,200,200
round_queries,1200,2700,13800,19500,35400,77800
round_k,0.1,1,4,11,32,88,194
round_shots,600,500,300,300,200,200,200,100
round_queries,1500,2700,6300,9400,21800,46600,52500
round_k,0.1,1,4,10,23,54,116,262
round_shots,600,400,300,300,200,200,200,100
round_queries,1200,2700,6300,11800,25400,57800,69900
round_k,0.1,1,4,10,29,63,144,349
round_shots,600,400,300,300,300,200,200,100
round_queries,1200,2700,6300,14100,25400,57800,66900
round_k,0.1,1,4,10,23,63,144,334
round_shots,500,500,300,300,200,200,200,100
round_queries,1500,2700,6300,11800,24200,56600,63700
round_k,0.1,1,4,10,29,60,141,318
round_shots,600,400,300,400,300,200,200,100
round_queries,1200,2700,8400,14100,26600,55400,59300
round_k,0.1,1,4,10,23,66,138,296
round_shots,600,400,300,400,200,200,200,200
round_queries,1200,2700,8400,10600,21800,47800,101400
round_k,0.1,1,4,10,26,54,119,253
round_shots,500,500,500,600,200,200,200,100
round_queries,1500,4500,13800,10600,23000,54200,58100
round_k,0.1,1,4,11,26,57,135,290
round_shots,600,500,300,300,200,200,200,100
round_queries,1500,2700,6300,9400,21800,44200,51900
round_k,0.1,1,4,10,23,54,110,259
round_shots,500,400,500,600,300,300,200
round_queries,1200,4500,13800,15900,39900,66600
round_k,0.1,1,4,11,26,66,166
round_shots,500,400,400,300,300,300,200
round_queries,1200,3600,6300,15900,41700,67800
round_k,0.1,1,4,10,26,69,169
round_shots,600,400,300,300,300,200,200,100
round_queries,1200,2700,6300,14100,25400,59000,67500
round_k,0.1,1,4,10,23,63,147,337
round_shots,600,400,400,300,300,300,200,100
round_queries,1200,3600,6300,15900,41700,65400,69900
round_k,0.1,1,4,10,26,69,163,349
round_shots,600,400,300,300,300,300,300
round_queries,1200,2700,6300,15900,41700,98100
round_k,0.1,1,4,10,26,69,163
round_shots,500,500,400,300,300,200,200,100
round_queries,1500,3600,6300,15900,26600,56600,63700
round_k,0.1,1,4,10,26,66,141,318
round_shots,500,600,400,300,200,200,200,100
round_queries,1800,3600,6300,10600,24200,55400,59300
round_k,0.1,1,4,10,26,60,138,296
round_shots,600,400,500,300,300,200,200
round_queries,1200,4500,8700,19500,36600,82600
round_k,0.1,1,4,14,32,91,206
round_shots,600,400,300,300,300,200,200,100
