round_shots,700,1100,1300,400,300,200,200,200,200,200,200,200
round_queries,3300,9100,8400,15300,25000,55000,120200,270600,621400,1373800,3168600
round_k,0.1,1,3,10,25,62,137,300,676,1553,3434,7921
round_shots,500,1000,1400,400,300,200,200,200,200,200,300,200,100
round_queries,3000,9800,8400,15900,25000,55400,120600,260200,531800,1623300,2722600,3108300
round_k,0.1,1,3,10,26,62,138,301,650,1329,2705,6806,15541
round_shots,500,1400,1500,1000,600,300,200,200,200,200,200,100
round_queries,4200,10500,19000,33000,44100,70600,145000,320600,731400,1585800,1924500
round_k,0.1,1,3,9,27,73,176,362,801,1828,3964,9622
round_shots,700,1400,1300,700,300,200,300,200,200,200,300,200
round_queries,4200,9100,13300,15300,25400,81900,145400,330600,732200,2367900,3921000
round_k,0.1,1,3,9,25,63,136,363,826,1830,3946,9802
round_shots,600,1100,1300,400,300,300,300,200,200,200,200,200
round_queries,3300,9100,8400,15900,36900,83700,145400,335800,771800,1705000,3584200
round_k,0.1,1,3,10,26,61,139,363,839,1929,4262,8960
round_shots,600,900,1500,900,300,400,300,200,200,200,200,200
round_queries,2700,10500,17100,15900,48400,90900,160200,346200,792200,1835000,4261800
round_k,0.1,1,3,9,26,60,151,400,865,1980,4587,10654
round_shots,600,900,1300,500,300,200,200,200,200,200,200,200
round_queries,2700,9100,10500,15900,25000,50200,105400,235800,531400,1208200,2827400
round_k,0.1,1,3,10,26,62,125,263,589,1328,3020,7068
round_shots,500,1100,1300,200,200,300,400,300,300,200,100,200
round_queries,3300,9100,4600,10200,30900,98800,189300,382500,621400,670500,2804200
round_k,0.1,1,3,11,25,51,123,315,637,1553,3352,7010
round_shots,400,1200,1300,500,300,300,300,300,200,200,200,200
round_queries,3600,9100,10500,15900,36900,90900,224700,376200,831800,1755000,3935400
round_k,0.1,1,3,10,26,61,151,374,940,2079,4387,9838
round_shots,600,1200,1400,500,500,200,200,200,200,200,200,200
round_queries,3600,9800,10500,27500,25000,55400,125400,281000,651800,1493800,3379400
round_k,0.1,1,3,10,27,62,138,313,702,1629,3734,8448
round_shots,500,1600,1500,400,300,200,200,200,200,300,200,200
round_queries,4800,10500,8400,15300,25000,55000,120200,275400,850500,1438200,2983000
round_k,0.1,1,3,10,25,62,137,300,688,1417,3595,7457
round_shots,600,1200,1500,500,500,200,200,300,200,200,200,200
round_queries,3600,10500,10500,27500,24600,50200,166500,275400,577000,1278600,2922600
round_k,0.1,1,3,10,27,61,125,277,688,1442,3196,7306
round_shots,700,1400,1400,300,200,300,200,200,200,200,200,200
round_queries,4200,9800,6300,9800,30300,55000,120600,265400,596600,1368200,2943000
round_k,0.1,1,3,10,24,50,137,301,663,1491,3420,7357
round_shots,400,1000,1200,800,300,500,300,300,200,200,200,200
round_queries,3000,8400,15200,15900,60500,84300,171900,281000,616200,1328600,3058600
round_k,0.1,1,3,9,26,60,140,286,702,1540,3321,7646
round_shots,900,1000,1400,500,400,200,200,200,200,200,200,200
round_queries,3000,9800,10500,22000,25000,55000,120200,270600,611800,1399000,3173400
round_k,0.1,1,3,10,27,62,137,300,676,1529,3497,7933
round_shots,600,900,1500,300,200,200,200,200,200,200,200,200,100
round_queries,2700,10500,6300,9800,19800,40200,90200,200200,426600,912200,2080600,2431500
round_k,0.1,1,3,10,24,49,100,225,500,1066,2280,5201,12157
round_shots,400,1100,1400,400,300,200,200,200,200,200,200,200
round_queries,3300,9800,8400,15300,25400,55000,115800,250600,566600,1303400,2993000
round_k,0.1,1,3,10,25,63,137,289,626,1416,3258,7482
round_shots,600,1500,1400,400,300,200,200,200,200,200,200,200
round_queries,4500,9800,8400,15900,25000,50600,110200,245800,546200,1243400,2867400
round_k,0.1,1,3,10,26,62,126,275,614,1365,3108,7168
round_shots,500,900,1300,400,300,200,200,200,200,200,200,200
round_queries,2700,9100,8400,15300,25000,55000,125000,271000,571000,1208200,2797800
round_k,0.1,1,3,10,25,62,137,312,677,1427,3020,6994
round_shots,500,1000,1400,600,300,300,300,200,200,200,200,200
round_queries,3000,9800,11400,15300,38100,96900,155800,335800,742200,1729800,4051000
round_k,0.1,1,3,9,25,63,161,389,839,1855,4324,10127
round_shots,700,1300,1500,1100,400,300,200,200,200,200,200,300
round_queries,3900,10500,20900,22000,36900,60600,130200,290600,652200,1459000,4947300
round_k,0.1,1,3,9,27,61,151,325,726,1630,3647,8245
round_shots,700,1400,1500,400,300,200,200,200,200,200,300,200
round_queries,4200,10500,8400,15900,24600,49800,105000,221000,496600,1593300,2862600
round_k,0.1,1,3,10,26,61,124,262,552,1241,2655,7156
round_shots,600,1000,900,800,300,200,200,200,200,200,300,200
round_queries,3000,6300,15200,15900,25000,55000,125000,271000,606600,2067300,3740200
round_k,0.1,1,3,9,26,62,137,312,677,1516,3445,9350
round_shots,800,1400,1200,200,200,300,200,200,300,400,300,200
round_queries,4200,8400,4600,10200,30900,49800,105400,337500,1024400,2082300,3445000
round_k,0.1,1,3,11,25,51,124,263,562,1280,3470,8612
round_shots,500,900,1300,900,300,300,200,200,200,200,200,200
round_queries,2700,9100,17100,15900,38100,70200,155400,361000,827000,1865000,4291800
round_k,0.1,1,3,9,26,63,175,388,902,2067,4662,10729
round_shots,600,1300,1300,1000,500,200,200,300,300,300,200,100
round_queries,3900,9100,19000,27500,29800,65400,211500,518100,1286700,2321000,2707100
round_k,0.1,1,3,9,27,74,163,352,863,2144,5802,13535
round_shots,600,900,1500,500,500,200,300,200,200,400,300,200
round_queries,2700,10500,10500,27500,25000,75900,130200,295400,1352400,2836500,3794600
round_k,0.1,1,3,10,27,62,126,325,738,1690,4727,9486
round_shots,600,1500,1500,800,300,300,200,200,200,200,300,200
round_queries,4500,10500,15200,15900,36900,60200,130200,286200,611400,2016300,3443800
round_k,0.1,1,3,9,26,61,150,325,715,1528,3360,8609
round_shots,600,1600,1500,400,300,200,300,200,200,300,300,200
round_queries,4800,10500,8400,15900,24600,75900,135000,300600,1008300,2615700,3620600
round_k,0.1,1,3,10,26,61,126,337,751,1680,4359,9051
round_shots,600,1000,1100,1000,500,200,200,200,200,200,200,400
round_queries,3000,7700,19000,27500,24600,50200,115400,260600,591400,1353800,5854000
round_k,0.1,1,3,9,27,61,125,288,651,1478,3384,7317
round_shots,500,800,1500,1000,600,300,200,300,200,200,200,200
round_queries,2400,10500,19000,33000,44100,75400,239700,386600,781800,1749800,4005400
round_k,0.1,1,3,9,27,73,188,399,966,1954,4374,10013
round_shots,600,1000,1400,400,300,300,200,200,300,300,200,200
round_queries,3000,9800,8400,15900,36900,60600,125000,406500,1104300,1755000,3819800
round_k,0.1,1,3,10,26,61,151,312,677,1840,4387,9549
round_shots,400,1400,1400,300,300,200,200,200,200,400,300,200
round_queries,4200,9800,6900,15300,25000,50200,110200,250600,1074800,1901700,3300200
round_k,0.1,1,3,11,25,62,125,275,626,1343,3169,8250
round_shots,500,1000,1400,400,200,300,300,200,200,300,300,200
round_queries,3000,9800,8400,10200,30900,74700,135800,280600,954300,2437500,4191000
round_k,0.1,1,3,10,25,51,124,339,701,1590,4062,10477
round_shots,800,900,1300,300,400,300,200,200,300,300,200,200
round_queries,2700,9100,6900,21200,44100,70200,160200,504900,1157100,1880600,3799800
round_k,0.1,1,3,11,26,73,175,400,841,1928,4701,9499
round_shots,700,1000,1300,400,300,200,200,200,200,200,200,300
round_queries,3000,9100,8400,15900,25000,55000,125400,280600,641800,1458600,4520700
round_k,0.1,1,3,10,26,62,137,313,701,1604,3646,7534
round_shots,800,1100,1300,400,400,300,300,200,200,200,200,200
round_queries,3300,9100,8400,21200,44100,98700,170200,380600,772600,1725000,3895400
round_k,0.1,1,3,10,26,73,164,425,951,1931,4312,9738
round_shots,600,1200,1400,1000,400,200,200,300,300,200,200,200
round_queries,3600,9800,19000,22000,25000,55400,187500,460500,661400,1523800,3359400
round_k,0.1,1,3,9,27,62,138,312,767,1653,3809,8398
round_shots,700,1300,1200,1100,500,400,400,300,200,200,200,100
round_queries,3900,8400,20900,27500,58800,152400,277500,511400,1188200,2721800,2845300
round_k,0.1,1,3,9,27,73,190,462,1278,2970,6804,14226
round_shots,500,1000,1400,700,300,300,300,200,200,200,200,200
round_queries,3000,9800,13300,15900,38100,96900,160600,366200,842200,1899400,4040600
round_k,0.1,1,3,9,26,63,161,401,915,2105,4748,10101
round_shots,700,900,1400,500,300,200,300,300,200,300,300,100
round_queries,2700,9800,10500,15900,25000,75900,186900,311000,1052100,2738100,2426300
round_k,0.1,1,3,10,26,62,126,311,777,1753,4563,12131
round_shots,500,1200,1500,1000,500,200,300,300,200,200,200,200
round_queries,3600,10500,19000,27500,25000,81900,196500,325800,737000,1689400,3940600
round_k,0.1,1,3,9,27,62,136,327,814,1842,4223,9851
round_shots,700,1300,1500,400,300,200,300,300,200,200,300,200
round_queries,3900,10500,8400,15300,24600,74700,196500,341000,777400,2412900,3875800
round_k,0.1,1,3,10,25,61,124,327,852,1943,4021,9689
round_shots,800,1200,1400,1200,500,200,300,300,300,200,300,200
round_queries,3600,9800,22800,27500,25000,75900,194700,482100,857000,2603100,3955000
round_k,0.1,1,3,9,27,62,126,324,803,2142,4338,9887
round_shots,500,1300,1200,1000,500,200,200,200,200,200,300,200
round_queries,3900,8400,19000,27500,29800,65400,145800,331400,686600,2360100,3525000
round_k,0.1,1,3,9,27,74,163,364,828,1716,3933,8812
round_shots,600,900,1500,300,300,200,200,200,200,200,200,100,100
round_queries,2700,10500,6900,15900,24600,50200,110600,240200,481800,972200,1063900,2199900
round_k,0.1,1,3,11,26,61,125,276,600,1204,2430,5319,10999
round_shots,500,900,1400,400,300,200,200,200,300,300,400,200
round_queries,2700,9800,8400,15900,25000,55400,120200,384300,938700,2598800,3469000
round_k,0.1,1,3,10,26,62,138,300,640,1564,3248,8672
round_shots,600,1100,1400,400,300,200,200,200,200,300,200,100,100
round_queries,3300,9800,8400,15300,25000,50200,110600,235400,730500,1187800,1319700,2822500
round_k,0.1,1,3,10,25,62,125,276,588,1217,2969,6598,14112
round_shots,800,1100,1300,400,300,200,200,200,200,200,200,200
round_queries,3300,9100,8400,15900,25000,55000,120600,270600,617000,1328200,2893000
round_k,0.1,1,3,10,26,62,137,301,676,1542,3320,7232
round_shots,600,1100,1300,400,300,200,200,200,200,200,200,200
round_queries,3300,9100,8400,15900,25000,55400,120600,271000,581000,1223400,2847800
round_k,0.1,1,3,10,26,62,138,301,677,1452,3058,7119
round_shots,700,1400,1400,400,300,300,300,200,400,200,200,100
round_queries,4200,9800,8400,15900,38100,96900,160600,670000,932600,2130600,2441700
round_k,0.1,1,3,10,26,63,161,401,837,2331,5326,12208
round_shots,800,1500,1300,400,300,200,200,200,200,200,400,200
round_queries,4500,9100,8400,15900,25000,55000,125400,280600,626600,2758800,3689000
round_k,0.1,1,3,10,26,62,137,313,701,1566,3448,9222
round_shots,500,1300,1200,1100,500,300,300,300,200,200,200,200
round_queries,3900,8400,20900,27500,36900,83700,194700,326200,686200,1413800,3249000
round_k,0.1,1,3,9,27,61,139,324,815,1715,3534,8122
round_shots,600,1300,1500,400,300,200,200,300,200,200,200,200,100
round_queries,3900,10500,8400,15300,25000,50200,158700,275400,567000,1177800,2632200,2950100
round_k,0.1,1,3,10,25,62,125,264,688,1417,2944,6580,14750
round_shots,600,900,1400,800,300,300,300,200,200,100,200,100
round_queries,2700,9800,15200,15900,36900,83700,135000,287400,339700,1459000,1683500
round_k,0.1,1,3,9,26,61,139,337,718,1698,3647,8417
round_shots,700,1100,1400,900,300,200,200,200,200,200,200,200,100
round_queries,3300,9800,17100,15900,24600,50600,105400,230200,516200,1158200,2657400,3058300
round_k,0.1,1,3,9,26,61,126,263,575,1290,2895,6643,15291
round_shots,500,1100,1400,500,400,300,200,200,200,300,300,300
round_queries,3300,9800,10500,21200,36900,60600,125000,256200,850500,2119500,4866300
round_k,0.1,1,3,10,26,61,151,312,640,1417,3532,8110
round_shots,500,1400,1500,500,300,200,300,300,200,200,200,300
round_queries,4200,10500,10500,15900,24600,75900,186900,311000,691800,1569400,4984500
round_k,0.1,1,3,10,26,61,126,311,777,1729,3923,8307
round_shots,600,1100,1400,900,300,200,300,300,300,200,200,100
round_queries,3300,9800,17100,15900,24600,74700,188700,480300,862200,1965400,2298700
round_k,0.1,1,3,9,26,61,124,314,800,2155,4913,11493
round_shots,500,1100,1300,400,300,300,200,200,200,200,200,200
round_queries,3300,9100,8400,15300,37500,65000,140600,316200,707000,1624600,3664600
round_k,0.1,1,3,10,25,62,162,351,790,1767,4061,9161
round_shots,800,1300,1400,700,300,200,200,200,200,200,200,200
round_queries,3900,9800,13300,15900,25000,55400,125400,280600,626600,1458600,3373800
round_k,0.1,1,3,9,26,62,138,313,701,1566,3646,8434
round_shots,500,1300,1400,400,300,300,200,200,200,200,200,200
round_queries,3900,9800,8400,15300,38100,65000,145400,331000,747000,1714600,4005800
round_k,0.1,1,3,10,25,63,162,363,827,1867,4286,10014
round_shots,400,1200,1400,700,300,200,200,300,300,200,200,200
round_queries,3600,9800,13300,15900,25400,55400,171900,377100,621400,1389000,2987400
round_k,0.1,1,3,9,26,63,138,286,628,1553,3472,7468
round_shots,800,800,1100,700,300,200,200,200,200,200,200,200
round_queries,2400,7700,13300,15900,24600,50600,105400,235800,536600,1243400,2882600
