round_shots,300,100,100,100
round_queries,700,2900,14500
round_k,0.1,3,14,72
round_shots,200,100,100,100,100
round_queries,500,2300,10100,54500
round_k,0.1,2,11,50,272
round_shots,300,100,100,100,100
round_queries,700,2300,9100,37700
round_k,0.1,3,11,45,188
round_shots,100,100,100,100,100
round_queries,500,1700,5900,22100
round_k,0.1,2,8,29,110
round_shots,200,100,100,100,100
round_queries,500,1700,6500,23900
round_k,0.1,2,8,32,119
round_shots,200,100,100,100,100
round_queries,500,1900,9100,36700
round_k,0.1,2,9,45,183
round_shots,200,100,100,100,100
round_queries,500,1700,7300,27500
round_k,0.1,2,8,36,137
round_shots,300,100,100,100,100
round_queries,700,3100,11500,50900
round_k,0.1,3,15,57,254
round_shots,100,100,100,100,100
round_queries,500,1900,9100,37100
round_k,0.1,2,9,45,185
round_shots,100,100,100,100,100
round_queries,500,1900,7300,29500
round_k,0.1,2,9,36,147
round_shots,200,100,100,100,100
round_queries,500,1700,8700,56100
round_k,0.1,2,8,43,280
round_shots,300,100,100,100,100
round_queries,700,2300,9100,40300
round_k,0.1,3,11,45,201
round_shots,200,100,100,100
round_queries,700,3700,18100
round_k,0.1,3,18,90
round_shots,200,100,100,100,100
round_queries,500,1900,7700,31300
round_k,0.1,2,9,38,156
round_shots,200,100,100,100,100
round_queries,500,1700,5900,28900
round_k,0.1,2,8,29,144
round_shots,100,100,100,100,100
round_queries,500,1900,9500,41900
round_k,0.1,2,9,47,209
round_shots,200,100,100,100,100
round_queries,500,2300,10700,43900
round_k,0.1,2,11,53,219
round_shots,200,100,100,100,100
round_queries,500,2300,8300,33500
round_k,0.1,2,11,41,167
round_shots,300,100,100,100,100
round_queries,700,3500,13100,64900
round_k,0.1,3,17,65,324
round_shots,200,100,100,100,100
round_queries,500,2500,12100,55100
round_k,0.1,2,12,60,275
round_shots,100,100,100,100,100
round_queries,500,2500,11900,48700
round_k,0.1,2,12,59,243
round_shots,200,100,100,100,100
round_queries,500,2300,8900,35900
round_k,0.1,2,11,44,179
round_shots,200,100,100,100,100
round_queries,500,2300,12100,53500
round_k,0.1,2,11,60,267
round_shots,200,100,100,100,100
round_queries,500,2300,9500,35500
round_k,0.1,2,11,47,177
round_shots,200,100,100,100,100
round_queries,500,1700,8500,34300
round_k,0.1,2,8,42,171
round_shots,300,100,100,100,100
round_queries,700,2900,10700,52100
round_k,0.1,3,14,53,260
round_shots,200,100,100,100,100
round_queries,500,2500,11300,57100
round_k,0.1,2,12,56,285
round_shots,200,100,100,100,100
round_queries,500,1900,7300,39100
round_k,0.1,2,9,36,195
round_shots,200,100,100,100
round_queries,700,3100,15100
round_k,0.1,3,15,75
round_shots,400,100,100,100,100
round_queries,700,2500,13100,59500
round_k,0.1,3,12,65,297
round_shots,200,100,100,100
round_queries,700,3500,18500
round_k,0.1,3,17,92
round_shots,200,100,100,100,100
round_queries,500,1700,6100,25100
round_k,0.1,2,8,30,125
round_shots,200,100,100,100,100
round_queries,500,2500,9700,49100
round_k,0.1,2,12,48,245
round_shots,300,100,100,100,100
round_queries,500,1700,7900,29500
round_k,0.1,2,8,39,147
round_shots,200,100,100,100,100
round_queries,500,2300,10300,49900
round_k,0.1,2,11,51,249
round_shots,200,100,100,100
round_queries,700,3500,17900
round_k,0.1,3,17,89
round_shots,200,100,100,100,100
round_queries,500,2300,11500,58100
round_k,0.1,2,11,57,290
round_shots,300,100,100,100,100
round_queries,700,2900,11300,57100
round_k,0.1,3,14,56,285
round_shots,200,100,100,100,100
round_queries,700,2300,10300,50500
round_k,0.1,3,11,51,252
round_shots,200,100,100,100,100
round_queries,500,1700,7900,41300
round_k,0.1,2,8,39,206
round_shots,200,100,100,100,100
round_queries,500,1700,5900,22900
round_k,0.1,2,8,29,114
round_shots,200,100,100,100,100
round_queries,500,1700,7700,28900
round_k,0.1,2,8,38,144
round_shots,300,100,100,100,100
round_queries,700,3100,13700,53300
round_k,0.1,3,15,68,266
round_shots,300,100,100,100,100
round_queries,500,1700,6100,27100
round_k,0.1,2,8,30,135
round_shots,200,100,100,100,100
round_queries,500,1700,8500,31700
round_k,0.1,2,8,42,158
round_shots,200,100,100,100,100
round_queries,700,2900,11500,47300
round_k,0.1,3,14,57,236
round_shots,300,100,100,100,100
round_queries,500,1900,7300,33700
round_k,0.1,2,9,36,168
round_shots,200,100,100,100,100
round_queries,500,2300,9100,44500
round_k,0.1,2,11,45,222
round_shots,200,100,100,100
round_queries,500,2100,13500
round_k,0.1,2,10,67
round_shots,200,100,100,100,100
round_queries,500,2500,10100,54500
round_k,0.1,2,12,50,272
round_shots,100,100,100,100,100
round_queries,500,1900,7700,35500
round_k,0.1,2,9,38,177
round_shots,200,100,100,100
round_queries,700,3700,14500
round_k,0.1,3,18,72
round_shots,100,100,100,100,100
round_queries,500,2500,12500,61100
round_k,0.1,2,12,62,305
round_shots,200,100,100,100
round_queries,700,3100,15500
round_k,0.1,3,15,77
round_shots,200,100,100,100,100
round_queries,700,2900,10700,47300
round_k,0.1,3,14,53,236
round_shots,200,100,100,100,100
round_queries,500,2300,8300,37300
round_k,0.1,2,11,41,186
round_shots,100,100,100,100,100
round_queries,500,1700,7900,38500
round_k,0.1,2,8,39,192
round_shots,200,100,100,100,100
round_queries,500,2300,10100,46700
round_k,0.1,2,11,50,233
round_shots,200,100,100,100,100
round_queries,500,2500,12100,45100
round_k,0.1,2,12,60,225
round_shots,200,100,100,100,100
round_queries,500,1700,7900,40100
round_k,0.1,2,8,39,200
round_shots,100,100,100,100,100
round_queries,500,2300,8900,40300
round_k,0.1,2,11,44,201
round_shots,200,100,100,100,100
round_queries,700,3100,13300,54500
round_k,0.1,3,15,66,272
round_shots,300,100,100,100,100
round_queries,700,2300,8500,37100
round_k,0.1,3,11,42,185
round_shots,200,100,100,100,100
round_queries,500,1900,7900,29900
round_k,0.1,2,9,39,149
round_shots,300,100,100,100,100
round_queries,500,1700,8500,44300
round_k,0.1,2,8,42,221
round_shots,200,100,100,100,100
round_queries,500,2300,11500,47300
round_k,0.1,2,11,57,236
round_shots,200,100,100,100,100
round_queries,700,2500,9700,40100
round_k,0.1,3,12,48,200
round_shots,200,100,100,100,100
round_queries,700,2500,8900,35900
round_k,0.1,3,12,44,179
round_shots,200,100,100,100,100
round_queries,500,1900,7700,31100
round_k,0.1,2,9,38,155
round_shots,200,100,100,100,100
round_queries,500,1900,7700,28700
round_k,0.1,2,9,38,143
round_shots,200,100,100,100,100
round_queries,500,1900,7300,35900
round_k,0.1,2,9,36,179
round_shots,100,100,100,100,100
round_queries,500,1700,8300,31100
round_k,0.1,2,8,41,155
round_shots,300,100,100,100,100
round_queries,700,3100,13700,50900
round_k,0.1,3,15,68,254
round_shots,100,100,100,100,100
round_queries,500,1700,8500,31300
round_k,0.1,2,8,42,156
round_shots,300,100,100,100,100
round_queries,500,1700,6100,25100
round_k,0.1,2,8,30,125
round_shots,200,100,100,100,100
round_queries,500,2500,9700,39100
round_k,0.1,2,12,48,195
round_shots,300,100,100,100
round_queries,700,3100,14900
round_k,0.1,3,15,74
round_shots,100,100,100,100,100
round_queries,500,1900,7700,35300
round_k,0.1,2,9,38,176
round_shots,200,100,100,100,100
round_queries,500,1700,6700,32900
round_k,0.1,2,8,33,164
round_shots,200,100,100,100,100
round_queries,500,2300,11300,51100
round_k,0.1,2,11,56,255
round_shots,200,100,100,100,100
round_queries,700,2300,10700,48700
round_k,0.1,3,11,53,243
round_shots,300,100,100,100,100
round_queries,700,2500,8900,32900
round_k,0.1,3,12,44,164
round_shots,200,100,100,100,100
round_queries,500,1700,6700,28100
round_k,0.1,2,8,33,140
round_shots,100,100,100,100,100
round_queries,500,2500,9700,39100
round_k,0.1,2,12,48,195
round_shots,300,100,100,100,100
round_queries,500,1900,6700,24700
round_k,0.1,2,9,33,123
round_shots,200,100,100,100,100
round_queries,500,2300,8500,41500
round_k,0.1,2,11,42,207
round_shots,200,100,100,100,100
round_queries,500,2300,9500,38300
round_k,0.1,2,11,47,191
round_shots,200,100,100,100,100
round_queries,500,1700,8500,37900
round_k,0.1,2,8,42,189
round_shots,100,100,100,100,100
round_queries,500,1700,7300,33700
round_k,0.1,2,8,36,168
round_shots,200,100,100,100
round_queries,700,3500,15500
round_k,0.1,3,17,77
round_shots,300,100,100,100,100
round_queries,700,2900,12500,60500
round_k,0.1,3,14,62,302
round_shots,300,100,100,100,100
round_queries,500,1900,9100,38500
round_k,0.1,2,9,45,192
round_shots,200,100,100,100,100
round_queries,700,3100,13700,51700
round_k,0.1,3,15,68,258
round_shots,300,100,100,100,100
round_queries,500,1700,8300,37300
round_k,0.1,2,8,41,186
round_shots,100,100,100,100,100
round_queries,500,2300,8900,33700
round_k,0.1,2,11,44,168
round_shots,300,100,100,100,100
round_queries,500,1300,5500,27500
round_k,0.1,2,6,27,137
round_shots,200,100,100,100,100
round_queries,500,1700,6500,28300
round_k,0.1,2,8,32,141
round_shots,200,100,100,100,100
round_queries,500,1900,9100,46100
round_k,0.1,2,9,45,230
round_shots,200,100,100,100,100
round_queries,700,2900,13700,51700
round_k,0.1,3,14,68,258
round_shots,300,100,100,100,100
round_queries,500,1700,7100,26300
round_k,0.1,2,8,35,131
