round_shots,300,200,200,200,100
round_queries,300,600,1800,6600,38700
round_k,1,4,16,51,193
round_shots,200,100,100,200,100
round_queries,200,300,900,5400,41900
round_k,1,4,13,54,209
round_shots,200,100,100,100,100
round_queries,200,300,900,2900,35700
round_k,1,4,14,48,178
round_shots,200,200,200,200,100
round_queries,200,600,1800,7000,61900
round_k,1,4,17,78,309
round_shots,200,100,200,100,100
round_queries,200,300,1800,4100,50700
round_k,1,4,20,63,253
round_shots,200,100,100,200,100
round_queries,200,300,900,5800,51300
round_k,1,4,14,60,256
round_shots,200,200,100,200,100
round_queries,200,600,900,5400,49500
round_k,1,4,13,60,247
round_shots,300,200,200,200
round_queries,300,600,1800,42600
round_k,1,4,20,106
round_shots,200,200,200,100,100
round_queries,200,600,1800,2900,35100
round_k,1,4,14,48,175
round_shots,200,200,200,200,100
round_queries,200,600,1800,5400,43700
round_k,1,4,13,54,218
round_shots,200,100,100,200,100
round_queries,200,300,900,5800,38900
round_k,1,4,14,50,194
round_shots,200,200,100,200,100
round_queries,200,600,900,6600,45700
round_k,1,4,16,54,228
round_shots,200,200,200,100
round_queries,200,600,1800,20700
round_k,1,4,20,103
round_shots,200,100,100,100,100
round_queries,200,300,900,2700,41300
round_k,1,4,13,47,206
round_shots,200,200,200,200,100
round_queries,200,600,2200,6600,47500
round_k,1,5,16,57,237
round_shots,200,100,200,100,100
round_queries,200,300,1800,4100,53100
round_k,1,4,20,66,265
round_shots,200,200,300,200,100
round_queries,200,600,3300,6600,54900
round_k,1,5,16,63,274
round_shots,300,100,200,100,100
round_queries,300,300,1800,4100,52500
round_k,1,4,20,69,262
round_shots,200,200,300,100,100
round_queries,200,600,3300,3500,47700
round_k,1,5,17,57,238
round_shots,200,200,100,200,100
round_queries,200,600,900,5400,40700
round_k,1,4,13,51,203
round_shots,200,100,200,300,100
round_queries,200,300,1800,9900,57500
round_k,1,4,16,73,287
round_shots,200,200,200,200,100
round_queries,200,600,1800,6600,50100
round_k,1,4,16,60,250
round_shots,200,100,200,100,100
round_queries,200,300,1800,4100,56700
round_k,1,4,20,66,283
round_shots,200,200,200,100,100
round_queries,200,600,1800,4100,53700
round_k,1,4,20,69,268
round_shots,200,100,200,100,100
round_queries,200,300,1800,4100,52500
round_k,1,4,20,69,262
round_shots,200,200,200,100,100
round_queries,200,600,1800,4100,48900
round_k,1,4,20,63,244
round_shots,200,100,200,200,100
round_queries,200,300,1800,5800,40100
round_k,1,4,14,50,200
round_shots,200,100,200,200,100
round_queries,200,300,1800,8200,68700
round_k,1,4,20,103,343
round_shots,200,200,200,200,100
round_queries,200,600,1800,6600,52500
round_k,1,4,16,63,262
