round_shots,600,500,400,500,300,200,200
round_queries,1500,3600,11500,19500,34200,72600
round_k,0.1,1,4,11,32,85,181
round_queries,1200,3600,6300,9400,21800,45400,51900
round_k,0.1,1,4,10,23,54,113,259
round_shots,600,500,400,300,300,200,300,100
round_queries,1500,3600,6300,14100,24200,81300,70500
round_k,0.1,1,4,10,23,60,135,352
round_shots,500,400,400,300,200,200,200,100
round_queries,1200,3600,6300,9400,21800,47800,49500
round_k,0.1,1,4,10,23,54,119,247
round_shots,600,600,400,300,200,200,200,100
round_queries,1800,3600,6300,9400,21800,46600,51300
round_k,0.1,1,4,10,23,54,116,256
round_shots,500,400,200,300,200,200,200,200
round_queries,1200,1800,6300,9400,21800,49000,105000
round_k,0.1,1,4,10,23,54,122,262
round_shots,700,500,500,400,200,300,200,100
round_queries,1500,4500,8400,9400,30900,59000,68700
round_k,0.1,1,4,10,23,51,147,343
round_shots,600,400,500,700,200,200,200,100
round_queries,1200,4500,16100,11800,25400,55400,59900
round_k,0.1,1,4,11,29,63,138,299
round_shots,700,400,400,300,300,200,200,100
round_queries,1200,3600,6300,14100,25400,55400,59900
round_k,0.1,1,4,10,23,63,138,299
round_shots,600,400,400,300,300,400,300,200
round_queries,1200,3600,6300,14100,38000,60900,95000
round_k,0.1,1,4,10,23,47,101,237
round_shots,500,500,300,400,300,200,200
round_queries,1500,2700,8400,19500,33000,79000
round_k,0.1,1,4,10,32,82,197
round_shots,500,400,500,300,200,200,200,100
round_queries,1200,4500,8700,11800,25400,59000,69300
round_k,0.1,1,4,14,29,63,147,346
round_shots,500,400,500,600,200,200,200,100
round_queries,1200,4500,13800,10600,24200,54200,58100
round_k,0.1,1,4,11,26,60,135,290
round_shots,500,500,400,300,200,300,200,100
round_queries,1500,3600,6300,9400,30900,59000,66900
round_k,0.1,1,4,10,23,51,147,334
round_shots,500,400,200,300,200,200,200,100
round_queries,1200,1800,6300,10600,21800,46600,53700
round_k,0.1,1,4,10,26,54,116,268
round_shots,600,500,300,300,200,200,200,100
round_queries,1500,2700,6300,9400,20600,45400,51900
round_k,0.1,1,4,10,23,51,113,259
round_shots,600,500,300,300,200,200,200,200
round_queries,1500,2700,6300,10600,23000,46600,103800
round_k,0.1,1,4,10,26,57,116,259
round_shots,600,500,300,300,200,200,200,100
round_queries,1500,2700,6300,10600,23000,46600,52500
round_k,0.1,1,4,10,26,57,116,262
round_shots,500,500,400,600,300,200,200
round_queries,1500,3600,13800,17700,33000,72600
round_k,0.1,1,4,11,29,82,181
round_shots,600,400,300,600,200,200,200,100
round_queries,1200,2700,13800,9400,20600,46600,51900
round_k,0.1,1,4,11,23,51,116,259
round_shots,500,400,300,400,200,200,200,100
round_queries,1200,2700,8400,10600,24200,49000,50700
round_k,0.1,1,4,10,26,60,122,253
round_shots,600,300,500,500,200,200,200,200
round_queries,900,4500,11500,11800,24200,53000,106200
round_k,0.1,1,4,11,29,60,132,265
round_shots,500,500,300,300,200,200,200,100
round_queries,1500,2700,6300,10600,23000,54200,58100
round_k,0.1,1,4,10,26,57,135,290
round_shots,500,400,300,400,200,200,300,100
round_queries,1200,2700,8400,10600,23000,75300,60700
round_k,0.1,1,4,10,26,57,125,303
round_shots,600,500,400,300,300,300,200
round_queries,1500,3600,6300,14100,39900,67800
round_k,0.1,1,4,10,23,66,169
round_shots,500,500,400,300,300,200,200,100
round_queries,1500,3600,6300,14100,26600,54200,58100
round_k,0.1,1,4,10,23,66,135,290
round_shots,600,400,500,600,300,200,300
round_queries,1200,4500,13800,21300,35400,113100
round_k,0.1,1,4,11,35,88,188
round_shots,600,500,300,400,200,200,200,100
round_queries,1500,2700,8400,10600,23000,49000,51900
round_k,0.1,1,4,10,26,57,122,259
round_shots,600,400,400,300,300,200,300,100
round_queries,1200,3600,6300,14100,24200,73500,67500
round_k,0.1,1,4,10,23,60,122,337
round_shots,700,400,300,300,300,300,200
round_queries,1200,2700,6300,17700,47700,85000
round_k,0.1,1,4,10,29,79,212
round_shots,600,400,300,300,200,200,300,100
round_queries,1200,2700,6300,10600,24200,81300,66700
round_k,0.1,1,4,10,26,60,135,333
round_shots,500,300,300,300,300,200,200,100
round_queries,900,2700,6300,14100,24200,56600,64300
round_k,0.1,1,4,10,23,60,141,321
round_shots,500,400,400,300,200,200,200,100
round_queries,1200,3600,6300,10600,24200,56600,63700
round_k,0.1,1,4,10,26,60,141,318
round_shots,600,400,400,300,200,300,200,100
round_queries,1200,3600,6300,9400,29100,49000,51300
round_k,0.1,1,4,10,23,48,122,256
round_shots,600,400,500,500,300,200,200
round_queries,1200,4500,11500,19500,35400,82600
round_k,0.1,1,4,11,32,88,206
round_shots,500,500,400,300,300,300,200
round_queries,1500,3600,6300,14100,36300,69000
round_k,0.1,1,4,10,23,60,172
round_shots,500,400,500,600,300,200,300,100
round_queries,1200,4500,13800,14100,25400,79500,64900
round_k,0.1,1,4,11,23,63,132,324
round_shots,600,400,400,400,200,200,200,200
round_queries,1200,3600,8400,10600,23000,49000,102600
round_k,0.1,1,4,10,26,57,122,256
round_shots,600,400,300,300,300,200,200,100
round_queries,1200,2700,6300,14100,24200,56600,64900
round_k,0.1,1,4,10,23,60,141,324
round_shots,600,400,400,500,300,200,200
round_queries,1200,3600,11500,19500,34200,80200
round_k,0.1,1,4,11,32,85,200
round_shots,500,400,500,300,300,200,200
round_queries,1200,4500,8700,19500,36600,81400
round_k,0.1,1,4,14,32,91,203
round_shots,500,400,300,300,200,200,300,100
round_queries,1200,2700,6300,10600,24200,81300,71100
round_k,0.1,1,4,10,26,60,135,355
round_shots,500,400,400,300,300,200,300,100
round_queries,1200,3600,6300,14100,25400,79500,60500
round_k,0.1,1,4,10,23,63,132,302
round_shots,500,400,400,300,300,200,200,100
round_queries,1200,3600,6300,14100,25400,57800,68100
round_k,0.1,1,4,10,23,63,144,340
round_shots,600,400,400,300,300,300,300,200
round_queries,1200,3600,6300,14100,28500,60900,95000
round_k,0.1,1,4,10,23,47,101,237
round_shots,500,400,400,600,200,200,200,200
round_queries,1200,3600,13800,10600,21800,47800,101400
round_k,0.1,1,4,11,26,54,119,253
round_shots,600,400,300,400,300,200,300,100
round_queries,1200,2700,8400,14100,25400,92100,71300
round_k,0.1,1,4,10,23,63,153,356
round_shots,500,400,400,400,300,200,300,100
round_queries,1200,3600,8400,14100,24200,79500,69900
round_k,0.1,1,4,10,23,60,132,349
round_shots,500,600,400,300,200,200,200,200
round_queries,1800,3600,6300,10600,23000,49000,100200
round_k,0.1,1,4,10,26,57,122,250
round_shots,600,600,400,300,200,200,300,100
round_queries,1800,3600,6300,10600,24200,79500,64900
round_k,0.1,1,4,10,26,60,132,324
round_shots,500,500,400,600,300,200,200
round_queries,1500,3600,13800,19500,35400,81400
round_k,0.1,1,4,11,32,88,203
round_shots,500,400,400,300,300,200,200
round_queries,1200,3600,8700,17700,33000,71400
round_k,0.1,1,4,14,29,82,178
round_shots,600,400,400,300,200,200,200,100
round_queries,1200,3600,6300,10600,21800,46600,52500
round_k,0.1,1,4,10,26,54,116,262
round_shots,500,400,300,300,200,200,200,100
round_queries,1200,2700,6300,10600,24200,54200,58700
round_k,0.1,1,4,10,26,60,135,293
round_shots,500,400,400,300,200,300,300,100
round_queries,1200,3600,6300,9400,30900,75300,62500
round_k,0.1,1,4,10,23,51,125,312
round_shots,500,400,400,300,200,200,200,200
round_queries,1200,3600,6300,9400,21800,47800,105000
round_k,0.1,1,4,10,23,54,119,262
round_shots,500,500,500,600,300,300,200,100
round_queries,1500,4500,13800,15900,39900,66600,71100
round_k,0.1,1,4,11,26,66,166,355
round_shots,500,600,300,300,200,200,200,100
round_queries,1800,2700,6300,10600,24200,55400,63700
round_k,0.1,1,4,10,26,60,138,318
round_shots,600,500,400,400,300,300,200
round_queries,1500,3600,8400,14100,36300,71400
round_k,0.1,1,4,10,23,60,178
round_shots,600,500,300,300,300,300,400,100
round_queries,1500,2700,6300,14100,39900,123600,66100
round_k,0.1,1,4,10,23,66,154,330
round_shots,400,400,500,600,300,200,200
round_queries,1200,4500,13800,21300,34200,77800
round_k,0.1,1,4,11,35,85,194
round_shots,600,500,400,300,200,200,200,100
round_queries,1500,3600,8100,11800,24200,56600,64900
round_k,0.1,1,4,13,29,60,141,324
