round_shots,300,200,100,100,100,100
round_queries,300,1000,1900,6100,22300,455900
round_k,2,9,30,111,474,2279
round_shots,400,100,100,100,100,100,100
round_queries,400,500,1500,4700,16300,61500,1520300
round_k,2,7,23,81,307,1393,7601
round_shots,300,200,100,100,100,100
round_queries,300,1000,2300,7900,27500,551500
round_k,2,11,39,137,551,2757
round_shots,300,200,100,100,100,100
round_queries,300,1000,1900,6100,21900,414100
round_k,2,9,30,109,437,2070
round_shots,400,200,100,100,100,100
round_queries,400,1000,2300,7300,26100,522900
round_k,2,11,36,130,525,2614
round_shots,500,200,100,100,100,100
round_queries,500,1000,2300,7500,26100,526300
round_k,2,11,37,130,530,2631
round_shots,400,200,100,100,100,100
round_queries,400,1000,2300,6900,27900,587700
round_k,2,11,34,139,597,2938
round_shots,400,200,200,100,100,100
round_queries,400,1000,3800,9300,35700,779900
round_k,2,9,46,178,756,3899
round_shots,400,200,100,100,100,100
round_queries,400,1000,2300,7500,29300,619300
round_k,2,11,37,146,618,3096
round_shots,300,100,100,100,100,100
round_queries,300,500,1500,5100,18100,358300
round_k,2,7,25,90,379,1791
round_shots,300,200,100,100,100,100
round_queries,300,1000,1900,6500,23300,448100
round_k,2,9,32,116,460,2240
round_shots,400,200,100,100,100,100
round_queries,400,1000,1900,6100,20500,401100
round_k,2,9,30,102,425,2005
round_shots,400,200,100,100,100,100
round_queries,400,1000,1900,6500,23100,439700
round_k,2,9,32,115,460,2198
round_shots,300,300,100,100,100,100
round_queries,300,1500,2300,7900,29300,657100
round_k,2,11,39,146,651,3285
round_shots,500,200,100,100,100,100
round_queries,500,1000,1900,6100,22700,449500
round_k,2,9,30,113,474,2247
round_shots,400,200,100,100,100,100
round_queries,400,1000,2300,7900,27900,580700
round_k,2,11,39,139,586,2903
round_shots,300,200,100,100,100,100
round_queries,300,1000,1900,6100,21900,416500
round_k,2,9,30,109,430,2082
round_shots,300,200,100,100,100,100
round_queries,300,1000,1900,5700,21900,460700
round_k,2,9,28,109,481,2303
round_shots,300,300,100,100,100,100
round_queries,300,1500,2700,8900,33900,756100
round_k,2,13,44,169,737,3780
round_shots,400,200,100,100,100,100
round_queries,400,1000,1900,6500,24100,522100
round_k,2,9,32,120,521,2610
round_shots,400,100,200,100,100,100,100
round_queries,400,300,1800,3300,11700,46100,1089300
round_k,1,4,16,58,230,1023,5446
round_shots,600,200,100,100,100,100
round_queries,600,1000,2300,7500,26500,578300
round_k,2,11,37,132,588,2891
round_shots,500,100,200,100,100,100,100
round_queries,500,300,1800,4100,13500,52100,1289100
round_k,1,4,20,67,260,1200,6445
round_shots,400,200,100,100,100,100
round_queries,400,1000,1900,6100,20900,420700
round_k,2,9,30,104,446,2103
round_shots,500,300,100,100,100,100
round_queries,500,1500,2300,7500,26100,512900
round_k,2,11,37,130,523,2564
round_shots,400,200,100,100,100,100
round_queries,400,1000,1900,6500,22700,424900
round_k,2,9,32,113,435,2124
round_shots,400,200,200,100,100,100
round_queries,400,1000,3800,8900,35900,814300
round_k,2,9,44,179,802,4071
round_shots,400,200,100,100,100,100
round_queries,400,1000,2300,7100,24700,516500
round_k,2,11,35,123,530,2582
round_shots,300,100,200,100,100,100
round_queries,300,500,3000,6500,24700,542900
round_k,2,7,32,123,544,2714
round_shots,300,100,100,100,100,100
round_queries,300,500,1500,4700,16300,287700
round_k,2,7,23,81,309,1438
round_shots,500,200,100,100,100,100
round_queries,500,1000,1900,6100,21900,450900
round_k,2,9,30,109,467,2254
round_shots,300,200,100,100,100,100
round_queries,300,1000,1900,6100,21900,401500
round_k,2,9,30,109,421,2007
round_shots,300,200,100,100,100,100
round_queries,300,1000,2300,7500,29300,670500
round_k,2,11,37,146,657,3352
round_shots,300,300,100,100,100,100
round_queries,300,1500,2700,8700,34900,766500
round_k,2,13,43,174,749,3832
round_shots,300,100,100,100,100,100
round_queries,300,500,1500,4700,16300,300100
round_k,2,7,23,81,316,1500
round_shots,300,200,100,100,100,100
round_queries,300,1000,1900,6100,23300,451300
