round_shots,400,200,100,100,100,100,100,100,100,100,100,100,100
round_queries,600,700,1500,3100,6700,14500,31500,68500,149100,324700,707300,1541100
round_k,0.1,1,3,7,15,33,72,157,342,745,1623,3536,7705
round_shots,400,200,100,100,100,100,100,100,100,100,100,100,100
round_queries,600,700,1500,3100,6700,14500,31500,68500,149100,324700,707300,1541100
round_k,0.1,1,3,7,15,33,72,157,342,745,1623,3536,7705
round_shots,400,200,100,100,100,100,100,100,100,100,100,100,100
round_queries,600,700,1500,3100,6700,14500,31500,68500,149100,324700,707300,1541100
round_k,0.1,1,3,7,15,33,72,157,342,745,1623,3536,7705
round_shots,400,200,100,100,100,100,100,100,100,100,100,100,100
round_queries,600,700,1500,3100,6700,14500,31500,68500,149100,324700,707300,1541100
round_k,0.1,1,3,7,15,33,72,157,342,745,1623,3536,7705
round_shots,400,200,100,100,100,100,100,100,100,100,100,100,100
round_queries,600,700,1500,3100,6700,14500,31500,68500,149100,324700,707300,1541100
round_k,0.1,1,3,7,15,33,72,157,342,745,1623,3536,7705
round_shots,400,200,100,100,100,100,100,100,100,100,100,100,100
round_queries,600,700,1500,3100,6700,14500,31500,68500,149100,324700,707300,1541100
round_k,0.1,1,3,7,15,33,72,157,342,745,1623,3536,7705
round_shots,400,200,100,100,100,100,100,100,100,100,100,100,100
round_queries,600,700,1500,3100,6700,14500,31500,68500,149100,324700,707300,1541100
round_k,0.1,1,3,7,15,33,72,157,342,745,1623,3536,7705
round_shots,400,200,100,100,100,100,100,100,100,100,100,100,100
round_queries,600,700,1500,3100,6700,14500,31500,68500,149100,324700,707300,1541100
round_k,0.1,1,3,7,15,33,72,157,342,745,1623,3536,7705
round_shots,400,200,100,100,100,100,100,100,100,100,100,100,100
round_queries,600,700,1500,3100,6700,14500,31500,68500,149100,324700,707300,1541100
round_k,0.1,1,3,7,15,33,72,157,342,745,1623,3536,7705
round_shots,400,200,100,100,100,100,100,100,100,100,100,100,100
round_queries,600,700,1500,3100,6700,14500,31500,68500,149100,324700,707300,1541100
round_k,0.1,1,3,7,15,33,72,157,342,745,1623,3536,7705
round_shots,400,200,100,100,100,100,100,100,100,100,100,100,100
round_queries,600,700,1500,3100,6700,14500,31500,68500,149100,324700,707300,1541100
round_k,0.1,1,3,7,15,33,72,157,342,745,1623,3536,7705
round_shots,400,200,100,100,100,100,100,100,100,100,100,100,100
round_queries,600,700,1500,3100,6700,14500,31500,68500,149100,324700,707300,1541100
round_k,0.1,1,3,7,15,33,72,157,342,745,1623,3536,7705
round_shots,400,200,100,100,100,100,100,100,100,100,100,100,100
round_queries,600,700,1500,3100,6700,14500,31500,68500,149100,324700,707300,1541100
round_k,0.1,1,3,7,15,33,72,157,342,745,1623,3536,7705
round_shots,400,200,100,100,100,100,100,100,100,100,100,100,100
round_queries,600,700,1500,3100,6700,14500,31500,68500,149100,324700,707300,1541100
