round_shots,4000,400,400,300,400,300,200,300,300,200,200,200,200
round_queries,4000,2800,6800,12300,34800,53100,98200,323100,748500,1259800,2851000,5948600,13667000
round_k,0,3,8,20,43,88,245,538,1247,3149,7127,14871,34167
round_shots,3200,400,300,400,300,200,200,200,200,200,200,200,100
round_queries,3200,3600,7500,22800,37500,68200,148200,333000,757400,1734600,3953800,9124600,10332500
round_k,0,4,12,28,62,170,370,832,1893,4336,9884,22811,51662
round_shots,3600,400,400,300,200,200,300,300,400,200,200,200,100
round_queries,3600,2800,6800,12300,19400,42200,143700,371100,1030000,1355800,2973000,6658200,7549100
round_k,0,3,8,20,48,105,239,618,1287,3389,7432,16645,37745
round_shots,4100,400,300,300,300,200,200,200,200,200,200,200,200
round_queries,4100,2800,5100,12300,32100,52600,110200,233800,513400,1142200,2336600,4823400,11141000
round_k,0,3,8,20,53,131,275,584,1283,2855,5841,12058,27852
round_shots,3700,400,300,300,200,200,200,200,300,300,200,200,200
round_queries,3700,2800,5100,12300,21400,44600,95800,214600,705300,1745700,2952600,6651400,15275000
round_k,0,3,8,20,53,111,239,536,1175,2909,7381,16628,38187
round_shots,3300,400,400,300,200,200,200,200,300,200,200,200,200
round_queries,3300,2800,6800,12300,21800,45400,99000,225000,698100,1165400,2567800,5812200,13352600
round_k,0,3,8,20,54,113,247,562,1163,2913,6419,14530,33381
round_shots,3600,400,300,300,300,300,300,300,300,200,200,200,200
round_queries,3600,2800,5100,11700,26700,57300,132300,297900,621900,1195800,2518200,5734600,12708200
round_k,0,3,8,19,44,95,220,496,1036,2989,6295,14336,31770
round_shots,3400,300,300,200,200,200,200,200,200,200,300,200,100
round_queries,3400,2700,7500,13000,27800,63800,131000,284600,600600,1328600,4528500,7857000,8595100
round_k,0,4,12,32,69,159,327,711,1501,3321,7547,19642,42975
round_shots,3000,400,300,300,300,200,200,200,200,200,300,200,100
round_queries,3000,2800,5100,12300,32100,52600,105400,232200,525400,1175800,4043700,7182200,8258500
round_k,0,3,8,20,53,131,263,580,1313,2939,6739,17955,41292
round_shots,3300,500,300,200,200,200,200,300,300,200,100,200,200
round_queries,3300,3500,5100,8200,18200,39800,81400,271500,710700,1244600,1379700,5837800,11843400
