round_shots,1200,1300,300,300,300,200,200,300,200,200,200,200,200,200,200
round_queries,1200,3900,3300,7500,15300,22200,44600,137100,228200,458200,1030600,2271400,5011400,10574600,23611800
round_k,0,1,5,12,25,55,111,228,570,1145,2576,5678,12528,26436,59029
round_shots,1200,1100,400,400,300,200,200,200,200,200,300,300,300,100
round_queries,1200,3300,4400,10800,22500,37400,77800,167800,375800,827000,2841900,7310100,16610100,13974700
round_k,0,1,5,13,37,93,194,419,939,2067,4736,12183,27683,69873
round_shots,1400,1200,400,300,300,200,300,200,200,200,300,300,200,100
round_queries,1400,3600,4400,8100,19500,36200,119700,165800,365000,815400,2679900,6818700,11826200,13405300
round_k,0,1,5,13,32,90,199,414,912,2038,4466,11364,29565,67026
round_shots,1300,1300,300,200,300,400,300,300,200,200,400,200,200,200
round_queries,1300,3900,3300,5000,15300,44400,83100,191100,333000,733400,3010000,4208200,9670600,20591000
round_k,0,1,5,12,25,55,138,318,832,1833,3762,10520,24176,51477
round_shots,1100,1100,300,300,200,200,200,200,200,300,400,400,200,300
round_queries,1100,3300,3300,7500,12200,24600,54200,115400,257800,800100,2510000,6255600,8215000,25946700
round_k,0,1,5,12,30,61,135,288,644,1333,3137,7819,20537,43244
round_shots,1500,1300,300,200,300,300,200,200,200,200,200,200,200,200,100
round_queries,1500,3900,3300,5000,15300,36900,55000,114600,244600,539000,1220200,2789800,6333400,12993000,14758300
round_k,0,1,5,12,25,61,137,286,611,1347,3050,6974,15833,32482,73791
round_shots,1600,1300,400,400,300,300,400,300,200,200,200,200,200,200
round_queries,1600,3900,4400,10800,18900,46500,137200,219300,324600,721000,1611000,3590600,7758600,17716600
round_k,0,1,5,13,31,77,171,365,811,1802,4027,8976,19396,44291
round_shots,1700,1400,400,400,300,300,200,200,200,200,200,200,200,100
round_queries,1700,4200,4400,10000,21900,61500,102200,216200,488200,1064200,2417400,5490600,12427000,14173700
round_k,0,1,5,12,36,102,255,540,1220,2660,6043,13726,31067,70868
round_shots,1400,1200,400,300,200,300,200,300,200,200,200,200,200,200
round_queries,1400,3600,4400,7500,12600,38100,65400,206700,346600,758200,1697000,3848600,8811800,20207000
round_k,0,1,5,12,31,63,163,344,866,1895,4242,9621,22029,50517
round_shots,1400,1200,300,300,200,200,200,300,300,200,200,200,200,200
round_queries,1400,3600,3300,7500,12200,24600,53800,165900,359700,641800,1447400,3293800,6784200,15596200
round_k,0,1,5,12,30,61,134,276,599,1604,3618,8234,16960,38990
round_shots,1000,1200,400,300,200,200,200,300,200,200,200,200,200,200,100
round_queries,1000,3600,4400,7500,12200,24600,51400,157500,235400,502200,1136600,2596600,5876600,13426200,15221900
round_k,0,1,5,12,30,61,128,262,588,1255,2841,6491,14691,33565,76109
round_shots,1700,1100,200,200,300,300,300,200,200,200,200,200,200,200
round_queries,1700,3300,2200,4600,14100,35700,85500,142200,298200,669800,1526600,3469800,7964600,17803400
round_k,0,1,5,11,23,59,142,355,745,1674,3816,8674,19911,44508
round_shots,1400,1100,300,300,200,200,300,300,200,200,300,300,200,100
round_queries,1400,3300,3300,7500,12200,24600,77100,185100,312600,709000,2330700,5886300,10564600,12182100
round_k,0,1,5,12,30,61,128,308,781,1772,3884,9810,26411,60910
round_shots,1100,1200,300,300,300,300,200,200,200,300,300,300,300,200
round_queries,1100,3600,3300,7500,18900,40500,66600,143400,323800,1011300,2583300,6543900,14916300,20275000
round_k,0,1,5,12,31,67,166,358,809,1685,4305,10906,24860,50687
