round_shots,1000,300,200,100,100,100
round_queries,1000,2100,6600,15300,46700,565700
round_k,3,16,76,233,855,2828
round_shots,1300,200,200,100,100,100
round_queries,1300,1400,5000,9700,29900,374300
round_k,3,12,48,149,478,1871
round_shots,1200,300,200,100,100
round_queries,1200,2700,8200,19100,264500
round_k,4,20,95,336,1322
round_shots,1200,300,200,200,100,100
round_queries,1200,2100,5000,18200,38300,682500
round_k,3,12,45,191,758,3412
round_shots,1100,300,200,100,200,100
round_queries,1100,2100,5000,11500,77000,717700
round_k,3,12,57,192,827,3588
round_shots,1200,200,300,100,200,100
round_queries,1200,1400,6900,8100,50200,337900
round_k,3,11,40,125,555,1689
round_shots,1000,200,200,100,200,100
round_queries,1000,1400,5000,9900,69800,630100
round_k,3,12,49,174,731,3150
round_shots,1300,200,200,200,100,100
round_queries,1300,1400,5000,18600,36500,627300
round_k,3,12,46,182,710,3136
round_shots,900,300,100,100,100,100
round_queries,900,2100,2500,8300,25300,367500
round_k,3,12,41,126,450,1837
round_shots,900,300,200,200,100,100
round_queries,900,2100,5000,19000,37100,496500
round_k,3,12,47,185,586,2482
round_shots,1300,200,200,300,100,100
round_queries,1300,1800,6600,33300,37900,529100
round_k,4,16,55,189,639,2645
round_shots,1300,200,300,200,200
round_queries,1300,1800,9300,29000,376200
round_k,4,15,72,309,940
round_shots,1100,200,200,200,100,100
round_queries,1100,1400,5000,19400,29700,405100
round_k,3,12,48,148,484,2025
round_shots,1200,200,100,100,100,100
round_queries,1200,1800,3300,10700,35300,597100
round_k,4,16,53,176,682,2985
round_shots,1200,200,200,200,100,100
round_queries,1200,1400,5000,17800,41700,750300
round_k,3,12,44,208,829,3751
round_shots,1200,200,200,200,100
round_queries,1200,1800,6600,27400,213300
round_k,4,16,68,276,1066
round_shots,800,300,200,200,100,100
round_queries,800,2100,5000,21000,44700,483300
round_k,3,12,52,223,730,2416
round_shots,1300,200,200,100,100
round_queries,1300,1800,6600,15100,210900
round_k,4,16,75,265,1054
round_shots,1300,300,100,200,100
round_queries,1300,2700,3300,21000,240500
round_k,4,16,52,278,1202
round_shots,1300,200,100,100,100,100
round_queries,1300,1400,2500,7500,24100,356900
round_k,3,12,37,120,425,1784
round_shots,1000,200,200,100,100,100
round_queries,1000,1400,5000,9100,29500,392300
round_k,3,12,45,147,565,1961
round_shots,1000,200,200,200,200,100,100
round_queries,1000,600,1800,6200,21400,51500,764300
round_k,1,4,15,53,257,974,3821
round_shots,800,300,200,200,100,100
round_queries,800,2100,5000,17800,36700,409500
round_k,3,12,44,183,578,2047
round_shots,1100,200,100,100,100,100
round_queries,1100,1400,2500,8300,27900,285700
round_k,3,12,41,139,457,1428
round_shots,1100,200,200,200,100
round_queries,1100,1800,6200,22600,221900
round_k,4,15,56,285,1109
round_shots,1200,200,200,100,200,100
round_queries,1200,1400,4600,7500,45800,302300
round_k,3,11,37,114,441,1511
round_shots,700,300,200,100,100,100
round_queries,700,2100,5000,10500,35700,504100
round_k,3,12,52,178,681,2520
round_shots,1300,400,300,200,100
round_queries,1300,2800,8100,19800,190300
round_k,3,13,49,209,951
round_shots,800,200,200,200,100,100
round_queries,800,1400,5000,19000,33100,459100
round_k,3,12,47,165,595,2295
round_shots,800,200,200,200,100,100
round_queries,800,1400,5000,18600,40900,690500
round_k,3,12,46,204,781,3452
round_shots,1300,300,100,100,100,100
round_queries,1300,2700,3300,10700,35100,573500
round_k,4,16,53,175,661,2867
round_shots,1200,300,200,100,200,100
round_queries,1200,2100,5000,10900,71400,750300
round_k,3,12,54,178,829,3751
round_shots,1100,200,200,100,100,100
round_queries,1100,1400,5000,11300,35500,547500
round_k,3,12,56,177,658,2737
round_shots,1000,200,300,200,200,100
round_queries,1000,600,2700,6600,27400,246100
round_k,1,4,16,68,343,1230
round_shots,1100,200,300,200,100,100
round_queries,1100,1400,6900,19800,36500,598100
round_k,3,11,49,182,698,2990
round_shots,1300,300,200,100,100,100
round_queries,1300,2100,5000,9100,27900,327900
round_k,3,12,45,139,486,1639
round_shots,1200,300,200,200,100
round_queries,1200,2100,5000,21000,175500
round_k,3,12,52,230,877
round_shots,1100,300,200,100,100,100
round_queries,1100,2100,5000,9900,29900,401700
round_k,3,12,49,149,500,2008
round_shots,1300,200,200,200,100,100
round_queries,1300,1400,5000,19000,35100,474300
round_k,3,12,47,175,579,2371
round_shots,900,200,200,200,100,100
round_queries,900,1400,5000,17400,43100,459900
round_k,3,12,43,215,728,2299
round_shots,1200,200,200,200,200
round_queries,1200,1400,4600,17800,331400
round_k,3,11,44,203,828
round_shots,1357,228,171,114,171,57
round_queries,1357,1596,4275,10146,51813,265107
round_k,3,12,44,151,565,2325
round_shots,800,200,200,400,100,100,100
round_queries,800,600,1800,10800,11500,37100,584300
round_k,1,4,13,57,185,681,2921
round_shots,1100,200,200,100,100,100
round_queries,1100,1400,5000,10300,33300,575900
round_k,3,12,51,166,661,2879
round_shots,800,200,300,200,300,100
round_queries,800,600,2700,6600,47700,190500
round_k,1,4,16,79,317,952
round_shots,900,300,200,100,200,100
round_queries,900,2100,5000,9700,60600,395500
round_k,3,12,48,151,549,1977
round_shots,800,200,200,200,300,100
round_queries,800,600,1800,6600,43500,263700
round_k,1,4,16,72,310,1318
round_shots,1300,200,200,100,100,100
round_queries,1300,1400,4600,9500,32500,404300
round_k,3,11,47,162,571,2021
round_shots,700,300,200,100,100,100
round_queries,700,2100,5000,8900,28500,405700
round_k,3,12,44,142,490,2028
round_shots,800,300,200,100,100,100
round_queries,800,2100,5000,8700,27100,393100
round_k,3,12,43,135,455,1965
round_shots,1000,200,200,200,100,100,100
round_queries,1000,600,1800,6600,13100,41500,739300
round_k,1,4,16,65,207,821,3696
round_shots,1100,300,100,100,100,100
round_queries,1100,2700,4100,13100,42900,753500
round_k,4,20,65,214,833,3767
round_shots,900,200,200,200,100,100
round_queries,900,1400,4600,15000,31900,471300
round_k,3,11,37,159,583,2356
round_shots,800,300,100,100,100,100
round_queries,800,2100,2500,8100,26100,388700
round_k,3,12,40,130,462,1943
round_shots,900,200,300,100,100,100,100
round_queries,900,600,2700,4100,12900,42300,603300
round_k,1,4,20,64,211,850,3016
round_shots,1300,300,200,200,100
round_queries,1300,2700,7800,28600,269100
round_k,4,19,71,362,1345
round_shots,700,300,200,100,100,100
round_queries,700,2100,5000,9900,32300,452300
round_k,3,12,49,161,582,2261
round_shots,800,200,200,200,100,100
round_queries,800,600,1800,7000,14300,182700
