round_shots,200,100,100,100,100,100
round_queries,200,500,1900,8500,40300,214700
round_k,0,2,9,42,201,1073
round_shots,200,100,100,100,100,100
round_queries,200,500,2300,10700,48500,245500
round_k,0,2,11,53,242,1227
round_shots,200,100,100,100,100,100
round_queries,200,500,1900,9900,50700,266100
round_k,0,2,9,49,253,1330
round_shots,200,100,100,100,100,100
round_queries,200,500,2300,10300,49100,256700
round_k,0,2,11,51,245,1283
round_shots,200,100,100,100,100,100
round_queries,200,500,2300,10700,54100,274500
round_k,0,2,11,53,270,1372
round_shots,200,100,100,100,100,100
round_queries,200,500,1900,8100,40100,202500
round_k,0,2,9,40,200,1012
round_shots,100,100,100,100,100,100
round_queries,100,500,1900,8700,44300,228100
round_k,0,2,9,43,221,1140
round_shots,200,100,100,100,100,100,100
round_queries,200,300,900,3700,17100,86500,440700
round_k,0,1,4,18,85,432,2203
round_shots,200,100,100,100,100,100
round_queries,200,500,1700,7700,37700,192900
round_k,0,2,8,38,188,964
round_shots,100,100,100,100,100,100,100
round_queries,100,300,900,3100,14300,71500,371700
round_k,0,1,4,15,71,357,1858
round_shots,200,100,100,100,100,100
round_queries,200,500,1900,9500,45700,236500
round_k,0,2,9,47,228,1182
round_shots,200,100,100,100,100,100,100
round_queries,200,300,1300,5100,23500,120300,625500
round_k,0,1,6,25,117,601,3127
round_shots,200,100,100,100,100,100,100
round_queries,200,500,1300,5100,25700,128500,669300
round_k,0,2,6,25,128,642,3346
round_shots,200,100,100,100,100,100
round_queries,200,500,2300,9700,50900,267100
round_k,0,2,11,48,254,1335
round_shots,200,100,100,100,100,100,100
round_queries,200,300,900,3700,19100,92100,470500
round_k,0,1,4,18,95,460,2352
round_shots,100,100,100,100,100,100,100
round_queries,100,300,900,3300,16100,78300,401300
round_k,0,1,4,16,80,391,2006
round_shots,200,100,100,100,100,100
round_queries,200,500,1900,9700,46100,237300
round_k,0,2,9,48,230,1186
round_shots,200,100,100,100,100,100
round_queries,200,500,2300,11100,55100,288100
round_k,0,2,11,55,275,1440
round_shots,100,100,100,100,100,100
round_queries,100,500,2300,10900,54900,286500
round_k,0,2,11,54,274,1432
round_shots,200,100,100,100,100,100
round_queries,200,500,2300,10100,50500,257500
round_k,0,2,11,50,252,1287
round_shots,100,100,100,100,100,100,100
round_queries,100,500,1300,5500,25500,128500,662300
round_k,0,2,6,27,127,642,3311
round_shots,200,100,100,100,100,100
round_queries,200,300,1300,6100,30300,152300
round_k,0,1,6,30,151,761
round_shots,100,100,100,100,100,100,100
round_queries,100,300,1300,5700,24900,124500,646900
round_k,0,1,6,28,124,622,3234
round_shots,200,100,100,100,100,100
round_queries,200,500,2300,10700,54300,284700
round_k,0,2,11,53,271,1423
round_shots,200,100,100,100,100,100
round_queries,200,500,1900,8900,43100,223900
round_k,0,2,9,44,215,1119
round_shots,100,100,100,100,100,100
round_queries,100,500,1900,8900,41300,215500
round_k,0,2,9,44,206,1077
round_shots,200,100,100,100,100,100,100
round_queries,200,300,900,3700,17700,86900,445900
round_k,0,1,4,18,88,434,2229
round_shots,200,100,100,100,100,100
round_queries,200,500,1900,8300,40100,204500
round_k,0,2,9,41,200,1022
round_shots,200,100,100,100,100,100
round_queries,200,500,1900,8700,44500,230300
round_k,0,2,9,43,222,1151
round_shots,200,100,100,100,100,100
round_queries,200,500,1900,8900,43900,224300
round_k,0,2,9,44,219,1121
round_shots,200,100,100,100,100,100
round_queries,200,500,1900,9300,46700,218700
round_k,0,2,9,46,233,1093
round_shots,100,100,100,100,100,100
round_queries,100,500,1900,8500,38300,190700
round_k,0,2,9,42,191,953
round_shots,200,100,100,100,100,100
round_queries,200,500,2300,10300,50900,238500
round_k,0,2,11,51,254,1192
round_shots,200,100,100,100,100,100
round_queries,200,500,1900,8700,42700,215300
round_k,0,2,9,43,213,1076
round_shots,200,100,100,100,100,100
round_queries,200,500,1900,8900,41700,217700
round_k,0,2,9,44,208,1088
round_shots,200,100,100,100,100,100,100
round_queries,200,300,1300,5500,27900,143100,754700
round_k,0,1,6,27,139,715,3773
