round_shots,1300,500,300,300,300,200,300,200,200,300,200,200,300,300,400,300,100
round_queries,1300,1500,2100,4500,9900,16200,50700,81000,172200,530100,904600,1992600,6032700,14374500,44298000,93626100,74591500
round_k,0,1,3,7,16,40,84,202,430,883,2261,4981,10054,23957,55372,156043,372957
round_shots,1600,900,300,300,300,200,200,200,200,200,300,200,200,300,200,200,100
round_queries,1600,2700,2100,4500,11100,18600,40200,87800,183800,407000,1299300,1911400,4247000,14298900,24942600,55662600,62762300
round_k,0,1,3,7,18,46,100,219,459,1017,2165,4778,10617,23831,62356,139156,313811
round_shots,1000,300,300,300,300,200,200,300,200,200,200,200,300,200,200,200,100
round_queries,1000,900,2100,4500,11100,16200,33800,105900,182200,402600,875800,1987400,6496500,11421000,25895400,55765400,63681100
round_k,0,1,3,7,18,40,84,176,455,1006,2189,4968,10827,28552,64738,139413,318405
round_shots,1600,800,400,300,300,200,200,300,300,200,200,200,200,200,200,300,100
round_queries,1600,2400,2800,5700,13500,20200,41800,131100,302100,481400,1071000,2423400,5421400,12336200,25507000,87074700,75088300
round_k,0,1,3,9,22,50,104,218,503,1203,2677,6058,13553,30840,63767,145124,375441
round_shots,1600,1000,400,400,300,300,200,200,300,200,200,200,200,200,300,200,100
round_queries,1600,3000,2800,6000,13500,30300,52200,109000,344700,544200,1172600,2637800,5996600,13639800,45115500,70344200,74681100
round_k,0,1,3,7,22,50,130,272,574,1360,2931,6594,14991,34099,75192,175860,373405
round_shots,1500,1000,300,300,300,200,300,200,200,200,200,200,200,200,200,200,100
round_queries,1500,3000,2100,4500,11100,19400,60300,101400,215400,470200,1047000,2374200,5375800,11952200,27322600,61861000,69307700
round_k,0,1,3,7,18,48,100,253,538,1175,2617,5935,13439,29880,68306,154652,346538
round_shots,1000,700,500,300,300,300,200,200,200,200,200,200,200,200,300,200,200
round_queries,1000,2100,3500,5700,12300,30300,47000,96200,212600,461800,1021400,2265800,5132200,11617800,37427100,52313000,113065400
round_k,0,1,3,9,20,50,117,240,531,1154,2553,5664,12830,29044,62378,130782,282663
round_shots,1200,600,300,300,200,300,400,300,300,200,200,200,200,200,200,200,100
round_queries,1200,1800,2100,4500,8200,26700,89200,168900,348300,565000,1155400,2519800,5621800,11883400,25405800,56243400,62977900
round_k,0,1,3,7,20,44,111,281,580,1412,2888,6299,14054,29708,63514,140608,314889
round_shots,1100,700,300,300,300,300,200,200,200,200,200,300,200,200,200,200,100
round_queries,1100,2100,2100,4500,11100,26700,47400,97000,205800,431000,958200,3179100,5707800,12952200,29626200,63838200,71566900
round_k,0,1,3,7,18,44,118,242,514,1077,2395,5298,14269,32380,74065,159595,357834
round_shots,1400,600,300,300,200,300,200,200,200,300,300,200,200,200,200,300,200
round_queries,1400,1800,2100,4500,8200,25500,39400,81000,171000,537300,1311300,2251400,4503000,9194600,19181000,59658900,103705000
round_k,0,1,3,7,20,42,98,202,427,895,2185,5628,11257,22986,47952,99431,259262
round_shots,1400,1200,400,300,300,300,300,200,200,200,200,200,200,200,200,200
round_queries,1400,3600,2800,5700,12300,31500,79500,134600,293000,608600,1303800,2941800,6535400,14933800,33132200,70679800
round_k,0,1,3,9,20,52,132,336,732,1521,3259,7354,16338,37334,82830,176699
round_shots,1800,700,400,400,500,300,200,300,300,200,200,200,200,300,200,200,100
round_queries,1800,2100,2800,6000,15500,23700,37800,114300,270900,469000,1042200,2278600,5135000,16154700,27865800,59924600,66161900
round_k,0,1,3,7,15,39,94,190,451,1172,2605,5696,12837,26924,69664,149811,330809
round_shots,1200,900,300,300,300,300,200,200,300,200,200,200,200,200,200,300,200
round_queries,1200,2700,2100,4500,9900,25500,45800,92200,290100,515800,1031800,2082600,4469400,9377000,20900200,65407500,96626600
round_k,0,1,3,7,16,42,114,230,483,1289,2579,5206,11173,23442,52250,109012,241566
round_shots,1200,500,300,400,200,300,200,200,300,200,200,300,200,200,200,300,100
round_queries,1200,1500,2100,6000,6600,21900,39400,85400,269100,421800,915000,2992500,5018600,10808600,24461400,82489500,68799300
round_k,0,1,3,7,16,36,98,213,448,1054,2287,4987,12546,27021,61153,137482,343996
round_shots,1500,800,300,300,300,300,200,200,300,200,200,200,200,300,200,200,100
round_queries,1500,2400,2100,4500,9900,25500,43000,93400,299100,540200,1224200,2619000,5540200,18670500,32403000,68221000,77660300
round_k,0,1,3,7,16,42,107,233,498,1350,3060,6547,13850,31117,81007,170552,388301
round_shots,1800,700,400,300,300,300,200,200,400,300,300,400,200,200,300,300
round_queries,1800,2100,2800,5700,12300,32700,56200,127400,532400,991500,2075700,5554000,7452200,16421400,54095700,117621900
round_k,0,1,3,9,20,54,140,318,665,1652,3459,6942,18630,41053,90159,196036
round_shots,1400,400,400,300,300,200,200,200,300,200,200,200,200,200,200,200,200,100
round_queries,1400,1200,2800,4500,9900,14600,30600,62600,194100,307800,635800,1355400,3007000,6799000,14687000,30153400,65649800,66740500
round_k,0,1,3,7,16,36,76,156,323,769,1589,3388,7517,16997,36717,75383,164124,333702
round_shots,1400,500,300,500,300,200,200,200,200,200,200,200,200,200,200,300,100
round_queries,1400,1500,2100,7500,9900,17400,37000,79800,176200,397400,861400,1869400,4194200,9517400,21717800,70227300,59516500
round_k,0,1,3,7,16,43,92,199,440,993,2153,4673,10485,23793,54294,117045,297582
round_shots,1100,600,300,400,300,200,200,300,200,200,200,200,200,200,200,200,200
round_queries,1100,1800,2100,6000,9900,13800,29000,89100,160200,344200,770200,1666600,3747000,7990200,17605800,37418200,76043400
round_k,0,1,3,7,16,34,72,148,400,860,1925,4166,9367,19975,44014,93545,190108
round_shots,1400,1100,500,300,600,300,200,200,300,300,200,200,200,300,200,300,100
round_queries,1400,3300,3500,4500,18600,22500,37000,77000,253500,638700,976600,2019800,4086200,13138500,23129400,74661900,62705300
round_k,0,1,3,7,15,37,92,192,422,1064,2441,5049,10215,21897,57823,124436,313526
round_shots,1000,1100,300,400,200,300,300,200,200,200,200,200,200,200,200,200
round_queries,1000,3300,2100,6000,9800,30300,71100,119400,265000,559400,1242600,2764600,5980600,13454600,30627400,68926200
round_k,0,1,3,7,24,50,118,298,662,1398,3106,6911,14951,33636,76568,172315
round_shots,1200,1100,400,400,300,300,300,200,200,200,200,200,200,300,200,200,100
round_queries,1200,3300,2800,6000,13500,33900,75300,114200,235000,505400,1079000,2201000,4591800,15438900,27737000,59989800,65342700
round_k,0,1,3,7,22,56,125,285,587,1263,2697,5502,11479,25731,69342,149974,326713
round_shots,1000,700,300,400,300,200,200,300,300,200,200,200,200,200,200,200,200
