round_shots,1100,1300,300,300,200,200,200,200,200,200,200,200
round_queries,1100,3900,3300,7500,12200,24600,51400,112600,233000,519800,1184200,2741000
round_k,0,1,5,12,30,61,128,281,582,1299,2960,6852
round_shots,1400,1100,400,200,200,200,200,200,200,200,200,200,100
round_queries,1400,3300,4400,5000,10200,20600,43400,91400,198600,447800,1005400,2316200,2667300
round_k,0,1,5,12,25,51,108,228,496,1119,2513,5790,13336
round_shots,1300,1100,300,300,300,200,200,300,200,200,200,200
round_queries,1300,3300,3300,7500,18300,29800,64600,204300,372200,836200,1873000,4249800
round_k,0,1,5,12,30,74,161,340,930,2090,4682,10624
round_shots,1100,1200,400,300,200,200,200,200,200,200,200,200
round_queries,1100,3600,4400,7500,12200,24600,56600,125400,282600,653800,1521400,3507400
round_k,0,1,5,12,30,61,141,313,706,1634,3803,8768
round_shots,1900,1400,300,300,300,200,200,300,200,200,200,200
round_queries,1900,4200,3300,7500,18300,31800,66200,212700,353000,744600,1543800,3555400
round_k,0,1,5,12,30,79,165,354,882,1861,3859,8888
round_shots,1500,1300,400,300,200,200,200,200,200,200,300,300
round_queries,1500,3900,4400,7500,12200,26600,56200,121800,280200,635800,2032500,5050500
round_k,0,1,5,12,30,66,140,304,700,1589,3387,8417
round_shots,1400,1300,300,200,300,200,200,200,200,200,200,200,100
round_queries,1400,3900,3300,5000,15300,25000,55000,115400,247800,570600,1221800,2513000,2752300
round_k,0,1,5,12,25,62,137,288,619,1426,3054,6282,13761
round_shots,1500,1300,400,400,300,200,200,200,200,200,300,200
round_queries,1500,3900,4400,10800,18900,30600,63400,142200,322600,700600,2372700,3865800
round_k,0,1,5,13,31,76,158,355,806,1751,3954,9664
round_shots,1100,1400,300,400,300,200,300,200,200,200,200,200
round_queries,1100,4200,3300,10000,17700,33000,99900,158600,352600,755400,1635800,3281800
round_k,0,1,5,12,29,82,166,396,881,1888,4089,8204
round_shots,700,1300,400,400,400,200,200,200,200,200,200,200
round_queries,700,3900,4400,10800,24400,30200,65000,142600,318200,723800,1625000,3751000
round_k,0,1,5,13,30,75,162,356,795,1809,4062,9377
round_shots,1500,1200,400,300,300,200,200,200,200,300,300,200
round_queries,1500,3600,4400,7500,18900,27400,59400,128600,275000,831300,2001900,3435800
round_k,0,1,5,12,31,68,148,321,687,1385,3336,8589
round_shots,1400,1100,300,300,200,300,200,200,200,300,300,200
round_queries,1400,3300,3300,7500,12200,39900,61400,139800,296200,959100,2361300,3384600
round_k,0,1,5,12,30,66,153,349,740,1598,3935,8461
round_shots,800,1300,400,400,300,200,200,200,200,300,200,200
round_queries,800,3900,4400,10800,18300,27400,59800,134600,301400,972300,1709400,3668600
round_k,0,1,5,13,30,68,149,336,753,1620,4273,9171
round_shots,1000,1400,300,300,200,300,300,200,300,200,200,200
round_queries,1000,4200,3300,7500,12200,39900,101100,152600,497100,907800,1953000,4308200
round_k,0,1,5,12,30,66,168,381,828,2269,4882,10770
round_shots,1100,1400,400,300,300,200,200,300,200,200,200,200
round_queries,1100,4200,4400,7500,18300,29800,64600,204300,337800,719800,1631000,3631400
round_k,0,1,5,12,30,74,161,340,844,1799,4077,9078
round_shots,1400,1200,300,300,300,200,300,300,300,200,200,100
round_queries,1400,3600,3300,7500,18900,32600,109500,266700,647700,947800,2144200,2421100
round_k,0,1,5,12,31,81,182,444,1079,2369,5360,12105
round_shots,1700,1300,300,300,200,300,200,200,200,200,300,300
round_queries,1700,3900,3300,7500,11800,35700,57400,117400,236600,473800,1550100,3959100
round_k,0,1,5,12,29,59,143,293,591,1184,2583,6598
round_shots,1000,1300,500,300,300,200,200,200,200,200,200,300
round_queries,1000,3900,5500,8100,18900,31000,67000,141400,309000,707800,1616600,5300700
round_k,0,1,5,13,31,77,167,353,772,1769,4041,8834
round_shots,1400,1100,300,300,300,300,300,200,100,100,100,200
round_queries,1400,3300,3300,7500,18300,48300,125100,206600,207500,435300,886900,3818200
round_k,0,1,5,12,30,80,208,516,1037,2176,4434,9545
round_shots,1700,1500,400,300,200,200,200,200,200,200,200,300
round_queries,1700,4500,4400,7500,12200,27000,61400,129800,284200,649000,1472200,4967100
round_k,0,1,5,12,30,67,153,324,710,1622,3680,8278
round_shots,2100,1100,400,400,200,200,200,200,200,300,200,200
round_queries,2100,3300,4400,10800,15000,32600,68200,148600,327800,1086300,1856200,4222200
round_k,0,1,5,13,37,81,170,371,819,1810,4640,10555
round_shots,1600,1400,300,300,300,200,300,300,300,300,200
round_queries,1600,4200,3900,11100,26100,44200,140100,366300,945900,2310900,4093400
round_k,0,1,6,18,43,110,233,610,1576,3851,10233
round_shots,700,1300,300,300,200,200,200,200,200,300,200,200
