round_shots,100,100,100,100,100,100,100
round_queries,100,300,1100,4700,21700,107100,3435300
round_k,1,5,23,108,535,2875,17176
round_shots,100,100,100,100,100,100,100
round_queries,100,300,1100,4700,21700,107100,3435300
round_k,1,5,23,108,535,2875,17176
round_shots,100,100,100,100,100,100,100,100
round_queries,100,300,1100,3500,11500,35900,137300,2892300
round_k,1,5,17,57,179,686,2957,14461
round_shots,100,100,100,100,100,100,100
round_queries,100,300,1100,4700,21700,107100,3435300
round_k,1,5,23,108,535,2875,17176
round_shots,100,100,100,100,100,100,100
round_queries,100,300,1100,4700,21700,107100,3435300
round_k,1,5,23,108,535,2875,17176
round_shots,100,100,100,100,100,100,100
round_queries,100,300,1100,4700,21700,107100,3435300
round_k,1,5,23,108,535,2875,17176
round_shots,100,100,100,100,100,100,100
round_queries,100,300,1100,4700,21700,107100,3435300
round_k,1,5,23,108,535,2875,17176
round_shots,100,100,300,200,100,100,100
round_queries,100,300,3300,11000,27100,104700,2085700
round_k,1,5,27,135,523,2194,10428
round_shots,100,100,300,100,100,100,100,100
round_queries,100,300,2700,5100,17900,66900,268700,6474700
round_k,1,4,25,89,334,1343,6171,32373
round_shots,100,100,200,100,100,100,100,100
round_queries,100,300,2200,4900,14900,53100,228900,5347300
round_k,1,5,24,74,265,1144,5180,26736
round_shots,100,100,100,200,100,100,100,100
round_queries,100,300,900,5800,10500,35100,134100,2813900
round_k,1,4,14,52,175,670,2873,14069
round_shots,100,100,100,100,100,100,100
round_queries,100,300,1100,4700,21700,107100,3435300
round_k,1,5,23,108,535,2875,17176
round_shots,100,100,100,100,100,100,100
round_queries,100,300,1100,4700,21700,107100,3435300
round_k,1,5,23,108,535,2875,17176
round_shots,100,100,100,100,100,100,100
round_queries,100,300,1100,4700,21700,107100,3435300
round_k,1,5,23,108,535,2875,17176
round_shots,100,100,200,100,100,100,100,100
round_queries,100,300,1800,3900,11700,40700,161300,3536300
round_k,1,4,19,58,203,806,3546,17681
round_shots,100,100,200,100,100,100,100,100
round_queries,100,300,1800,3700,11300,40300,151100,3214700
round_k,1,4,18,56,201,755,3245,16073
round_shots,100,100,300,100,100,100,100,100
round_queries,100,300,3300,6100,20900,78300,324300,8092900
round_k,1,5,30,104,391,1621,7504,40464
round_shots,100,100,300,200,100,100,100,100
round_queries,100,300,2700,5400,11100,40100,155100,3334500
round_k,1,4,13,55,200,775,3371,16672
round_shots,100,100,100,100,100,100,100
round_queries,100,300,1100,4700,21700,107100,3435300
round_k,1,5,23,108,535,2875,17176
round_shots,100,100,200,100,100,100,100,100
round_queries,100,300,1800,3900,12100,41300,158900,3404900
