round_shots,400,300,300,300,300,600,1200,300,200,100,200,100,300
round_queries,400,900,2100,5700,15900,79800,325200,358500,677000,821900,3405400,3766500,22753500
round_k,0,1,3,9,26,66,135,597,1692,4109,8513,18832,37922
round_shots,400,300,200,200,300,500,1500,300,400,400,400,200,200,100
round_queries,400,900,1400,3000,9300,34500,211500,241500,768400,2113200,5126800,6126200,13718200,14732100
round_k,0,1,3,7,15,34,70,402,960,2641,6408,15315,34295,73660
round_shots,400,300,300,200,500,1100,1300,400,300,200,300,200,200,200
round_queries,400,900,2100,3400,18500,89100,211900,195600,358500,569800,1745100,3103000,6578600,14993000
round_k,0,1,3,8,18,40,81,244,597,1424,2908,7757,16446,37482
round_shots,500,300,400,200,1700,300,300,200,200,200,200,200,300
round_queries,500,900,2800,3400,59500,63900,149700,239000,523800,1150200,2632600,6079800,20819100
round_k,0,1,3,8,17,106,249,597,1309,2875,6581,15199,34698
round_shots,400,300,300,300,300,700,1100,300,300,300,300,200,200,100
round_queries,400,900,2100,5100,11100,56700,179300,203100,479100,1100100,2727900,4964600,11429400,12924100
round_k,0,1,3,8,18,40,81,338,798,1833,4546,12411,28573,64620
round_shots,500,300,200,200,200,200,400,500,1200,300,200,200,300,200
round_queries,500,900,1400,3000,6600,14200,57200,156500,752400,875100,1664600,3333000,10912500,19415000
round_k,0,1,3,7,16,35,71,156,313,1458,4161,8332,18187,48537
round_shots,400,300,200,300,300,400,1600,300,300,300,200,200,200
round_queries,400,900,1400,4500,12300,35600,305600,336900,947700,2332500,4152200,9215800,20141800
round_k,0,1,3,7,20,44,95,561,1579,3887,10380,23039,50354
round_shots,400,300,300,300,400,1100,300,300,200,200,200,200,200,100
round_queries,400,900,2100,5100,17200,97900,106500,254100,398200,885400,2004200,4576200,10514200,12036100
round_k,0,1,3,8,21,44,177,423,995,2213,5010,11440,26285,60180
round_shots,400,300,300,200,400,900,1300,300,300,200,200,300,200,200
round_queries,400,900,2100,3400,14000,72900,211900,157500,368100,585000,1293400,4095900,6720600,15337800
