round_shots,2000,1300,400,400,300,300,200,200,300,200,200,300,100
round_queries,2000,3900,4400,10800,23100,56700,89000,193000,627900,1091800,2477800,8499900,7096700
round_k,0,1,5,13,38,94,222,482,1046,2729,6194,14166,35483
round_shots,1900,1300,300,300,300,200,300,200,200,200,200,200,200
round_queries,1900,3900,3300,7500,18300,32200,104700,186200,419800,961400,2201000,4976200,11112200
round_k,0,1,5,12,30,80,174,465,1049,2403,5502,12440,27780
round_shots,1500,1100,400,400,200,200,200,200,300,300,200,200,200
round_queries,1500,3300,4400,10800,12600,27800,60600,133800,417300,988500,1743000,3968200,9199400
round_k,0,1,5,13,31,69,151,334,695,1647,4357,9920,22998
round_shots,1300,1100,300,200,300,200,200,200,200,200,200,200,200,100
round_queries,1300,3300,3300,5000,15300,27400,57800,120200,265800,589000,1358600,2959800,6566600,7561700
round_k,0,1,5,12,25,68,144,300,664,1472,3396,7399,16416,37808
round_shots,1100,1100,400,400,300,300,200,200,300,200,200,200,200
round_queries,1100,3300,4400,10800,18300,41700,69800,152200,494700,866200,1825400,4202600,9639000
round_k,0,1,5,13,30,69,174,380,824,2165,4563,10506,24097
round_shots,1000,1100,300,300,300,200,200,300,200,300,200,200,200
round_queries,1000,3300,3300,7500,18300,31400,67800,217500,373000,1125300,1907800,4255800,9724600
round_k,0,1,5,12,30,78,169,362,932,1875,4769,10639,24311
round_shots,1300,1200,400,300,300,200,200,300,300,200,200,200,200
round_queries,1300,3600,4400,8100,18900,31000,67000,215700,475500,772200,1763400,3993000,8804200
round_k,0,1,5,13,31,77,167,359,792,1930,4408,9982,22010
round_shots,1000,1200,300,300,200,200,300,300,400,300,200,200,100
round_queries,1000,3600,3300,7500,12200,27000,84300,221100,770000,1469700,2503800,5648600,6480700
round_k,0,1,5,12,30,67,140,368,962,2449,6259,14121,32403
round_shots,1000,1100,300,400,200,200,200,200,200,200,200,200,200,100
round_queries,1000,3300,3300,10000,12200,26600,56200,117000,237000,537400,1204600,2670200,6131800,6923500
round_k,0,1,5,12,30,66,140,292,592,1343,3011,6675,15329,34617
round_shots,1500,1200,400,300,300,200,200,200,200,200,300,200,300
round_queries,1500,3600,4400,8100,18900,30600,63800,140200,311000,686200,2099700,3529800,11330700
round_k,0,1,5,13,31,76,159,350,777,1715,3499,8824,18884
round_shots,1600,1200,400,300,300,300,300,200,300,200,200,200,200
round_queries,1600,3600,4400,7500,18300,48300,117900,199800,602100,1027800,2205400,4975400,11454200
round_k,0,1,5,12,30,80,196,499,1003,2569,5513,12438,28635
round_shots,1100,1400,300,300,200,200,200,200,200,200,200,200,300,100
round_queries,1100,4200,3300,7500,12200,26600,56200,121800,275400,623800,1437800,3223800,9983100,7121500
round_k,0,1,5,12,30,66,140,304,688,1559,3594,8059,16638,35607
round_shots,1100,1300,400,400,300,300,200,200,200,200,200,200,300
round_queries,1100,3900,4400,10800,18300,38100,67800,150600,329000,736200,1630200,3625000,12344100
round_k,0,1,5,13,30,63,169,376,822,1840,4075,9062,20573
round_shots,1100,1300,300,200,400,300,200,200,200,300,300,300,300,100
round_queries,1100,3900,3300,5000,20400,36300,59000,125000,274600,874500,2165700,4586700,9561300,7738700
round_k,0,1,5,12,25,60,147,312,686,1457,3609,7644,15935,38693
round_shots,2400,1100,300,200,300,300,300,200,300,200,200,200,200
round_queries,2400,3300,3300,4600,14100,32700,82500,141400,482100,871000,1816200,4191400,8865400
round_k,0,1,5,11,23,54,137,353,803,2177,4540,10478,22163
round_shots,1600,1100,300,300,300,300,200,200,200,200,200,200,200
round_queries,1600,3300,3300,7500,18300,47100,87000,183400,403000,921800,2021800,4367400,9540200
round_k,0,1,5,12,30,78,217,458,1007,2304,5054,10918,23850
round_shots,1500,1400,400,300,300,200,200,200,200,200,200,200,200
round_queries,1500,4200,5200,11100,25500,41800,93400,201400,441800,918600,2008600,4586600,9795000
round_k,0,1,6,18,42,104,233,503,1104,2296,5021,11466,24487
round_shots,1400,1100,400,400,300,200,300,200,200,200,200,200,200,100
round_queries,1400,3300,4400,10800,18300,25000,77700,124200,260200,553000,1244600,2683000,6124600,6775700
round_k,0,1,5,13,30,62,129,310,650,1382,3111,6707,15311,33878
round_shots,1000,1200,300,300,200,200,300,200,300,200,300,200,200
round_queries,1000,3600,3300,7500,12200,24600,81300,129000,401100,697400,2259900,4036600,9285000
round_k,0,1,5,12,30,61,135,322,668,1743,3766,10091,23212
round_shots,1200,1100,400,300,300,200,300,300,300,200,200,200,300
round_queries,1200,3300,4400,8100,18900,35000,113100,296700,599100,832600,1696600,3844600,13317900
round_k,0,1,5,13,31,87,188,494,998,2081,4241,9611,22196
round_shots,1100,1500,400,300,300,200,200,200,200,200,200,200,200,100
round_queries,1100,4500,4400,7500,15300,24600,54200,115800,253800,569400,1264200,2866200,6572600,7576900
round_k,0,1,5,12,25,61,135,289,634,1423,3160,7165,16431,37884
round_shots,1300,1300,300,200,300,200,300,200,100,100,200,200,200,100
