round_shots,100,100,100,100,100,100,100,100
round_queries,100,300,1100,4900,21700,109700,557300,2888300
round_k,0,1,5,24,108,548,2786,14441
round_shots,100,100,100,100,100,100,100,100
round_queries,100,300,1100,3700,17500,87900,444900,2284700
round_k,0,1,5,18,87,439,2224,11423
round_shots,100,100,100,100,100,100,100,100
round_queries,100,300,1100,4500,19900,95300,492900,2552100
round_k,0,1,5,22,99,476,2464,12760
round_shots,200,100,100,100,100,100,100
round_queries,200,500,1900,8900,42100,216700,1115300
round_k,0,2,9,44,210,1083,5576
round_shots,100,100,100,100,100,100,100
round_queries,100,300,1100,5500,25900,129900,654500
round_k,0,1,5,27,129,649,3272
round_shots,100,100,100,100,100,100,100,100
round_queries,100,300,1100,3700,18100,84900,438100,2267300
round_k,0,1,5,18,90,424,2190,11336
round_shots,200,100,100,100,100,100,100
round_queries,200,300,1100,5300,24700,126900,654900
round_k,0,1,5,26,123,634,3274
round_shots,200,100,100,100,100,100,100,100
round_queries,200,300,1100,4900,23100,117300,590500,3080100
round_k,0,1,5,24,115,586,2952,15400
round_shots,200,100,100,100,100,100,100
round_queries,200,500,1500,5300,27100,134900,702700
round_k,0,2,7,26,135,674,3513
round_shots,100,100,100,100,100,100,100
round_queries,100,500,2300,10900,51500,261500,1346300
round_k,0,2,11,54,257,1307,6731
round_shots,200,100,100,100,100,100,100,100
round_queries,200,300,1100,4100,18100,89500,455700,2366900
round_k,0,1,5,20,90,447,2278,11834
round_shots,100,100,100,100,100,100,100,100
round_queries,100,300,1100,4100,18700,95500,483500,2493100
round_k,0,1,5,20,93,477,2417,12465
round_shots,100,100,100,100,100,100,100,100
round_queries,100,300,700,2300,10300,50700,255900,1314700
round_k,0,1,3,11,51,253,1279,6573
round_shots,200,100,100,100,100,100,100,100
round_queries,200,300,1100,4900,22900,111300,572700,2963100
round_k,0,1,5,24,114,556,2863,14815
round_shots,100,100,100,100,100,100,100,100
round_queries,100,300,700,2300,9500,46900,240300,1251100
round_k,0,1,3,11,47,234,1201,6255
round_shots,100,100,100,100,100,100,100
round_queries,100,300,1100,5500,28100,145500,743300
round_k,0,1,5,27,140,727,3716
round_shots,200,100,100,100,100,100,100,100
round_queries,200,300,1100,4100,19700,95300,494300,2551100
round_k,0,1,5,20,98,476,2471,12755
round_shots,200,100,100,100,100,100,100
round_queries,200,300,1100,5500,24500,126500,655100
round_k,0,1,5,27,122,632,3275
round_shots,200,100,100,100,100,100,100,100
round_queries,200,300,1100,4100,19900,97900,502500,2564900
round_k,0,1,5,20,99,489,2512,12824
round_shots,100,100,100,100,100,100,100,100
round_queries,100,300,1100,4100,21100,108700,565500,2926100
round_k,0,1,5,20,105,543,2827,14630
round_shots,100,100,100,100,100,100,100,100
round_queries,100,300,1100,4100,18100,93700,465300,2394500
round_k,0,1,5,20,90,468,2326,11972
round_shots,200,100,100,100,100,100,100,100
round_queries,200,300,700,1900,8500,44100,229900,1191900
round_k,0,1,3,9,42,220,1149,5959
round_shots,200,100,100,100,100,100,100,100
round_queries,200,300,1100,4900,21900,108100,578100,2960300
round_k,0,1,5,24,109,540,2890,14801
round_shots,200,100,100,100,100,100,100,100
round_queries,200,300,700,2300,10500,51300,253300,1305700
round_k,0,1,3,11,52,256,1266,6528
round_shots,100,100,100,100,100,100,100
round_queries,100,300,1100,5100,26300,133700,688300
round_k,0,1,5,25,131,668,3441
round_shots,100,100,100,100,100,100,100
round_queries,100,300,1500,5900,28700,148700,761900
round_k,0,1,7,29,143,743,3809
round_shots,100,100,100,100,100,100,100
round_queries,100,500,1900,8700,42900,217700,1129900
round_k,0,2,9,43,214,1088,5649
round_shots,200,100,100,100,100,100,100,100
round_queries,200,300,700,2900,12500,57700,297900,1540300
round_k,0,1,3,14,62,288,1489,7701
round_shots,100,100,100,100,100,100,100
round_queries,100,300,1500,7100,35900,182700,940900
round_k,0,1,7,35,179,913,4704
round_shots,200,100,100,100,100,100,100,100
round_queries,200,300,700,2300,10100,49700,248100,1282100
round_k,0,1,3,11,50,248,1240,6410
round_shots,200,100,100,100,100,100,100,100
round_queries,200,300,1100,4500,22100,110500,573100,2967700
round_k,0,1,5,22,110,552,2865,14838
round_shots,200,100,100,100,100,100,100,100
round_queries,200,300,1100,4100,19700,98700,483700,2491500
round_k,0,1,5,20,98,493,2418,12457
round_shots,200,100,100,100,100,100,100
round_queries,200,300,1500,6700,30900,154100,790900
round_k,0,1,7,33,154,770,3954
round_shots,200,100,100,100,100,100,100
round_queries,200,700,2300,10900,55900,283100,1453500
round_k,0,3,11,54,279,1415,7267
round_shots,200,100,100,100,100,100,100,100
round_queries,200,300,700,2500,11700,58500,295300,1522700
round_k,0,1,3,12,58,292,1476,7613
round_shots,100,100,100,100,100,100,100,100
round_queries,100,300,1100,3900,18500,91900,457300,2337900
round_k,0,1,5,19,92,459,2286,11689
round_shots,100,100,100,100,100,100,100
round_queries,100,300,1100,4900,24700,119500,604900
round_k,0,1,5,24,123,597,3024
round_shots,100,100,100,100,100,100,100
round_queries,100,300,1100,5300,26100,133500,689100
round_k,0,1,5,26,130,667,3445
round_shots,100,100,100,100,100,100,100
round_queries,100,300,1500,6900,32300,158500,808300
round_k,0,1,7,34,161,792,4041
round_shots,200,100,100,100,100,100,100
round_queries,200,300,1100,4900,23300,118300,612900
round_k,0,1,5,24,116,591,3064
round_shots,200,100,100,100,100,100,100
round_queries,200,300,1500,6700,31900,153900,782700
round_k,0,1,7,33,159,769,3913
round_shots,200,100,100,100,100,100,100,100
round_queries,200,300,1100,4500,21300,108300,552100,2828100
round_k,0,1,5,22,106,541,2760,14140
round_shots,200,100,100,100,100,100,100,100
round_queries,200,300,1100,3700,17700,89700,457300,2361300
round_k,0,1,5,18,88,448,2286,11806
round_shots,100,100,100,100,100,100,100,100
round_queries,100,300,1100,4500,19900,102100,533700,2746300
round_k,0,1,5,22,99,510,2668,13731
round_shots,100,100,100,100,100,100,100,100
round_queries,100,300,1100,4700,23100,110900,564500,2934700
round_k,0,1,5,23,115,554,2822,14673
round_shots,200,100,100,100,100,100,100
round_queries,200,300,1100,5500,25100,126700,642100
round_k,0,1,5,27,125,633,3210
round_shots,100,100,100,100,100,100,100,100
round_queries,100,300,700,1900,8900,43500,218300,1112900
round_k,0,1,3,9,44,217,1091,5564
round_shots,100,100,100,100,100,100,100,100
round_queries,100,300,700,2900,13500,67100,334300,1721900
round_k,0,1,3,14,67,335,1671,8609
round_shots,200,100,100,100,100,100,100,100
round_queries,200,300,1100,4500,20900,98700,500900,2573100
round_k,0,1,5,22,104,493,2504,12865
round_shots,200,100,100,100,100,100,100,100
round_queries,200,300,700,1900,9100,42500,220500,1107900
round_k,0,1,3,9,45,212,1102,5539
round_shots,200,100,100,100,100,100,100
round_queries,200,300,1100,5100,25900,128900,658500
round_k,0,1,5,25,129,644,3292
round_shots,100,100,100,100,100,100,100,100
round_queries,100,300,700,2300,10100,49900,252500,1295700
round_k,0,1,3,11,50,249,1262,6478
round_shots,100,100,100,100,100,100,100,100
round_queries,100,300,700,3300,15900,76300,390500,2000100
round_k,0,1,3,16,79,381,1952,10000
round_shots,100,100,100,100,100,100,100,100
round_queries,100,300,1100,3700,16900,81900,418300,2160300
round_k,0,1,5,18,84,409,2091,10801
round_shots,200,100,100,100,100,100,100,100
round_queries,200,300,1100,4900,23300,115900,595700,3068500
round_k,0,1,5,24,116,579,2978,15342
round_shots,200,100,100,100,100,100,100,100
round_queries,200,300,1100,4100,19500,97100,488500,2516700
round_k,0,1,5,20,97,485,2442,12583
round_shots,100,100,100,100,100,100,100,100
round_queries,100,300,1100,3700,16700,83100,417300,2154500
round_k,0,1,5,18,83,415,2086,10772
round_shots,200,100,100,100,100,100,100,100
round_queries,200,300,1100,4500,22700,108100,543500,2827700
round_k,0,1,5,22,113,540,2717,14138
round_shots,200,100,100,100,100,100,100,100
round_queries,200,300,1100,4100,18900,93100,474100,2460300
round_k,0,1,5,20,94,465,2370,12301
round_shots,200,100,100,100,100,100,100
round_queries,200,500,2500,11700,57100,292900,1500900
round_k,0,2,12,58,285,1464,7504
round_shots,200,100,100,100,100,100,100
round_queries,200,500,1900,8700,44100,219700,1124700
round_k,0,2,9,43,220,1098,5623
round_shots,200,100,100,100,100,100,100
round_queries,200,300,1100,4900,26300,137300,705900
round_k,0,1,5,24,131,686,3529
round_shots,100,100,100,100,100,100,100
round_queries,100,300,1500,6300,30300,153300,785100
round_k,0,1,7,31,151,766,3925
round_shots,200,100,100,100,100,100,100,100
round_queries,200,300,1100,4900,23500,115300,596900,3078100
round_k,0,1,5,24,117,576,2984,15390
round_shots,100,100,100,100,100,100,100,100
round_queries,100,300,700,2900,12900,62900,318700,1637700
round_k,0,1,3,14,64,314,1593,8188
round_shots,100,100,100,100,100,100,100
round_queries,100,500,1900,8100,41900,211500,1081900
round_k,0,2,9,40,209,1057,5409
round_shots,200,100,100,100,100,100,100,100
round_queries,200,300,1100,4900,21700,107100,555300,2859700
round_k,0,1,5,24,108,535,2776,14298
round_shots,100,100,100,100,100,100,100,100
round_queries,100,300,1100,4300,20100,101500,520700,2706300
round_k,0,1,5,21,100,507,2603,13531
round_shots,100,100,100,100,100,100,100
round_queries,100,300,1500,5300,24300,126100,634900
round_k,0,1,7,26,121,630,3174
round_shots,100,100,100,100,100,100,100,100
round_queries,100,300,700,3300,16300,81300,417300,2168500
round_k,0,1,3,16,81,406,2086,10842
round_shots,200,100,100,100,100,100,100,100
round_queries,200,300,1100,4700,21700,107100,547300,2832900
round_k,0,1,5,23,108,535,2736,14164
round_shots,200,100,100,100,100,100,100,100
round_queries,200,300,700,2300,10900,53300,271300,1407300
round_k,0,1,3,11,54,266,1356,7036
round_shots,200,100,100,100,100,100,100,100
round_queries,200,300,1100,4100,19100,93900,472500,2455100
round_k,0,1,5,20,95,469,2362,12275
round_shots,100,100,100,100,100,100,100,100
round_queries,100,300,1100,5100,23900,118300,598100,3095300
round_k,0,1,5,25,119,591,2990,15476
round_shots,100,100,100,100,100,100,100
round_queries,100,300,1100,5100,24500,121900,627300
round_k,0,1,5,25,122,609,3136
round_shots,100,100,100,100,100,100,100,100
round_queries,100,300,1100,3100,14700,72500,360900,1840100
round_k,0,1,5,15,73,362,1804,9200
round_shots,100,100,100,100,100,100,100,100
round_queries,100,300,1100,4100,17900,88500,451900,2338500
round_k,0,1,5,20,89,442,2259,11692
round_shots,100,100,100,100,100,100,100,100
round_queries,100,300,1100,4100,20100,99300,511700,2664300
round_k,0,1,5,20,100,496,2558,13321
round_shots,100,100,100,100,100,100,100,100
round_queries,100,300,700,2300,10700,52500,267500,1373900
round_k,0,1,3,11,53,262,1337,6869
round_shots,200,100,100,100,100,100,100
round_queries,200,300,1500,6700,33100,164100,835700
round_k,0,1,7,33,165,820,4178
round_shots,100,100,100,100,100,100,100,100
round_queries,100,300,700,1900,7500,34900,175300,893500
round_k,0,1,3,9,37,174,876,4467
round_shots,200,100,100,100,100,100,100,100
round_queries,200,300,1100,4100,19300,97700,493900,2554900
round_k,0,1,5,20,96,488,2469,12774
round_shots,100,100,100,100,100,100,100,100
round_queries,100,300,1100,4100,18900,93700,472900,2438900
round_k,0,1,5,20,94,468,2364,12194
round_shots,100,100,100,100,100,100,100,100
round_queries,100,300,1100,4100,19500,99300,497100,2553900
round_k,0,1,5,20,97,496,2485,12769
round_shots,200,100,100,100,100,100,100
round_queries,200,500,1900,8900,44900,217500,1122700
round_k,0,2,9,44,224,1087,5613
round_shots,200,100,100,100,100,100,100,100
round_queries,200,300,1100,4100,18700,91100,469100,2440500
round_k,0,1,5,20,93,455,2345,12202
round_shots,100,100,100,100,100,100,100,100
round_queries,100,300,1100,4100,18900,93900,479100,2469100
round_k,0,1,5,20,94,469,2395,12345
round_shots,200,100,100,100,100,100,100
round_queries,200,300,1100,5500,27900,133100,676900
round_k,0,1,5,27,139,665,3384
