round_shots,600,500,500,300,300,200,200,200,200,200,200,200,200,200,200
round_queries,600,1500,4500,6300,15900,28200,60600,124600,277400,623000,1355800,2852200,6177400,13784200,31431400
round_k,0,1,4,10,26,70,151,311,693,1557,3389,7130,15443,34460,78578
round_shots,800,400,300,300,300,200,300,200,300,200,200,200,200,300,100
round_queries,800,1200,2700,6300,15300,26200,86700,163800,532500,901000,1899800,4301000,9574600,28970100,24004300
round_k,0,1,4,10,25,65,144,409,887,2252,4749,10752,23936,48283,120021
round_shots,600,500,400,300,300,300,300,200,200,200,200,300,400,300,100
round_queries,600,1500,3600,6900,14100,29700,69300,117400,263400,592200,1297800,4412100,12874800,26623500,24172700
round_k,0,1,4,11,23,49,115,293,658,1480,3244,7353,16093,44372,120863
round_shots,600,400,400,300,300,300,300,400,300,400,200,200,200,200,200
round_queries,600,1200,3600,6300,14100,30300,63900,218000,432300,1222000,1661000,3624600,8295800,18935800,40809400
round_k,0,1,4,10,23,50,106,272,720,1527,4152,9061,20739,47339,102023
round_shots,700,600,300,300,300,300,200,200,300,200,200,300,400,300,100
round_queries,700,1800,2700,6300,14100,30300,52200,107400,333900,595800,1291400,4072500,13366000,27306300,22050500
round_k,0,1,4,10,23,50,130,268,556,1489,3228,6787,16707,45510,110252
round_shots,600,600,400,400,400,300,200,200,200,200,200,300,200,200,200
round_queries,600,1800,3600,8400,18800,35700,57000,128200,279000,631000,1413400,4500900,8054600,17512600,36050200
round_k,0,1,4,10,23,59,142,320,697,1577,3533,7501,20136,43781,90125
round_shots,600,500,400,300,300,200,200,300,300,200,200,200,200,200,200
round_queries,600,1500,3600,6900,14100,24600,52200,162900,406500,714600,1539400,3320600,7417400,16594200,36170600
round_k,0,1,4,11,23,61,130,271,677,1786,3848,8301,18543,41485,90426
round_shots,600,400,400,400,200,300,300,200,200,200,200,200,300,300,200
round_queries,600,1200,3600,8400,9400,30900,75300,111400,230600,517800,1173000,2653800,8353500,17822100,28580600
round_k,0,1,4,10,23,51,125,278,576,1294,2932,6634,13922,29703,71451
round_shots,600,500,500,700,500,400,300,200,200,200,300,300,200,200,200
round_queries,600,1500,4500,16100,25500,46000,80100,129800,293400,641400,1979100,5132100,8772600,19577800,43150600
round_k,0,1,4,11,25,57,133,324,733,1603,3298,8553,21931,48944,107876
round_shots,500,400,300,300,300,200,300,200,200,300,200,200,200,200,100
round_queries,500,1200,2700,6300,15900,26600,86100,145400,308600,1015500,1831000,4172200,9531000,21739000,24916500
round_k,0,1,4,10,26,66,143,363,771,1692,4577,10430,23827,54347,124582
round_shots,600,600,400,300,200,300,200,200,200,200,200,200,200,200,300
round_queries,600,1800,3600,6900,12200,37500,65000,141000,291400,621000,1252600,2769800,6291800,14369000,49122300
round_k,0,1,4,11,30,62,162,352,728,1552,3131,6924,15729,35922,81870
round_shots,600,400,300,300,200,200,300,400,400,300,200,300,300,200,200
round_queries,600,1200,2700,6300,10200,21000,65700,181200,557200,1037100,1391400,4601100,11262900,18722200,42169000
round_k,0,1,4,10,25,52,109,226,696,1728,3478,7668,18771,46805,105422
round_shots,600,400,400,400,300,300,300,200,200,300,300,200,200,200,100
round_queries,600,1200,3600,8400,14100,36300,98100,171000,359000,1137300,2677500,4625400,10368600,23062200,25816500
round_k,0,1,4,10,23,60,163,427,897,1895,4462,11563,25921,57655,129082
round_shots,600,400,500,300,200,200,200,200,200,300,300,300,300,300,300
round_queries,600,1200,4500,6300,9400,20600,43000,87800,179000,575100,1562100,4073700,10346700,20749500,47073300
round_k,0,1,4,10,23,51,107,219,447,958,2603,6789,17244,34582,78455
round_shots,600,500,500,300,300,200,200,200,300,200,200,200,300,200,200,100
round_queries,600,1500,4500,6900,14100,22200,46200,95800,293700,520600,1141800,2603800,8289300,12819800,27204600,30968900
round_k,0,1,4,11,23,55,115,239,489,1301,2854,6509,13815,32049,68011,154844
round_shots,700,600,500,500,200,200,200,300,200,200,200,300,300,200,200
round_queries,700,1800,4500,10500,9400,19400,39400,123300,208600,449400,1003400,3370500,8903700,15368600,35255400
round_k,0,1,4,10,23,48,98,205,521,1123,2508,5617,14839,38421,88138
round_shots,600,500,400,300,300,200,200,200,300,200,200,300,200,200,200
round_queries,600,1500,3600,6900,16500,26600,53800,109800,357300,630600,1265400,4309500,7585800,16249800,37246600
round_k,0,1,4,11,27,66,134,274,595,1576,3163,7182,18964,40624,93116
round_shots,600,500,300,300,300,300,300,300,400,300,300,200,200,200,100
round_queries,600,1500,2700,6300,13500,35100,90900,200100,622000,1251300,2877900,4786200,10599800,24150600,27511700
round_k,0,1,4,10,22,58,151,333,777,2085,4796,11965,26499,60376,137558
round_shots,700,500,400,300,300,500,300,200,300,300,200,200,200,200,200
round_queries,700,1500,3600,6300,14100,47500,66300,117400,386700,1002900,1805000,3749400,8507800,18913800,42436200
round_k,0,1,4,10,23,47,110,293,644,1671,4512,9373,21269,47284,106090
round_shots,600,400,400,300,300,200,200,200,300,300,300,300,200,200,200
round_queries,600,1200,3600,6900,16500,24200,53000,113000,367500,940500,2022300,4121100,6665000,14668200,33164600
round_k,0,1,4,11,27,60,132,282,612,1567,3370,6868,16662,36670,82911
round_shots,600,500,400,400,400,300,200,200,200,200,200,200,200,200,200
round_queries,600,1500,3600,8400,21200,45300,73400,155000,320200,675800,1459400,3275000,7305800,16221800,36870200
round_k,0,1,4,10,26,75,183,387,800,1689,3648,8187,18264,40554,92175
round_shots,600,400,400,300,400,300,200,200,200,200,200,200,200,200,300
round_queries,600,1200,3600,6300,21200,37500,57000,125800,275400,576200,1285400,2899000,6573000,15007000,51177300
round_k,0,1,4,10,26,62,142,314,688,1440,3213,7247,16432,37517,85295
round_shots,600,400,300,300,400,400,300,300,200,200,200,200,300,200,200
round_queries,600,1200,2700,6300,18000,39600,73500,177300,311800,648600,1439400,3264600,10872300,18580600,37385000
round_k,0,1,4,10,22,49,122,295,779,1621,3598,8161,18120,46451,93462
round_shots,600,500,300,400,700,300,200,300,300,200,300,300,300,200,100
round_queries,600,1500,2700,8400,32900,41100,76200,240900,558900,969400,2937900,6228900,16535700,29325000,29530100
round_k,0,1,4,10,23,68,190,401,931,2423,4896,10381,27559,73312,147650
round_shots,600,500,400,300,300,300,300,300,400,300,300,200,200,200,100
round_queries,600,1500,3600,6900,14100,36900,97500,245700,690800,1329900,2762100,4606200,9465400,20861000,23605700
round_k,0,1,4,11,23,61,162,409,863,2216,4603,11515,23663,52152,118028
round_shots,700,500,400,400,300,400,200,200,200,200,200,200,200,200,200
round_queries,700,1500,3600,8400,15900,55600,79000,171000,373800,836600,1770600,3992200,8637800,19302600,42821000
